Operator	Transportas	Marsrutas	MarsrutasOrd	KryptiesPavadinimas	TvarkarascioMarsrutas	Pavadinimas	VehicleID	VehicleGarNum	PlanTrips	FaktTrips	RegularTrips	FaktRunID	PlanRunID	RegularTripsEnds
--------	-----------	---------	------------	-------------------	---------------------	-----------	---------	-------------	---------	---------	------------	---------	---------	----------------
VVT	Autobusai	1G	1	Stotis–Kalvarijų g.–Santariškės	1G	01-ž	2-3075	3008	22	22	12	682638	614565	13
VVT	Autobusai	1G	1	Stotis–Kalvarijų g.–Santariškės	1G	02	2-380	763	10	10	6	682929	614564	6
VVT	Autobusai	1G	1	Stotis–Kalvarijų g.–Santariškės	1G	03-ž	2-588	3009	21	21	11	682838	614570	13
VVT	Autobusai	1G	1	Stotis–Kalvarijų g.–Santariškės	1G	04	2-329	284	10	10	3	683034	614574	5
VVT	Autobusai	1G	1	Stotis–Kalvarijų g.–Santariškės	1G	05	2-2585	283	23	23	11	682747	614567	12
VVT	Autobusai	1G	1	Stotis–Kalvarijų g.–Santariškės	1G	06	2-1379	521	10	10	2	683061	614572	2
VVT	Autobusai	1G	1	Stotis–Kalvarijų g.–Santariškės	1G	07-ž	2-402	774	21	21	11	682771	614569	12
VVT	Autobusai	1G	1	Stotis–Kalvarijų g.–Santariškės	1G	08	2-2285	519	10	10	3	682969	614575	6
VVT	Autobusai	1G	1	Stotis–Kalvarijų g.–Santariškės	1G	09-ž	2-2918	770	23	14	7	682871	614573	7
VVT	Autobusai	1G	1	Stotis–Kalvarijų g.–Santariškės	1G	09-ž	2-661	889	23	6	3	683139	614573	3
VVT	Autobusai	1G	1	Stotis–Kalvarijų g.–Santariškės	1G	10	2-17465	3011	8	8	1	683073	614568	1
VVT	Autobusai	1G	1	Stotis–Kalvarijų g.–Santariškės	1G	11	2-2974	778	22	22	8	682688	614566	9
VVT	Autobusai	1G	1	Stotis–Kalvarijų g.–Santariškės	1G	12	2-9992	801	10	10	2	683037	614563	2
VVT	Autobusai	1G	1	Stotis–Kalvarijų g.–Santariškės	1G	13-ž	2-395	741	23	23	8	682735	614571	12
VVT	Autobusai	1G	1	Stotis–Kalvarijų g.–Santariškės	1G	14	2-488	885	10	10	5	683054	614576	5
VVT	Autobusai	1G	1	Stotis–Kalvarijų g.–Santariškės	1G	15	2-1803	743	20	20	6	682780	614577	7
VVT	Autobusai	1G	1	Stotis–Kalvarijų g.–Santariškės	1G	16	2-819	147	10	10	1	683085	614578	2
VVT	Autobusai	1G	1	Stotis–Kalvarijų g.–Santariškės	1G	17	2-464	740	23	23	10	682873	614579	11
VVT	Autobusai	1G	1	Stotis–Kalvarijų g.–Santariškės	1G	18	2-1853	744	22	22	11	682931	614580	14
VVT	Autobusai	1G	1	Stotis–Kalvarijų g.–Santariškės	1G	18	2-2285	519	22	0	0	682579	614580	0
VVT	Autobusai	2G	2	Santariškės–Laisvės pr.–Stotis	2G	01-ž	2-465	772	18	18	13	682592	663154	13
VVT	Autobusai	2G	2	Santariškės–Laisvės pr.–Stotis	2G	02	2-2479	275	8	8	1	682998	663149	6
VVT	Autobusai	2G	2	Santariškės–Laisvės pr.–Stotis	2G	03	2-2198	516	17	17	15	682752	663151	16
VVT	Autobusai	2G	2	Santariškės–Laisvės pr.–Stotis	2G	04	2-509	125	8	8	5	683031	663148	6
VVT	Autobusai	2G	2	Santariškės–Laisvės pr.–Stotis	2G	05-ž	2-1347	509	18	18	11	682709	663153	16
VVT	Autobusai	2G	2	Santariškės–Laisvės pr.–Stotis	2G	06	2-2163	479	8	8	3	682923	663152	6
VVT	Autobusai	2G	2	Santariškės–Laisvės pr.–Stotis	2G	07	2-761	877	18	18	12	682807	663155	16
VVT	Autobusai	2G	2	Santariškės–Laisvės pr.–Stotis	2G	08	2-1503	52	8	8	1	683077	663150	3
VVT	Autobusai	2G	2	Santariškės–Laisvės pr.–Stotis	2G	09-ž	2-11475	991	18	18	7	682863	663156	10
VVT	Autobusai	2G	2	Santariškės–Laisvės pr.–Stotis	2G	10	2-458	888	8	8	3	683092	663158	3
VVT	Autobusai	2G	2	Santariškės–Laisvės pr.–Stotis	2G	11	2-383	939	17	17	9	682880	663157	12
VVT	Autobusai	2G	2	Santariškės–Laisvės pr.–Stotis	2G	12	2-10611	279	8	8	1	683070	663161	4
VVT	Autobusai	2G	2	Santariškės–Laisvės pr.–Stotis	2G	13-ž	2-17468	3012	17	10	5	683156	663159	6
VVT	Autobusai	2G	2	Santariškės–Laisvės pr.–Stotis	2G	13-ž	2-477	993	17	7	3	682817	663159	4
VVT	Autobusai	2G	2	Santariškės–Laisvės pr.–Stotis	2G	14	2-2310	471	18	18	15	682608	663160	17
VVT	Autobusai	2G	2	Santariškės–Laisvės pr.–Stotis	2G	15	2-10369	873	17	17	8	682898	663162	14
VVT	Autobusai	2G	2	Santariškės–Laisvės pr.–Stotis	2G	16	2-2614	423	8	4	2	683114	663163	3
VVT	Autobusai	2G	2	Santariškės–Laisvės pr.–Stotis	2G	17	2-3028	777	17	17	3	682957	663164	9
VVT	Autobusai	2G	2	Santariškės–Laisvės pr.–Stotis	2G	18	2-3049	141	8	4	0	683123	663165	3
VVT	Autobusai	2G	2	Santariškės–Laisvės pr.–Stotis	2G	18	2-1773	997	8	4	1	683168	663165	1
VVT	Autobusai	3G	3	Fabijoniškės–Centras–Oro uostas	3G	01-Ž	2-2984	747	20	20	9	682655	614639	12
VVT	Autobusai	3G	3	Fabijoniškės–Centras–Oro uostas	3G	02	2-1192	473	8	8	5	682965	614642	5
VVT	Autobusai	3G	3	Fabijoniškės–Centras–Oro uostas	3G	03-ž	07030	???	19	19	9	682836	614640	12
VVT	Autobusai	3G	3	Fabijoniškės–Centras–Oro uostas	3G	03-ž	2-239	703	19	19	9	682837	614640	12
VVT	Autobusai	3G	3	Fabijoniškės–Centras–Oro uostas	3G	04	2-968	878	8	8	2	682990	614641	3
VVT	Autobusai	3G	3	Fabijoniškės–Centras–Oro uostas	3G	05	2-592	4016	20	10	8	682652	614643	9
VVT	Autobusai	3G	3	Fabijoniškės–Centras–Oro uostas	3G	05	2-10001	4017	20	10	7	683158	614643	7
VVT	Autobusai	3G	3	Fabijoniškės–Centras–Oro uostas	3G	06	2-3179	475	8	8	3	683009	614644	4
VVT	Autobusai	3G	3	Fabijoniškės–Centras–Oro uostas	3G	07-ž	2-964	773	20	20	12	682769	614645	15
VVT	Autobusai	3G	3	Fabijoniškės–Centras–Oro uostas	3G	08	2-1614	528	8	8	2	683053	614648	5
VVT	Autobusai	3G	3	Fabijoniškės–Centras–Oro uostas	3G	09-ž	2-742	880	19	19	9	682696	614647	12
VVT	Autobusai	3G	3	Fabijoniškės–Centras–Oro uostas	3G	10	2-1381	517	8	8	6	683078	614649	7
VVT	Autobusai	3G	3	Fabijoniškės–Centras–Oro uostas	3G	11	2-2026	722	20	18	9	683129	614646	12
VVT	Autobusai	3G	3	Fabijoniškės–Centras–Oro uostas	3G	11	2-3061	167	20	2	1	682815	614646	2
VVT	Autobusai	3G	3	Fabijoniškės–Centras–Oro uostas	3G	12	2-631	922	8	8	4	683098	614651	4
VVT	Autobusai	3G	3	Fabijoniškės–Centras–Oro uostas	3G	13-ž	2-2853	510	19	19	10	682606	614650	15
VVT	Autobusai	3G	3	Fabijoniškės–Centras–Oro uostas	3G	14	2-3157	708	20	18	9	683075	614652	12
VVT	Autobusai	3G	3	Fabijoniškės–Centras–Oro uostas	3G	14	2-2957	702	20	0	0	682850	614652	0
VVT	Autobusai	3G	3	Fabijoniškės–Centras–Oro uostas	3G	15	2-2934	709	19	19	11	682645	614653	13
VVT	Autobusai	3G	3	Fabijoniškės–Centras–Oro uostas	3G	16	2-2294	515	8	8	3	683107	614654	5
VVT	Autobusai	3G	3	Fabijoniškės–Centras–Oro uostas	3G	17	2-10682	4008	18	18	10	682894	614655	14
VVT	Autobusai	3G	3	Fabijoniškės–Centras–Oro uostas	3G	18	2-2821	514	8	8	3	683127	614656	4
VVT	Autobusai	3G	3	Fabijoniškės–Centras–Oro uostas	3G	19	2-10454	948	20	17	9	683132	614657	13
VVT	Autobusai	3G	3	Fabijoniškės–Centras–Oro uostas	3G	19	2-10345	266	20	2	1	682967	614657	1
VVT	Autobusai	3G	3	Fabijoniškės–Centras–Oro uostas	3G	20	2-10345	266	19	15	3	683138	614658	8
VVT	Autobusai	3G	3	Fabijoniškės–Centras–Oro uostas	3G	20	2-2075	482	19	3	1	682759	614658	1
VVT	Autobusai	4G	4	Pilaitė–Konstitucijos pr.–Saulėtekis	4G	01Ž	2-1254	339	18	18	15	682919	663087	17
VVT	Autobusai	4G	4	Pilaitė–Konstitucijos pr.–Saulėtekis	4G	02	2-3005	548	8	8	3	683125	663088	3
VVT	Autobusai	4G	4	Pilaitė–Konstitucijos pr.–Saulėtekis	4G	03Ž	NULL	???	18	0	0	0	663102	0
VVT	Autobusai	4G	4	Pilaitė–Konstitucijos pr.–Saulėtekis	4G	04	2-160	428	8	8	2	683130	663101	5
VVT	Autobusai	4G	4	Pilaitė–Konstitucijos pr.–Saulėtekis	4G	05Ž	2-2749	338	19	19	7	682629	663091	12
VVT	Autobusai	4G	4	Pilaitė–Konstitucijos pr.–Saulėtekis	4G	06	2-1230	546	8	8	4	682993	663089	4
VVT	Autobusai	4G	4	Pilaitė–Konstitucijos pr.–Saulėtekis	4G	07	2-17407	447	20	20	15	682682	663092	17
