Operator	Transportas	Marsrutas	MarsrutasOrd	KryptiesPavadinimas	TvarkarascioMarsrutas	Pavadinimas	VehicleID	VehicleGarNum	PlanTrips	FaktTrips	RegularTrips	FaktRunID	PlanRunID	RegularTripsEnds
--------	-----------	---------	------------	-------------------	---------------------	-----------	---------	-------------	---------	---------	------------	---------	---------	----------------
VVT	Autobusai	1G	1	Stotis–Kalvarijų g.–Santariškės	1G	01-ž	2-2743	977	21	21	19	582089	539436	20
VVT	Autobusai	1G	1	Stotis–Kalvarijų g.–Santariškės	1G	02	2-10634	814	10	10	7	582299	539435	9
VVT	Autobusai	1G	1	Stotis–Kalvarijų g.–Santariškės	1G	03-ž	2-923	975	24	24	18	582138	539440	23
VVT	Autobusai	1G	1	Stotis–Kalvarijų g.–Santariškės	1G	04	2-1681	507	10	10	10	582289	539438	10
VVT	Autobusai	1G	1	Stotis–Kalvarijų g.–Santariškės	1G	05-ž	2-10486	932	23	23	21	582185	539439	23
VVT	Autobusai	1G	1	Stotis–Kalvarijų g.–Santariškės	1G	06	2-494	726	23	23	21	582166	539442	21
VVT	Autobusai	1G	1	Stotis–Kalvarijų g.–Santariškės	1G	07	2-797	716	24	24	23	582128	539437	23
VVT	Autobusai	1G	1	Stotis–Kalvarijų g.–Santariškės	1G	08	2-31	951	23	23	19	582218	539441	21
VVT	Autobusai	1G	1	Stotis–Kalvarijų g.–Santariškės	1G	09	2-193	760	22	22	20	582237	539443	22
VVT	Autobusai	1G	1	Stotis–Kalvarijų g.–Santariškės	1G	10	2-1918	784	22	22	18	582250	539444	19
VVT	Autobusai	2G	2	Santariškės–Laisvės pr.–Stotis	2G	01-ž	2-1899	765	20	20	14	582127	425787	16
VVT	Autobusai	2G	2	Santariškės–Laisvės pr.–Stotis	2G	02	2-10488	850	10	10	9	582330	425785	9
VVT	Autobusai	2G	2	Santariškės–Laisvės pr.–Stotis	2G	03	2-1970	780	20	20	14	582144	425786	17
VVT	Autobusai	2G	2	Santariškės–Laisvės pr.–Stotis	2G	04	2-10403	815	10	10	7	582351	425788	9
VVT	Autobusai	2G	2	Santariškės–Laisvės pr.–Stotis	2G	05-ž	2-2034	798	20	20	18	582190	425789	19
VVT	Autobusai	2G	2	Santariškės–Laisvės pr.–Stotis	2G	06	2-2858	652	10	6	3	582365	425790	4
VVT	Autobusai	2G	2	Santariškės–Laisvės pr.–Stotis	2G	06	2-561	707	10	4	3	582396	425790	3
VVT	Autobusai	2G	2	Santariškės–Laisvės pr.–Stotis	2G	07-ž	2-247	728	19	19	13	582193	425791	17
VVT	Autobusai	2G	2	Santariškės–Laisvės pr.–Stotis	2G	08	2-467	979	18	18	9	582074	425792	15
VVT	Autobusai	2G	2	Santariškės–Laisvės pr.–Stotis	2G	09	2-3070	651	19	19	8	582254	425793	12
VVT	Autobusai	2G	2	Santariškės–Laisvės pr.–Stotis	2G	10	2-547	936	18	18	13	582282	425794	18
VVT	Autobusai	3G	3	Fabijoniškės–Centras–Oro uostas	3G	01-ž	2-579	4011	22	22	13	582171	425826	20
VVT	Autobusai	3G	3	Fabijoniškės–Centras–Oro uostas	3G	02	2-2163	479	10	10	6	582320	425829	7
VVT	Autobusai	3G	3	Fabijoniškės–Centras–Oro uostas	3G	03	2-2967	749	22	22	12	582182	425827	19
VVT	Autobusai	3G	3	Fabijoniškės–Centras–Oro uostas	3G	04	2-10600	4010	10	10	9	582372	425828	10
VVT	Autobusai	3G	3	Fabijoniškės–Centras–Oro uostas	3G	05-ž	2-2320	512	20	20	15	582212	425830	20
VVT	Autobusai	3G	3	Fabijoniškės–Centras–Oro uostas	3G	06	2-3135	701	10	10	8	582377	425833	9
VVT	Autobusai	3G	3	Fabijoniškės–Centras–Oro uostas	3G	07	2-239	703	21	21	16	582155	425832	21
VVT	Autobusai	3G	3	Fabijoniškės–Centras–Oro uostas	3G	08	2-3157	708	22	22	19	582232	425831	20
VVT	Autobusai	3G	3	Fabijoniškės–Centras–Oro uostas	3G	09	2-2224	60	22	22	12	582247	425834	20
VVT	Autobusai	3G	3	Fabijoniškės–Centras–Oro uostas	3G	10	2-10682	4008	20	20	15	582270	425835	20
VVT	Autobusai	4G	4	Pilaitė–Konstitucijos pr.–Saulėtekis	4G	01	2-3171	565	22	14	5	582239	427822	8
VVT	Autobusai	4G	4	Pilaitė–Konstitucijos pr.–Saulėtekis	4G	01	2-17407	447	22	7	5	582398	427822	5
VVT	Autobusai	4G	4	Pilaitė–Konstitucijos pr.–Saulėtekis	4G	01	2-17440	446	22	0	0	582060	427822	0
VVT	Autobusai	4G	4	Pilaitė–Konstitucijos pr.–Saulėtekis	4G	02Ž	2-824	445	22	22	11	582108	427820	15
VVT	Autobusai	4G	4	Pilaitė–Konstitucijos pr.–Saulėtekis	4G	03	2-1447	336	22	22	10	582169	427821	13
VVT	Autobusai	4G	4	Pilaitė–Konstitucijos pr.–Saulėtekis	4G	04	2-10348	337	21	17	13	582367	427823	17
VVT	Autobusai	4G	4	Pilaitė–Konstitucijos pr.–Saulėtekis	4G	04	2-1254	339	21	4	3	582245	427823	3
VVT	Autobusai	4G	4	Pilaitė–Konstitucijos pr.–Saulėtekis	4G	05Ž	2-2940	340	22	22	13	582217	427824	19
VVT	Autobusai	4G	4	Pilaitė–Konstitucijos pr.–Saulėtekis	4G	06	2-149	480	11	11	3	582337	427826	6
VVT	Autobusai	4G	4	Pilaitė–Konstitucijos pr.–Saulėtekis	4G	07	2-10375	448	20	20	19	582274	427827	19
VVT	Autobusai	4G	4	Pilaitė–Konstitucijos pr.–Saulėtekis	4G	08	2-3184	518	11	11	10	582378	427825	11
VVT	Autobusai	5G	5	Pašilaičiai–Ozo g.–Saulėtekis	5G	01-ž	2-2853	510	25	25	18	582132	425861	21
VVT	Autobusai	5G	5	Pašilaičiai–Ozo g.–Saulėtekis	5G	02	2-2381	524	12	12	5	582342	425864	6
VVT	Autobusai	5G	5	Pašilaičiai–Ozo g.–Saulėtekis	5G	03	2-2956	700	25	25	21	582092	425865	22
VVT	Autobusai	5G	5	Pašilaičiai–Ozo g.–Saulėtekis	5G	04-ž	2-2994	776	25	25	23	582135	425863	24
VVT	Autobusai	5G	5	Pašilaičiai–Ozo g.–Saulėtekis	5G	05	2-2934	709	24	24	19	582184	425866	20
VVT	Autobusai	5G	5	Pašilaičiai–Ozo g.–Saulėtekis	5G	06	2-230	4009	12	12	2	582358	425862	6
VVT	Autobusai	5G	5	Pašilaičiai–Ozo g.–Saulėtekis	5G	07	2-1192	473	25	25	18	582109	425867	20
VVT	Autobusai	5G	5	Pašilaičiai–Ozo g.–Saulėtekis	5G	08	2-280	745	12	8	4	582389	425868	4
VVT	Autobusai	5G	5	Pašilaičiai–Ozo g.–Saulėtekis	5G	08	2-964	773	12	4	3	582379	425868	4
VVT	Autobusai	5G	5	Pašilaičiai–Ozo g.–Saulėtekis	5G	09	2-73	481	24	24	17	582265	425869	19
VVT	Autobusai	6G	6	Parko–Olandų g.–Žaliasis tiltas	6G	01-ž	2-3098	958	30	30	30	582066	425887	30
VVT	Autobusai	6G	6	Parko–Olandų g.–Žaliasis tiltas	6G	02	2-1747	846	14	14	13	582326	425889	14
VVT	Autobusai	6G	6	Parko–Olandų g.–Žaliasis tiltas	6G	03	2-1011	78	28	28	26	582105	425888	28
VVT	Autobusai	6G	6	Parko–Olandų g.–Žaliasis tiltas	6G	04	2-383	939	28	28	28	582192	425892	28
VVT	Autobusai	6G	6	Parko–Olandų g.–Žaliasis tiltas	6G	05-Ž	2-353	725	28	28	25	582069	425890	26
VVT	Autobusai	6G	6	Parko–Olandų g.–Žaliasis tiltas	6G	06	2-710	858	14	14	9	582349	425891	13
VVT	Autobusai	1	1	Stotis–Vikingų g.–Oro uostas	1	01-Ž	2-3191	712	46	46	32	582103	567626	37
VVT	Autobusai	1	1	Stotis–Vikingų g.–Oro uostas	1	01-Ž	2-2963	720	46	0	0	582417	567626	0
VVT	Autobusai	2	2	Stotis–Liepkalnio–Vikingų g.–Oro uostas	2	01-ž	2-1825	768	44	22	21	582390	567592	21
VVT	Autobusai	2	2	Stotis–Liepkalnio–Vikingų g.–Oro uostas	2	01-ž	2-252	769	44	22	19	582177	567592	19
VVT	Autobusai	3	3	Stotis–Eišiškių pl.–Dilgynė–Salininkai–Vaidotai	3	01	2-726	782	18	18	5	582071	150801	15
VVT	Autobusai	4	4	Stotis–Rodūnios kelias–Kirtimai	4	01	2-246	752	28	13	7	582387	82897	9
VVT	Autobusai	4	4	Stotis–Rodūnios kelias–Kirtimai	4	01	2-296	729	28	10	8	582223	82897	9
VVT	Autobusai	4	4	Stotis–Rodūnios kelias–Kirtimai	4	01	2-2858	652	28	4	1	582399	82897	1
VVT	Autobusai	4	4	Stotis–Rodūnios kelias–Kirtimai	4	01	VVB473	397R	28	0	0	582386	82897	0
VVT	Autobusai	4	4	Stotis–Rodūnios kelias–Kirtimai	4	01	2-577	51	28	0	0	582375	82897	0
VVT	Autobusai	4	4	Stotis–Rodūnios kelias–Kirtimai	4	01	2-2413	511	28	0	0	582311	82897	0
VVT	Autobusai	4	4	Stotis–Rodūnios kelias–Kirtimai	4	01	2-2587	785	28	0	0	582408	82897	0
VVT	Autobusai	4	4	Stotis–Rodūnios kelias–Kirtimai	4	01	2-1991	790	28	0	0	582409	82897	0
VVT	Autobusai	4	4	Stotis–Rodūnios kelias–Kirtimai	4	01	2-9992	801	28	0	0	582354	82897	0
VVT	Autobusai	4	4	Stotis–Rodūnios kelias–Kirtimai	4	01	EBK144	801R	28	0	0	582355	82897	0
VVT	Autobusai	4	4	Stotis–Rodūnios kelias–Kirtimai	4	01	2-10598	803	28	0	0	582405	82897	0
VVT	Autobusai	4	4	Stotis–Rodūnios kelias–Kirtimai	4	01	2-10403	815	28	0	0	582400	82897	0
VVT	Autobusai	4	4	Stotis–Rodūnios kelias–Kirtimai	4	01	2-10581	817	28	0	0	582406	82897	0
VVT	Autobusai	4	4	Stotis–Rodūnios kelias–Kirtimai	4	01	2-10679	825	28	0	0	582410	82897	0
VVT	Autobusai	4	4	Stotis–Rodūnios kelias–Kirtimai	4	01	2-823	830	28	0	0	582385	82897	0
VVT	Autobusai	4	4	Stotis–Rodūnios kelias–Kirtimai	4	01	2-10440	841	28	0	0	582402	82897	0
VVT	Autobusai	4	4	Stotis–Rodūnios kelias–Kirtimai	4	01	2-710	858	28	0	0	582403	82897	0
VVT	Autobusai	4	4	Stotis–Rodūnios kelias–Kirtimai	4	01	2-10005	862	28	0	0	582407	82897	0
VVT	Autobusai	4	4	Stotis–Rodūnios kelias–Kirtimai	4	01	2-724	943	28	0	0	582414	82897	0
VVT	Autobusai	4	4	Stotis–Rodūnios kelias–Kirtimai	4	01	2-2432	992	28	0	0	582343	82897	0
VVT	Autobusai	5	5	Pašilaičiai–Tuskulėnų g.–Šiaurės miestelis	5	01-Ž	2-1874	791	29	29	25	582100	425902	29
VVT	Autobusai	5	5	Pašilaičiai–Tuskulėnų g.–Šiaurės miestelis	5	01-Ž	BRN735	791R	29	0	0	582101	425902	0
VVT	Autobusai	5	5	Pašilaičiai–Tuskulėnų g.–Šiaurės miestelis	5	02	2-1991	790	14	14	12	582350	425903	13
VVT	Autobusai	7	7	Šiaurės miestelis–Verkių g.–Viršuliškės–Lazdynai	7	01-Ž	2-3065	771	23	23	13	582200	323819	21
VVT	Autobusai	7	7	Šiaurės miestelis–Verkių g.–Viršuliškės–Lazdynai	7	02	2-449	483	22	12	9	582391	323820	11
VVT	Autobusai	7	7	Šiaurės miestelis–Verkių g.–Viršuliškės–Lazdynai	7	02	2-2368	522	22	10	7	582252	323820	8
VVT	Autobusai	7	7	Šiaurės miestelis–Verkių g.–Viršuliškės–Lazdynai	7	03	2-2021	995	12	12	0	582323	323821	9
VVT	Autobusai	7	7	Šiaurės miestelis–Verkių g.–Viršuliškės–Lazdynai	7	04	2-1381	517	12	12	5	582361	323822	9
VVT	Autobusai	8	8	Žemieji Paneriai–Aukštieji Paneriai–Vaidotai	8	01	2-518	711	26	26	25	582086	260302	26
VVT	Autobusai	10	10	Fabijoniškės–Baltupiai–Markučiai	10	01-Ž	2-1840	754	21	21	7	582195	425927	16
VVT	Autobusai	10	10	Fabijoniškės–Baltupiai–Markučiai	10	02	2-2870	866	22	13	3	582388	425924	5
VVT	Autobusai	10	10	Fabijoniškės–Baltupiai–Markučiai	10	02	2-1801	756	22	8	4	582123	425924	6
