Operator	Transportas	Marsrutas	MarsrutasOrd	KryptiesPavadinimas	TvarkarascioMarsrutas	Pavadinimas	VehicleID	VehicleGarNum	PlanTrips	FaktTrips	RegularTrips	FaktRunID	PlanRunID	RegularTripsEnds
--------	-----------	---------	------------	-------------------	---------------------	-----------	---------	-------------	---------	---------	------------	---------	---------	----------------
VVT	Autobusai	1G	1	Stotis–Kalvarijų g.–Santariškės	1G	01-ž	2-531	933	23	23	18	611540	579293	21
VVT	Autobusai	1G	1	Stotis–Kalvarijų g.–Santariškės	1G	02	2-818	718	10	10	8	611737	579292	9
VVT	Autobusai	1G	1	Stotis–Kalvarijų g.–Santariškės	1G	03-ž	2-10486	932	24	24	17	611589	579297	21
VVT	Autobusai	1G	1	Stotis–Kalvarijų g.–Santariškės	1G	04	2-354	795	10	10	8	611756	579295	9
VVT	Autobusai	1G	1	Stotis–Kalvarijų g.–Santariškės	1G	05-ž	2-500	799	23	23	16	611529	579296	19
VVT	Autobusai	1G	1	Stotis–Kalvarijų g.–Santariškės	1G	06	2-690	758	23	23	18	611652	579299	22
VVT	Autobusai	1G	1	Stotis–Kalvarijų g.–Santariškės	1G	07	2-848	796	24	24	23	611548	579294	24
VVT	Autobusai	1G	1	Stotis–Kalvarijų g.–Santariškės	1G	08	2-797	716	23	23	21	611591	579298	22
VVT	Autobusai	1G	1	Stotis–Kalvarijų g.–Santariškės	1G	09	2-10488	850	10	10	10	611768	579300	10
VVT	Autobusai	2G	2	Santariškės–Laisvės pr.–Stotis	2G	01-ž	2-320	793	20	20	13	611515	579327	18
VVT	Autobusai	2G	2	Santariškės–Laisvės pr.–Stotis	2G	02	2-2818	833	10	8	3	611779	579325	7
VVT	Autobusai	2G	2	Santariškės–Laisvės pr.–Stotis	2G	02	2-1716	971	10	2	1	611836	579325	1
VVT	Autobusai	2G	2	Santariškės–Laisvės pr.–Stotis	2G	03	2-2898	715	20	20	12	611590	579326	18
VVT	Autobusai	2G	2	Santariškės–Laisvės pr.–Stotis	2G	04	2-10580	805	10	10	7	611802	579328	10
VVT	Autobusai	2G	2	Santariškės–Laisvės pr.–Stotis	2G	05-ž	2-1610	786	20	20	19	611593	579329	20
VVT	Autobusai	2G	2	Santariškės–Laisvės pr.–Stotis	2G	06	2-10403	815	10	10	3	611774	579330	6
VVT	Autobusai	2G	2	Santariškės–Laisvės pr.–Stotis	2G	07-ž	2-31	951	20	20	15	611633	579331	17
VVT	Autobusai	2G	2	Santariškės–Laisvės pr.–Stotis	2G	08	2-2034	798	18	18	12	611513	579332	13
VVT	Autobusai	2G	2	Santariškės–Laisvės pr.–Stotis	2G	09	2-2963	720	18	8	7	611833	579333	8
VVT	Autobusai	2G	2	Santariškės–Laisvės pr.–Stotis	2G	09	2-361	787	18	6	4	611814	579333	6
VVT	Autobusai	2G	2	Santariškės–Laisvės pr.–Stotis	2G	09	2-2858	652	18	2	2	611720	579333	2
VVT	Autobusai	2G	2	Santariškės–Laisvės pr.–Stotis	2G	09	2-736	761	18	1	0	611798	579333	1
VVT	Autobusai	3G	3	Fabijoniškės–Centras–Oro uostas	3G	01-ž	2-10682	4008	22	21	16	611675	579360	20
VVT	Autobusai	3G	3	Fabijoniškės–Centras–Oro uostas	3G	01-ž	2-333	998	22	0	0	611596	579360	0
VVT	Autobusai	3G	3	Fabijoniškės–Centras–Oro uostas	3G	02	2-2479	275	10	8	6	611817	579363	8
VVT	Autobusai	3G	3	Fabijoniškės–Centras–Oro uostas	3G	02	2-3157	708	10	2	1	611782	579363	2
VVT	Autobusai	3G	3	Fabijoniškės–Centras–Oro uostas	3G	03	2-3149	742	22	22	17	611599	579361	21
