Operator	Transportas	Marsrutas	MarsrutasOrd	KryptiesPavadinimas	TvarkarascioMarsrutas	Pavadinimas	VehicleID	VehicleGarNum	PlanTrips	FaktTrips	RegularTrips	FaktRunID	PlanRunID	RegularTripsEnds
--------	-----------	---------	------------	-------------------	---------------------	-----------	---------	-------------	---------	---------	------------	---------	---------	----------------
VVT	Autobusai	1G	1	Stotis–Kalvarijų g.–Santariškės	1G	01-ž	2-2963	720	22	22	9	619401	617799	18
VVT	Autobusai	1G	1	Stotis–Kalvarijų g.–Santariškės	1G	02	2-3058	500	12	12	11	619570	617798	12
VVT	Autobusai	1G	1	Stotis–Kalvarijų g.–Santariškės	1G	03-ž	2-923	975	23	23	12	619353	617803	15
VVT	Autobusai	1G	1	Stotis–Kalvarijų g.–Santariškės	1G	04	2-132	501	11	11	9	619576	617801	10
VVT	Autobusai	1G	1	Stotis–Kalvarijų g.–Santariškės	1G	05-ž	2-2288	953	23	23	17	619373	617802	20
VVT	Autobusai	1G	1	Stotis–Kalvarijų g.–Santariškės	1G	06	2-2743	977	22	22	17	619488	617805	19
VVT	Autobusai	1G	1	Stotis–Kalvarijų g.–Santariškės	1G	07	2-31	951	23	23	18	619375	617800	21
VVT	Autobusai	1G	1	Stotis–Kalvarijų g.–Santariškės	1G	08	2-690	758	23	23	9	619425	617804	16
VVT	Autobusai	1G	1	Stotis–Kalvarijų g.–Santariškės	1G	09	2-818	718	11	13	11	619598	617806	10
VVT	Autobusai	2G	2	Santariškės–Laisvės pr.–Stotis	2G	01-ž	2-1610	786	19	19	17	619355	579337	19
VVT	Autobusai	2G	2	Santariškės–Laisvės pr.–Stotis	2G	02	2-2977	781	10	10	4	619606	579335	9
VVT	Autobusai	2G	2	Santariškės–Laisvės pr.–Stotis	2G	03	2-736	761	19	19	11	619408	579336	18
VVT	Autobusai	2G	2	Santariškės–Laisvės pr.–Stotis	2G	04	2-383	939	10	10	7	619625	579338	9
VVT	Autobusai	2G	2	Santariškės–Laisvės pr.–Stotis	2G	05-ž	2-354	795	20	20	12	619352	579339	18
VVT	Autobusai	2G	2	Santariškės–Laisvės pr.–Stotis	2G	06	2-1801	756	10	10	7	619623	579340	10
VVT	Autobusai	2G	2	Santariškės–Laisvės pr.–Stotis	2G	07-ž	2-861	721	20	20	16	619376	579341	20
VVT	Autobusai	2G	2	Santariškės–Laisvės pr.–Stotis	2G	08	2-500	799	17	17	12	619436	579342	16
VVT	Autobusai	2G	2	Santariškės–Laisvės pr.–Stotis	2G	09	2-515	934	18	18	15	619553	579343	17
VVT	Autobusai	3G	3	Fabijoniškės–Centras–Oro uostas	3G	01-ž	2-239	703	20	20	7	619555	617807	11
VVT	Autobusai	3G	3	Fabijoniškės–Centras–Oro uostas	3G	02	2-230	4009	10	10	3	619611	617810	5
VVT	Autobusai	3G	3	Fabijoniškės–Centras–Oro uostas	3G	03	2-2984	747	21	21	15	619420	617808	19
VVT	Autobusai	3G	3	Fabijoniškės–Centras–Oro uostas	3G	04	2-2994	776	10	10	8	619630	617809	9
VVT	Autobusai	3G	3	Fabijoniškės–Centras–Oro uostas	3G	05-ž	2-673	883	20	20	11	619410	617811	18
VVT	Autobusai	3G	3	Fabijoniškės–Centras–Oro uostas	3G	06-D	NULL	???	20	0	0	0	617813	0
VVT	Autobusai	3G	3	Fabijoniškės–Centras–Oro uostas	3G	07	2-2934	709	22	22	19	619451	617812	20
VVT	Autobusai	3G	3	Fabijoniškės–Centras–Oro uostas	3G	07	2-10682	4008	22	20	0	619509	617812	0
VVT	Autobusai	3G	3	Fabijoniškės–Centras–Oro uostas	3G	08	2-1853	744	22	18	15	619617	617814	18
VVT	Autobusai	3G	3	Fabijoniškės–Centras–Oro uostas	3G	08	2-256	4012	22	4	2	619492	617814	3
VVT	Autobusai	3G	3	Fabijoniškės–Centras–Oro uostas	3G	09	2-11476	996	22	22	17	619518	617815	21
VVT	Autobusai	4G	4	Pilaitė–Konstitucijos pr.–Saulėtekis	4G	01	2-10375	448	21	21	21	619463	577890	21
VVT	Autobusai	4G	4	Pilaitė–Konstitucijos pr.–Saulėtekis	4G	02Ž	2-1447	336	20	20	8	619531	577889	13
VVT	Autobusai	4G	4	Pilaitė–Konstitucijos pr.–Saulėtekis	4G	03	2-1254	339	20	20	17	619400	577891	20
VVT	Autobusai	4G	4	Pilaitė–Konstitucijos pr.–Saulėtekis	4G	04Ž	2-2749	338	21	21	18	619397	577892	20
VVT	Autobusai	4G	4	Pilaitė–Konstitucijos pr.–Saulėtekis	4G	05	2-17440	446	19	19	14	619556	577895	18
VVT	Autobusai	4G	4	Pilaitė–Konstitucijos pr.–Saulėtekis	4G	06	2-1192	473	9	9	6	619599	577894	9
VVT	Autobusai	4G	4	Pilaitė–Konstitucijos pr.–Saulėtekis	4G	07	2-2294	515	9	9	9	619632	577893	9
VVT	Autobusai	5G	5	Pašilaičiai–Ozo g.–Saulėtekis	5G	01-ž	2-1773	997	25	25	15	619364	579399	20
VVT	Autobusai	5G	5	Pašilaičiai–Ozo g.–Saulėtekis	5G	02	2-3179	475	12	12	10	619574	579402	12
VVT	Autobusai	5G	5	Pašilaičiai–Ozo g.–Saulėtekis	5G	03	2-2224	60	25	14	12	619389	579403	14
