Operator	Transportas	Marsrutas	MarsrutasOrd	KryptiesPavadinimas	TvarkarascioMarsrutas	Pavadinimas	VehicleID	VehicleGarNum	PlanTrips	FaktTrips	RegularTrips	FaktRunID	PlanRunID	RegularTripsEnds
--------	-----------	---------	------------	-------------------	---------------------	-----------	---------	-------------	---------	---------	------------	---------	---------	----------------
VVT	Autobusai	1G	1	Stotis–Kalvarijų g.–Santariškės	1G	01-ž	2-3075	3008	22	22	17	559370	539419	18
VVT	Autobusai	1G	1	Stotis–Kalvarijų g.–Santariškės	1G	02	2-390	356	10	10	9	559660	539418	9
VVT	Autobusai	1G	1	Stotis–Kalvarijų g.–Santariškės	1G	03-ž	2-408	706	21	21	19	559564	539424	20
VVT	Autobusai	1G	1	Stotis–Kalvarijų g.–Santariškės	1G	04	2-819	147	10	10	8	559733	539428	9
VVT	Autobusai	1G	1	Stotis–Kalvarijų g.–Santariškės	1G	05	2-1347	509	23	23	18	559476	539421	20
VVT	Autobusai	1G	1	Stotis–Kalvarijų g.–Santariškės	1G	06	2-10376	874	10	10	7	559788	539426	8
VVT	Autobusai	1G	1	Stotis–Kalvarijų g.–Santariškės	1G	07-ž	2-1803	743	21	21	15	559473	539423	15
VVT	Autobusai	1G	1	Stotis–Kalvarijų g.–Santariškės	1G	08	2-3028	777	10	10	3	559680	539429	5
VVT	Autobusai	1G	1	Stotis–Kalvarijų g.–Santariškės	1G	08	BOU840	777R	10	0	0	559682	539429	0
VVT	Autobusai	1G	1	Stotis–Kalvarijų g.–Santariškės	1G	09-ž	2-2432	992	23	23	21	559601	539427	22
VVT	Autobusai	1G	1	Stotis–Kalvarijų g.–Santariškės	1G	10	2-2585	283	8	8	5	559791	539422	7
VVT	Autobusai	1G	1	Stotis–Kalvarijų g.–Santariškės	1G	11	2-605	746	22	22	16	559419	539420	18
VVT	Autobusai	1G	1	Stotis–Kalvarijų g.–Santariškės	1G	12	2-2298	478	10	10	6	559719	539417	7
VVT	Autobusai	1G	1	Stotis–Kalvarijų g.–Santariškės	1G	13-ž	2-464	740	23	23	12	559486	539425	15
VVT	Autobusai	1G	1	Stotis–Kalvarijų g.–Santariškės	1G	14	2-1379	521	10	10	5	559784	539430	6
VVT	Autobusai	1G	1	Stotis–Kalvarijų g.–Santariškės	1G	15	2-1853	744	20	20	12	559547	539431	13
VVT	Autobusai	1G	1	Stotis–Kalvarijų g.–Santariškės	1G	16	2-10490	871	10	10	9	559817	539432	10
VVT	Autobusai	1G	1	Stotis–Kalvarijų g.–Santariškės	1G	17	2-2373	532	23	17	13	559533	539433	13
VVT	Autobusai	1G	1	Stotis–Kalvarijų g.–Santariškės	1G	17	2-1863	177	23	5	5	559921	539433	5
VVT	Autobusai	1G	1	Stotis–Kalvarijų g.–Santariškės	1G	18	2-17394	3010	22	22	19	559333	539434	20
VVT	Autobusai	2G	2	Santariškės–Laisvės pr.–Stotis	2G	01-ž	2-2918	770	18	18	12	559484	425773	15
VVT	Autobusai	2G	2	Santariškės–Laisvės pr.–Stotis	2G	02	2-1503	52	8	8	3	559728	425768	3
VVT	Autobusai	2G	2	Santariškės–Laisvės pr.–Stotis	2G	03	2-352	775	17	17	10	559469	425770	14
VVT	Autobusai	2G	2	Santariškės–Laisvės pr.–Stotis	2G	04	2-2163	479	8	8	1	559747	425767	2
VVT	Autobusai	2G	2	Santariškės–Laisvės pr.–Stotis	2G	05-ž	2-465	772	17	17	13	559343	425772	15
VVT	Autobusai	2G	2	Santariškės–Laisvės pr.–Stotis	2G	06	2-742	880	8	8	3	559780	425771	3
VVT	Autobusai	2G	2	Santariškės–Laisvės pr.–Stotis	2G	07	2-2198	516	18	18	13	559527	425774	16
VVT	Autobusai	2G	2	Santariškės–Laisvės pr.–Stotis	2G	08	2-560	886	8	8	4	559822	425769	4
VVT	Autobusai	2G	2	Santariškės–Laisvės pr.–Stotis	2G	09-ž	2-10570	876	18	18	13	559337	425775	15
VVT	Autobusai	2G	2	Santariškės–Laisvės pr.–Stotis	2G	10	2-230	4009	8	8	4	559833	425778	5
VVT	Autobusai	2G	2	Santariškės–Laisvės pr.–Stotis	2G	11	2-2285	519	17	17	14	559472	425777	15
VVT	Autobusai	2G	2	Santariškės–Laisvės pr.–Stotis	2G	12	2-579	4011	8	8	4	559849	425776	6
VVT	Autobusai	2G	2	Santariškės–Laisvės pr.–Stotis	2G	13-ž	2-2172	59	18	18	13	559549	425779	15
VVT	Autobusai	2G	2	Santariškės–Laisvės pr.–Stotis	2G	14	2-540	206	8	8	3	559848	425782	6
VVT	Autobusai	2G	2	Santariškės–Laisvės pr.–Stotis	2G	15	2-2701	520	18	18	15	559361	425781	17
VVT	Autobusai	2G	2	Santariškės–Laisvės pr.–Stotis	2G	16	2-1687	390	8	4	2	559899	425783	3
VVT	Autobusai	2G	2	Santariškės–Laisvės pr.–Stotis	2G	16	2-1538	374	8	3	2	559856	425783	3
VVT	Autobusai	2G	2	Santariškės–Laisvės pr.–Stotis	2G	16	2-2413	511	8	1	1	559875	425783	1
VVT	Autobusai	2G	2	Santariškės–Laisvės pr.–Stotis	2G	17	2-1431	56	16	16	12	559466	425780	15
VVT	Autobusai	2G	2	Santariškės–Laisvės pr.–Stotis	2G	18	2-561	707	16	16	12	559687	425784	14
VVT	Autobusai	3G	3	Fabijoniškės–Centras–Oro uostas	3G	01-Ž	2-2449	178	22	22	12	559367	425805	17
VVT	Autobusai	3G	3	Fabijoniškės–Centras–Oro uostas	3G	02	2-854	142	8	8	5	559611	425808	7
VVT	Autobusai	3G	3	Fabijoniškės–Centras–Oro uostas	3G	03-ž	2-2853	510	22	22	14	559404	425806	20
VVT	Autobusai	3G	3	Fabijoniškės–Centras–Oro uostas	3G	04	2-3179	475	8	8	3	559763	425807	6
VVT	Autobusai	3G	3	Fabijoniškės–Centras–Oro uostas	3G	05	2-2320	512	22	22	15	559376	425809	19
VVT	Autobusai	3G	3	Fabijoniškės–Centras–Oro uostas	3G	06	2-586	400	8	8	3	559783	425810	6
VVT	Autobusai	3G	3	Fabijoniškės–Centras–Oro uostas	3G	07-ž	2-2956	700	20	12	4	559545	425811	7
VVT	Autobusai	3G	3	Fabijoniškės–Centras–Oro uostas	3G	07-ž	2-1773	997	20	8	1	559897	425811	3
VVT	Autobusai	3G	3	Fabijoniškės–Centras–Oro uostas	3G	08	2-2381	524	8	8	2	559802	425814	6
VVT	Autobusai	3G	3	Fabijoniškės–Centras–Oro uostas	3G	09-ž	2-2712	184	21	21	14	559513	425813	16
VVT	Autobusai	3G	3	Fabijoniškės–Centras–Oro uostas	3G	10	2-1192	473	8	8	7	559820	425815	8
VVT	Autobusai	3G	3	Fabijoniškės–Centras–Oro uostas	3G	11	2-2957	702	22	22	16	559569	425812	18
VVT	Autobusai	3G	3	Fabijoniškės–Centras–Oro uostas	3G	12	2-278	139	8	8	4	559840	425818	6
VVT	Autobusai	3G	3	Fabijoniškės–Centras–Oro uostas	3G	13-ž	2-10682	4008	21	21	16	559363	425816	19
VVT	Autobusai	3G	3	Fabijoniškės–Centras–Oro uostas	3G	14	2-1381	517	8	8	5	559850	425817	7
VVT	Autobusai	3G	3	Fabijoniškės–Centras–Oro uostas	3G	15	2-2919	779	20	20	17	559598	425819	20
VVT	Autobusai	3G	3	Fabijoniškės–Centras–Oro uostas	3G	16	2-2821	514	8	8	3	559859	425820	7
VVT	Autobusai	3G	3	Fabijoniškės–Centras–Oro uostas	3G	17	2-149	480	20	20	17	559671	425821	19
VVT	Autobusai	3G	3	Fabijoniškės–Centras–Oro uostas	3G	18	2-3149	742	21	21	11	559499	425822	15
VVT	Autobusai	4G	4	Pilaitė–Konstitucijos pr.–Saulėtekis	4G	01Ž	2-10345	266	20	13	9	559429	475848	12
VVT	Autobusai	4G	4	Pilaitė–Konstitucijos pr.–Saulėtekis	4G	01Ž	2-402	774	20	6	5	559908	475848	6
VVT	Autobusai	4G	4	Pilaitė–Konstitucijos pr.–Saulėtekis	4G	02	NULL	???	10	0	0	0	475850	0
VVT	Autobusai	4G	4	Pilaitė–Konstitucijos pr.–Saulėtekis	4G	03Ž	2-2934	709	20	20	18	559717	475846	20
VVT	Autobusai	4G	4	Pilaitė–Konstitucijos pr.–Saulėtekis	4G	04	2-2295	598	8	8	7	559797	475844	7
VVT	Autobusai	4G	4	Pilaitė–Konstitucijos pr.–Saulėtekis	4G	05Ž	2-2967	749	20	20	7	559352	475853	11
VVT	Autobusai	4G	4	Pilaitė–Konstitucijos pr.–Saulėtekis	4G	06	2-2324	542	8	8	5	559821	475854	7
VVT	Autobusai	4G	4	Pilaitė–Konstitucijos pr.–Saulėtekis	4G	07	2-2573	599	20	20	16	559394	475855	20
VVT	Autobusai	4G	4	Pilaitė–Konstitucijos pr.–Saulėtekis	4G	08	2-3074	543	8	8	7	559830	475851	8
VVT	Autobusai	4G	4	Pilaitė–Konstitucijos pr.–Saulėtekis	4G	09	2-824	603	20	20	14	559471	475843	20
VVT	Autobusai	4G	4	Pilaitė–Konstitucijos pr.–Saulėtekis	4G	10	2-576	596	8	8	4	559851	475841	6
VVT	Autobusai	4G	4	Pilaitė–Konstitucijos pr.–Saulėtekis	4G	11	2-3005	548	10	10	4	559710	475858	7
VVT	Autobusai	4G	4	Pilaitė–Konstitucijos pr.–Saulėtekis	4G	12Ž	2-239	703	20	20	13	559593	475845	15
VVT	Autobusai	4G	4	Pilaitė–Konstitucijos pr.–Saulėtekis	4G	13	2-257	545	8	8	4	559743	475852	5
VVT	Autobusai	4G	4	Pilaitė–Konstitucijos pr.–Saulėtekis	4G	14	2-2411	299	20	20	10	559426	475847	17
VVT	Autobusai	4G	4	Pilaitė–Konstitucijos pr.–Saulėtekis	4G	15	2-17440	295	8	8	5	559737	475849	5
VVT	Autobusai	4G	4	Pilaitė–Konstitucijos pr.–Saulėtekis	4G	16	2-10375	293	20	20	17	559525	475842	19
VVT	Autobusai	4G	4	Pilaitė–Konstitucijos pr.–Saulėtekis	4G	17	2-1745	426	8	8	4	559779	475856	7
VVT	Autobusai	4G	4	Pilaitė–Konstitucijos pr.–Saulėtekis	4G	18Ž	2-2749	338	20	20	10	559568	475857	15
VVT	Autobusai	5G	5	Pašilaičiai–Ozo g.–Saulėtekis	5G	01-ž	2-964	773	22	18	7	559460	476514	11
VVT	Autobusai	5G	5	Pašilaičiai–Ozo g.–Saulėtekis	5G	01-ž	2-1614	528	22	4	4	559920	476514	4
VVT	Autobusai	5G	5	Pašilaičiai–Ozo g.–Saulėtekis	5G	02	2-1614	528	9	9	3	559741	476516	4
VVT	Autobusai	5G	5	Pašilaičiai–Ozo g.–Saulėtekis	5G	03	2-3049	141	20	6	5	559755	476518	6
VVT	Autobusai	5G	5	Pašilaičiai–Ozo g.–Saulėtekis	5G	04	2-341	327	9	9	5	559762	476521	7
VVT	Autobusai	5G	5	Pašilaičiai–Ozo g.–Saulėtekis	5G	05-ž	2-256	4012	21	21	14	559420	476519	16
VVT	Autobusai	5G	5	Pašilaičiai–Ozo g.–Saulėtekis	5G	06	2-1768	525	9	9	5	559772	476522	6
VVT	Autobusai	5G	5	Pašilaičiai–Ozo g.–Saulėtekis	5G	07	2-11476	996	22	22	16	559481	476517	18
VVT	Autobusai	5G	5	Pašilaičiai–Ozo g.–Saulėtekis	5G	08	2-449	483	9	9	6	559803	476523	6
VVT	Autobusai	5G	5	Pašilaičiai–Ozo g.–Saulėtekis	5G	09-ž	2-3157	708	22	22	17	559542	476520	17
VVT	Autobusai	5G	5	Pašilaičiai–Ozo g.–Saulėtekis	5G	10	2-10684	872	9	9	5	559824	476524	6
VVT	Autobusai	5G	5	Pašilaičiai–Ozo g.–Saulėtekis	5G	11	2-17405	4014	22	22	16	559587	476515	18
VVT	Autobusai	5G	5	Pašilaičiai–Ozo g.–Saulėtekis	5G	12-ž	2-1395	999	22	22	13	559582	476525	17
VVT	Autobusai	5G	5	Pašilaičiai–Ozo g.–Saulėtekis	5G	13	2-3065	771	21	16	12	559867	476526	13
VVT	Autobusai	5G	5	Pašilaičiai–Ozo g.–Saulėtekis	5G	13	2-1863	177	21	4	2	559652	476526	2
VVT	Autobusai	5G	5	Pašilaičiai–Ozo g.–Saulėtekis	5G	14	2-631	922	7	7	2	559837	476527	4
VVT	Autobusai	5G	5	Pašilaičiai–Ozo g.–Saulėtekis	5G	15	2-10001	4017	21	12	6	559662	476528	9
VVT	Autobusai	5G	5	Pašilaičiai–Ozo g.–Saulėtekis	5G	15	2-10345	266	21	6	5	559918	476528	5
VVT	Autobusai	5G	5	Pašilaičiai–Ozo g.–Saulėtekis	5G	15	2-2983	530	21	2	0	559905	476528	0
VVT	Autobusai	6G	6	Parko–Olandų g.–Žaliasis tiltas	6G	01-ž	2-588	3009	28	28	22	559319	425879	23
VVT	Autobusai	6G	6	Parko–Olandų g.–Žaliasis tiltas	6G	02	2-2569	276	12	12	8	559382	425881	8
