Operator	Transportas	Marsrutas	MarsrutasOrd	KryptiesPavadinimas	TvarkarascioMarsrutas	Pavadinimas	VehicleID	VehicleGarNum	PlanTrips	FaktTrips	RegularTrips	FaktRunID	PlanRunID	RegularTripsEnds
--------	-----------	---------	------------	-------------------	---------------------	-----------	---------	-------------	---------	---------	------------	---------	---------	----------------
VVT	Autobusai	1G	1	Stotis–Kalvarijų g.–Santariškės	1G	01-ž	2-10002	986	21	21	18	661038	614582	20
VVT	Autobusai	1G	1	Stotis–Kalvarijų g.–Santariškės	1G	02	2-531	933	10	10	9	661247	614581	10
VVT	Autobusai	1G	1	Stotis–Kalvarijų g.–Santariškės	1G	03-ž	2-797	716	24	24	18	661004	614586	22
VVT	Autobusai	1G	1	Stotis–Kalvarijų g.–Santariškės	1G	04	2-661	889	10	10	8	661262	614584	9
VVT	Autobusai	1G	1	Stotis–Kalvarijų g.–Santariškės	1G	05-ž	2-923	975	23	23	21	661137	614585	22
VVT	Autobusai	1G	1	Stotis–Kalvarijų g.–Santariškės	1G	06	2-482	751	23	19	17	661261	614588	18
VVT	Autobusai	1G	1	Stotis–Kalvarijų g.–Santariškės	1G	06	2-296	729	23	4	4	661126	614588	4
VVT	Autobusai	1G	1	Stotis–Kalvarijų g.–Santariškės	1G	07	2-515	934	24	24	18	661091	614583	21
VVT	Autobusai	1G	1	Stotis–Kalvarijų g.–Santariškės	1G	08	2-1918	784	23	23	18	661162	614587	21
VVT	Autobusai	1G	1	Stotis–Kalvarijų g.–Santariškės	1G	09	2-2288	953	22	22	21	661179	614589	22
VVT	Autobusai	1G	1	Stotis–Kalvarijų g.–Santariškės	1G	10	2-2034	798	22	21	16	661194	614590	20
VVT	Autobusai	2G	2	Santariškės–Laisvės pr.–Stotis	2G	01-ž	2-365	727	20	10	8	661338	614621	10
VVT	Autobusai	2G	2	Santariškės–Laisvės pr.–Stotis	2G	01-ž	2-247	728	20	9	6	661076	614621	6
VVT	Autobusai	2G	2	Santariškės–Laisvės pr.–Stotis	2G	02	2-383	939	10	10	3	661283	614619	7
VVT	Autobusai	2G	2	Santariškės–Laisvės pr.–Stotis	2G	03	2-683	730	20	20	4	661084	614620	8
VVT	Autobusai	2G	2	Santariškės–Laisvės pr.–Stotis	2G	04	2-83	757	10	10	3	661308	614622	8
VVT	Autobusai	2G	2	Santariškės–Laisvės pr.–Stotis	2G	05-ž	2-246	752	20	20	11	661139	614623	18
VVT	Autobusai	2G	2	Santariškės–Laisvės pr.–Stotis	2G	06	2-10634	814	10	10	4	661327	614624	7
VVT	Autobusai	2G	2	Santariškės–Laisvės pr.–Stotis	2G	07-ž	2-380	763	19	19	10	661134	614625	18
VVT	Autobusai	2G	2	Santariškės–Laisvės pr.–Stotis	2G	08	2-1802	767	18	18	4	661040	614626	14
VVT	Autobusai	2G	2	Santariškės–Laisvės pr.–Stotis	2G	09	2-10632	813	18	13	6	661333	614627	8
VVT	Autobusai	2G	2	Santariškės–Laisvės pr.–Stotis	2G	09	2-10384	828	18	5	1	661224	614627	3
VVT	Autobusai	2G	2	Santariškės–Laisvės pr.–Stotis	2G	10	2-361	787	19	19	16	661202	614628	19
VVT	Autobusai	3G	3	Fabijoniškės–Centras–Oro uostas	3G	01-ž	2-2449	178	22	22	10	661087	614660	18
VVT	Autobusai	3G	3	Fabijoniškės–Centras–Oro uostas	3G	02	2-1914	748	10	10	5	661298	614663	6
VVT	Autobusai	3G	3	Fabijoniškės–Centras–Oro uostas	3G	03	2-2320	512	22	22	11	661127	614661	20
VVT	Autobusai	3G	3	Fabijoniškės–Centras–Oro uostas	3G	04	2-11476	996	10	10	8	661318	614662	10
