Operator	Transportas	Marsrutas	MarsrutasOrd	KryptiesPavadinimas	TvarkarascioMarsrutas	Pavadinimas	VehicleID	VehicleGarNum	PlanTrips	FaktTrips	RegularTrips	FaktRunID	PlanRunID	RegularTripsEnds
--------	-----------	---------	------------	-------------------	---------------------	-----------	---------	-------------	---------	---------	------------	---------	---------	----------------
VVT	Autobusai	1G	1	Stotis–Kalvarijų g.–Santariškės	1G	01-ž	2-3075	3008	22	22	18	665962	614565	18
VVT	Autobusai	1G	1	Stotis–Kalvarijų g.–Santariškės	1G	02	2-1860	990	10	10	6	666251	614564	8
VVT	Autobusai	1G	1	Stotis–Kalvarijų g.–Santariškės	1G	03-ž	2-2585	283	21	21	17	666159	614570	19
VVT	Autobusai	1G	1	Stotis–Kalvarijų g.–Santariškės	1G	04	2-2121	879	10	9	5	666450	614574	6
VVT	Autobusai	1G	1	Stotis–Kalvarijų g.–Santariškės	1G	04	2-1624	170	10	1	0	666356	614574	0
VVT	Autobusai	1G	1	Stotis–Kalvarijų g.–Santariškės	1G	05	2-588	3009	23	23	19	666015	614567	20
VVT	Autobusai	1G	1	Stotis–Kalvarijų g.–Santariškės	1G	06	2-10376	874	10	10	6	666383	614572	7
VVT	Autobusai	1G	1	Stotis–Kalvarijų g.–Santariškės	1G	07-ž	2-464	740	21	21	13	666080	614569	17
VVT	Autobusai	1G	1	Stotis–Kalvarijų g.–Santariškės	1G	08	2-329	284	10	10	6	666285	614575	7
VVT	Autobusai	1G	1	Stotis–Kalvarijų g.–Santariškės	1G	09-ž	2-3155	705	23	23	15	666199	614573	18
VVT	Autobusai	1G	1	Stotis–Kalvarijų g.–Santariškės	1G	10	2-1328	277	8	8	3	666394	614568	4
VVT	Autobusai	1G	1	Stotis–Kalvarijų g.–Santariškės	1G	11	2-1890	994	22	22	16	665988	614566	17
VVT	Autobusai	1G	1	Stotis–Kalvarijų g.–Santariškės	1G	12	2-3049	141	10	4	1	666488	614563	2
VVT	Autobusai	1G	1	Stotis–Kalvarijų g.–Santariškės	1G	12	2-320	793	10	4	3	666452	614563	4
VVT	Autobusai	1G	1	Stotis–Kalvarijų g.–Santariškės	1G	12	2-817	3007	10	2	0	666316	614563	0
VVT	Autobusai	1G	1	Stotis–Kalvarijų g.–Santariškės	1G	13-ž	2-1853	744	23	23	19	666038	614571	20
VVT	Autobusai	1G	1	Stotis–Kalvarijų g.–Santariškės	1G	14	2-2285	519	10	10	5	666377	614576	7
VVT	Autobusai	1G	1	Stotis–Kalvarijų g.–Santariškės	1G	15	2-465	772	20	20	17	665908	614577	16
VVT	Autobusai	1G	1	Stotis–Kalvarijų g.–Santariškės	1G	16	2-2298	478	10	10	2	666368	614578	3
VVT	Autobusai	1G	1	Stotis–Kalvarijų g.–Santariškės	1G	17	2-395	741	23	23	14	666201	614579	18
VVT	Autobusai	1G	1	Stotis–Kalvarijų g.–Santariškės	1G	17	2-817	3007	23	0	0	666307	614579	0
VVT	Autobusai	1G	1	Stotis–Kalvarijų g.–Santariškės	1G	18	2-1803	743	22	22	15	666249	614580	17
VVT	Autobusai	2G	2	Santariškės–Laisvės pr.–Stotis	2G	01-ž	2-2198	516	18	18	11	666009	663154	13
VVT	Autobusai	2G	2	Santariškės–Laisvės pr.–Stotis	2G	02	2-10611	279	8	8	2	666197	663149	4
VVT	Autobusai	2G	2	Santariškės–Laisvės pr.–Stotis	2G	03	2-408	706	17	17	10	665967	663151	11
VVT	Autobusai	2G	2	Santariškės–Laisvės pr.–Stotis	2G	04	2-679	227	8	8	4	666354	663148	5
VVT	Autobusai	2G	2	Santariškės–Laisvės pr.–Stotis	2G	05-ž	2-2918	770	18	18	12	665923	663153	15
VVT	Autobusai	2G	2	Santariškės–Laisvės pr.–Stotis	2G	06	2-10684	872	8	8	2	666334	663152	2
VVT	Autobusai	2G	2	Santariškės–Laisvės pr.–Stotis	2G	07	2-3041	526	18	18	7	666127	663155	11
VVT	Autobusai	2G	2	Santariškės–Laisvės pr.–Stotis	2G	08	2-2163	479	8	8	4	666305	663150	4
VVT	Autobusai	2G	2	Santariškės–Laisvės pr.–Stotis	2G	09-ž	2-11475	991	18	18	11	666186	663156	10
VVT	Autobusai	2G	2	Santariškės–Laisvės pr.–Stotis	2G	10	2-577	51	8	8	4	666407	663158	4
VVT	Autobusai	2G	2	Santariškės–Laisvės pr.–Stotis	2G	11	2-2373	532	17	17	10	666198	663157	13
VVT	Autobusai	2G	2	Santariškės–Laisvės pr.–Stotis	2G	12	2-230	4009	8	8	4	666424	663161	5
VVT	Autobusai	2G	2	Santariškės–Laisvės pr.–Stotis	2G	13-ž	2-412	704	17	17	10	666135	663159	13
VVT	Autobusai	2G	2	Santariškės–Laisvės pr.–Stotis	2G	14	2-11476	996	18	16	10	666422	663160	12
VVT	Autobusai	2G	2	Santariškės–Laisvės pr.–Stotis	2G	14	2-17394	3010	18	2	2	665902	663160	2
VVT	Autobusai	2G	2	Santariškės–Laisvės pr.–Stotis	2G	15	2-2701	520	17	17	12	666225	663162	12
VVT	Autobusai	2G	2	Santariškės–Laisvės pr.–Stotis	2G	16	2-540	206	8	8	3	666435	663163	5
VVT	Autobusai	2G	2	Santariškės–Laisvės pr.–Stotis	2G	17	2-1379	521	17	17	11	666284	663164	12
VVT	Autobusai	2G	2	Santariškės–Laisvės pr.–Stotis	2G	18	2-2821	514	8	8	4	666439	663165	4
VVT	Autobusai	3G	3	Fabijoniškės–Centras–Oro uostas	3G	01-Ž	2-3061	167	20	20	15	665905	614639	17
VVT	Autobusai	3G	3	Fabijoniškės–Centras–Oro uostas	3G	02	2-458	888	8	8	4	666292	614642	5
