Operator	Transportas	Marsrutas	MarsrutasOrd	KryptiesPavadinimas	TvarkarascioMarsrutas	Pavadinimas	VehicleID	VehicleGarNum	PlanTrips	FaktTrips	RegularTrips	FaktRunID	PlanRunID	RegularTripsEnds
--------	-----------	---------	------------	-------------------	---------------------	-----------	---------	-------------	---------	---------	------------	---------	---------	----------------
VVT	Autobusai	1G	1	Stotis–Kalvarijų g.–Santariškės	1G	01-ž	2-3075	3008	22	22	9	664600	614565	13
VVT	Autobusai	1G	1	Stotis–Kalvarijų g.–Santariškės	1G	02	2-819	147	10	9	2	664903	614564	4
VVT	Autobusai	1G	1	Stotis–Kalvarijų g.–Santariškės	1G	03-ž	2-605	746	21	21	14	664800	614570	14
VVT	Autobusai	1G	1	Stotis–Kalvarijų g.–Santariškės	1G	04	2-10376	874	10	8	4	665003	614574	4
VVT	Autobusai	1G	1	Stotis–Kalvarijų g.–Santariškės	1G	04	2-1361	970	10	2	1	665093	614574	1
VVT	Autobusai	1G	1	Stotis–Kalvarijų g.–Santariškės	1G	05	2-2918	770	23	23	16	664653	614567	17
VVT	Autobusai	1G	1	Stotis–Kalvarijų g.–Santariškės	1G	06	2-329	284	10	10	4	665024	614572	5
VVT	Autobusai	1G	1	Stotis–Kalvarijų g.–Santariškės	1G	07-ž	2-2320	512	21	12	5	665110	614569	6
VVT	Autobusai	1G	1	Stotis–Kalvarijų g.–Santariškės	1G	07-ž	2-465	772	21	9	9	664708	614569	9
VVT	Autobusai	1G	1	Stotis–Kalvarijų g.–Santariškės	1G	08	2-2664	429	10	9	7	664880	614575	7
VVT	Autobusai	1G	1	Stotis–Kalvarijų g.–Santariškės	1G	09-ž	2-402	774	23	23	15	664847	614573	15
VVT	Autobusai	1G	1	Stotis–Kalvarijų g.–Santariškės	1G	10	2-2310	471	8	8	3	665032	614568	3
VVT	Autobusai	1G	1	Stotis–Kalvarijų g.–Santariškės	1G	11	2-352	775	22	22	10	664544	614566	14
VVT	Autobusai	1G	1	Stotis–Kalvarijų g.–Santariškės	1G	12	2-1379	521	10	10	5	664975	614563	5
VVT	Autobusai	1G	1	Stotis–Kalvarijų g.–Santariškės	1G	13-ž	2-1803	743	23	23	15	664692	614571	15
VVT	Autobusai	1G	1	Stotis–Kalvarijų g.–Santariškės	1G	14	2-2298	478	10	10	4	665016	614576	5
VVT	Autobusai	1G	1	Stotis–Kalvarijų g.–Santariškės	1G	15	2-2974	778	20	20	12	664566	614577	13
VVT	Autobusai	1G	1	Stotis–Kalvarijų g.–Santariškės	1G	16	2-761	877	10	10	9	665056	614578	9
VVT	Autobusai	1G	1	Stotis–Kalvarijų g.–Santariškės	1G	17	2-817	3007	23	15	5	664844	614579	5
VVT	Autobusai	1G	1	Stotis–Kalvarijų g.–Santariškės	1G	17	2-246	752	23	6	6	665143	614579	6
VVT	Autobusai	1G	1	Stotis–Kalvarijų g.–Santariškės	1G	17	2-1624	170	23	0	0	665139	614579	0
VVT	Autobusai	1G	1	Stotis–Kalvarijų g.–Santariškės	1G	18	2-2413	511	22	22	13	664730	614580	15
VVT	Autobusai	2G	2	Santariškės–Laisvės pr.–Stotis	2G	01-ž	2-412	704	18	18	3	664738	614607	7
VVT	Autobusai	2G	2	Santariškės–Laisvės pr.–Stotis	2G	01-ž	AGB434	704R	18	0	0	664739	614607	0
VVT	Autobusai	2G	2	Santariškės–Laisvės pr.–Stotis	2G	02	2-2294	515	8	8	1	664962	614602	2
VVT	Autobusai	2G	2	Santariškės–Laisvės pr.–Stotis	2G	03	2-17394	3010	17	17	5	664539	614604	12
VVT	Autobusai	2G	2	Santariškės–Laisvės pr.–Stotis	2G	04	2-742	880	8	8	0	664894	614601	1
VVT	Autobusai	2G	2	Santariškės–Laisvės pr.–Stotis	2G	05-ž	2-11475	991	18	18	10	664632	614606	13
VVT	Autobusai	2G	2	Santariškės–Laisvės pr.–Stotis	2G	06	2-2479	275	8	6	0	664999	614605	1
VVT	Autobusai	2G	2	Santariškės–Laisvės pr.–Stotis	2G	07	2-1890	994	18	18	12	664785	614608	16
VVT	Autobusai	2G	2	Santariškės–Laisvės pr.–Stotis	2G	08	2-230	4009	8	8	1	665017	614603	3
VVT	Autobusai	2G	2	Santariškės–Laisvės pr.–Stotis	2G	09-ž	2-1860	990	18	18	8	664834	614609	11
