Operator	Transportas	Marsrutas	MarsrutasOrd	KryptiesPavadinimas	TvarkarascioMarsrutas	Pavadinimas	VehicleID	VehicleGarNum	PlanTrips	FaktTrips	RegularTrips	FaktRunID	PlanRunID	RegularTripsEnds
--------	-----------	---------	------------	-------------------	---------------------	-----------	---------	-------------	---------	---------	------------	---------	---------	----------------
VVT	Autobusai	1G	1	Stotis–Kalvarijų g.–Santariškės	1G	01-ž	2-3075	3008	22	22	9	651105	614565	11
VVT	Autobusai	1G	1	Stotis–Kalvarijų g.–Santariškės	1G	02	2-10376	874	10	10	4	651375	614564	4
VVT	Autobusai	1G	1	Stotis–Kalvarijų g.–Santariškės	1G	03-ž	2-588	3009	21	12	4	651324	614570	5
VVT	Autobusai	1G	1	Stotis–Kalvarijų g.–Santariškės	1G	03-ž	2-464	740	21	9	3	651620	614570	5
VVT	Autobusai	1G	1	Stotis–Kalvarijų g.–Santariškės	1G	04	2-488	885	10	10	5	651489	614574	5
VVT	Autobusai	1G	1	Stotis–Kalvarijų g.–Santariškės	1G	05	2-2021	995	23	14	6	651610	614567	11
VVT	Autobusai	1G	1	Stotis–Kalvarijų g.–Santariškės	1G	05	2-2413	511	23	8	5	651081	614567	6
VVT	Autobusai	1G	1	Stotis–Kalvarijų g.–Santariškės	1G	06	2-2121	879	10	10	1	651463	614572	1
VVT	Autobusai	1G	1	Stotis–Kalvarijų g.–Santariškės	1G	07-ž	2-1347	509	21	21	6	651238	614569	9
VVT	Autobusai	1G	1	Stotis–Kalvarijų g.–Santariškės	1G	08	2-2310	471	10	10	4	651413	614575	6
VVT	Autobusai	1G	1	Stotis–Kalvarijų g.–Santariškės	1G	09-ž	2-280	745	23	14	10	651614	614573	11
VVT	Autobusai	1G	1	Stotis–Kalvarijų g.–Santariškės	1G	09-ž	2-2585	283	23	8	5	651346	614573	5
VVT	Autobusai	1G	1	Stotis–Kalvarijų g.–Santariškės	1G	10	2-2285	519	8	9	3	651528	614568	4
VVT	Autobusai	1G	1	Stotis–Kalvarijų g.–Santariškės	1G	11	2-10336	3013	22	22	11	651132	614566	15
VVT	Autobusai	1G	1	Stotis–Kalvarijų g.–Santariškės	1G	12	2-1379	521	10	10	0	651469	614563	0
VVT	Autobusai	1G	1	Stotis–Kalvarijų g.–Santariškės	1G	13-ž	2-1803	743	23	23	17	651191	614571	19
VVT	Autobusai	1G	1	Stotis–Kalvarijų g.–Santariškės	1G	14	2-2298	478	10	10	1	651510	614576	1
VVT	Autobusai	1G	1	Stotis–Kalvarijų g.–Santariškės	1G	15	2-465	772	20	20	9	651197	614577	10
VVT	Autobusai	1G	1	Stotis–Kalvarijų g.–Santariškės	1G	16	2-474	831	10	4	0	651627	614578	0
VVT	Autobusai	1G	1	Stotis–Kalvarijų g.–Santariškės	1G	16	2-673	883	10	4	2	651589	614578	3
VVT	Autobusai	1G	1	Stotis–Kalvarijų g.–Santariškės	1G	16	2-761	877	10	1	0	651536	614578	0
VVT	Autobusai	1G	1	Stotis–Kalvarijų g.–Santariškės	1G	17	2-605	746	23	23	9	651327	614579	10
VVT	Autobusai	1G	1	Stotis–Kalvarijų g.–Santariškės	1G	18	2-1636	527	22	22	9	651388	614580	12
VVT	Autobusai	2G	2	Santariškės–Laisvės pr.–Stotis	2G	01-ž	2-17394	3010	18	18	12	651044	614607	14
VVT	Autobusai	2G	2	Santariškės–Laisvės pr.–Stotis	2G	02	2-1503	52	8	8	1	651449	614602	2
VVT	Autobusai	2G	2	Santariškės–Laisvės pr.–Stotis	2G	03	2-3155	705	17	17	8	651219	614604	11
VVT	Autobusai	2G	2	Santariškės–Laisvės pr.–Stotis	2G	04	2-679	227	8	8	1	651467	614601	2
VVT	Autobusai	2G	2	Santariškės–Laisvės pr.–Stotis	2G	04	VVB294	227R	8	0	0	651468	614601	0
VVT	Autobusai	2G	2	Santariškės–Laisvės pr.–Stotis	2G	05-ž	2-2198	516	18	18	8	651060	614606	13
VVT	Autobusai	2G	2	Santariškės–Laisvės pr.–Stotis	2G	06	2-458	888	8	8	0	651494	614605	0
VVT	Autobusai	2G	2	Santariškės–Laisvės pr.–Stotis	2G	07	2-1860	990	18	18	6	651278	614608	12
VVT	Autobusai	2G	2	Santariškės–Laisvės pr.–Stotis	2G	08	2-579	4011	8	8	1	651522	614603	2
VVT	Autobusai	2G	2	Santariškės–Laisvės pr.–Stotis	2G	09-ž	2-1846	957	18	18	10	651318	614609	11
VVT	Autobusai	2G	2	Santariškės–Laisvės pr.–Stotis	2G	10	2-2479	275	8	8	1	651544	614611	2
VVT	Autobusai	2G	2	Santariškės–Laisvės pr.–Stotis	2G	11	2-1431	56	17	17	7	651035	614610	8
VVT	Autobusai	2G	2	Santariškės–Laisvės pr.–Stotis	2G	12	2-278	139	8	8	1	651552	614614	1
VVT	Autobusai	2G	2	Santariškės–Laisvės pr.–Stotis	2G	13-ž	2-1890	994	17	17	9	651111	614612	10
VVT	Autobusai	2G	2	Santariškės–Laisvės pr.–Stotis	2G	14	2-2442	476	18	18	3	651069	614613	7
VVT	Autobusai	2G	2	Santariškės–Laisvės pr.–Stotis	2G	15	2-2172	59	17	17	7	651392	614615	9
