Operator	Transportas	Marsrutas	MarsrutasOrd	KryptiesPavadinimas	TvarkarascioMarsrutas	Pavadinimas	VehicleID	VehicleGarNum	PlanTrips	FaktTrips	RegularTrips	FaktRunID	PlanRunID	RegularTripsEnds
--------	-----------	---------	------------	-------------------	---------------------	-----------	---------	-------------	---------	---------	------------	---------	---------	----------------
VVT	Autobusai	1G	1	Stotis–Kalvarijų g.–Santariškės	1G	01-ž	2-193	760	21	21	18	703608	614582	19
VVT	Autobusai	1G	1	Stotis–Kalvarijų g.–Santariškės	1G	02	2-705	57	10	5	3	703808	614581	3
VVT	Autobusai	1G	1	Stotis–Kalvarijų g.–Santariškės	1G	02	2-354	795	10	5	4	703914	614581	4
VVT	Autobusai	1G	1	Stotis–Kalvarijų g.–Santariškės	1G	03-ž	2-923	975	24	24	20	703603	614586	21
VVT	Autobusai	1G	1	Stotis–Kalvarijų g.–Santariškės	1G	04	2-605	746	10	10	10	703835	614584	10
VVT	Autobusai	1G	1	Stotis–Kalvarijų g.–Santariškės	1G	05-ž	2-2568	952	23	23	16	703712	614585	19
VVT	Autobusai	1G	1	Stotis–Kalvarijų g.–Santariškės	1G	06	2-2288	953	23	23	23	703702	614588	23
VVT	Autobusai	1G	1	Stotis–Kalvarijų g.–Santariškės	1G	07	2-10384	828	24	14	11	703657	614583	13
VVT	Autobusai	1G	1	Stotis–Kalvarijų g.–Santariškės	1G	07	2-296	729	24	10	8	703926	614583	7
VVT	Autobusai	1G	1	Stotis–Kalvarijų g.–Santariškės	1G	07	07293	???	24	0	0	703925	614583	0
VVT	Autobusai	1G	1	Stotis–Kalvarijų g.–Santariškės	1G	08	2-10581	817	23	23	17	703752	614587	21
VVT	Autobusai	1G	1	Stotis–Kalvarijų g.–Santariškės	1G	08	2-2034	798	23	0	0	703708	614587	0
VVT	Autobusai	1G	1	Stotis–Kalvarijų g.–Santariškės	1G	09	2-515	934	22	22	20	703759	614589	22
VVT	Autobusai	1G	1	Stotis–Kalvarijų g.–Santariškės	1G	10	2-2743	977	22	22	18	703748	614590	21
VVT	Autobusai	2G	2	Santariškės–Laisvės pr.–Stotis	2G	01-ž	2-818	718	18	10	9	703916	663168	9
VVT	Autobusai	2G	2	Santariškės–Laisvės pr.–Stotis	2G	01-ž	2-2413	511	18	8	6	703652	663168	7
VVT	Autobusai	2G	2	Santariškės–Laisvės pr.–Stotis	2G	02	2-2983	530	10	10	9	703863	663166	10
VVT	Autobusai	2G	2	Santariškės–Laisvės pr.–Stotis	2G	03	2-402	774	19	19	18	703666	663167	19
VVT	Autobusai	2G	2	Santariškės–Laisvės pr.–Stotis	2G	04	2-1431	56	10	10	9	703852	663169	10
VVT	Autobusai	2G	2	Santariškės–Laisvės pr.–Stotis	2G	05-ž	2-10632	813	19	19	16	703750	663170	18
VVT	Autobusai	2G	2	Santariškės–Laisvės pr.–Stotis	2G	06	2-1636	527	8	8	5	703893	663171	8
VVT	Autobusai	2G	2	Santariškės–Laisvės pr.–Stotis	2G	07-ž	2-352	775	19	19	12	703704	663172	12
VVT	Autobusai	2G	2	Santariškės–Laisvės pr.–Stotis	2G	08	2-10482	826	19	19	13	703579	663173	17
VVT	Autobusai	2G	2	Santariškės–Laisvės pr.–Stotis	2G	09	2-408	706	17	17	11	703801	663174	12
VVT	Autobusai	2G	2	Santariškės–Laisvės pr.–Stotis	2G	10	2-3155	705	18	18	15	703780	663175	18
VVT	Autobusai	3G	3	Fabijoniškės–Centras–Oro uostas	3G	01-ž	2-11476	996	20	20	20	703650	663188	20
VVT	Autobusai	3G	3	Fabijoniškės–Centras–Oro uostas	3G	02	2-1622	523	10	10	8	703857	663191	7
VVT	Autobusai	3G	3	Fabijoniškės–Centras–Oro uostas	3G	03	2-2919	779	20	20	17	703710	663189	18
VVT	Autobusai	3G	3	Fabijoniškės–Centras–Oro uostas	3G	04	2-2224	60	10	10	10	703886	663190	10
VVT	Autobusai	3G	3	Fabijoniškės–Centras–Oro uostas	3G	05-ž	2-2956	700	20	20	19	703737	663192	20
VVT	Autobusai	3G	3	Fabijoniškės–Centras–Oro uostas	3G	06-D	2-10682	4008	21	11	10	703682	663194	10
VVT	Autobusai	3G	3	Fabijoniškės–Centras–Oro uostas	3G	06-D	2-2294	515	21	8	8	703928	663194	7
VVT	Autobusai	3G	3	Fabijoniškės–Centras–Oro uostas	3G	07	2-964	773	20	14	12	703751	663193	14
VVT	Autobusai	3G	3	Fabijoniškės–Centras–Oro uostas	3G	07	2-2821	514	20	6	3	703929	663193	4
VVT	Autobusai	3G	3	Fabijoniškės–Centras–Oro uostas	3G	08	2-17536	4013	20	20	13	703764	663195	18
VVT	Autobusai	3G	3	Fabijoniškės–Centras–Oro uostas	3G	09	2-2320	512	20	20	20	703799	663196	20
VVT	Autobusai	3G	3	Fabijoniškės–Centras–Oro uostas	3G	10	2-2398	529	10	10	10	703900	663197	10
VVT	Autobusai	4G	4	Pilaitė–Konstitucijos pr.–Saulėtekis	4G	01	2-17440	446	21	21	11	703602	614078	17
