Operator	Transportas	Marsrutas	MarsrutasOrd	KryptiesPavadinimas	TvarkarascioMarsrutas	Pavadinimas	VehicleID	VehicleGarNum	PlanTrips	FaktTrips	RegularTrips	FaktRunID	PlanRunID	RegularTripsEnds
--------	-----------	---------	------------	-------------------	---------------------	-----------	---------	-------------	---------	---------	------------	---------	---------	----------------
VVT	Autobusai	1G	1	Stotis–Kalvarijų g.–Santariškės	1G	01-ž	2-531	933	22	22	17	585836	579303	20
VVT	Autobusai	1G	1	Stotis–Kalvarijų g.–Santariškės	1G	02	2-3070	651	10	10	10	585980	579302	10
VVT	Autobusai	1G	1	Stotis–Kalvarijų g.–Santariškės	1G	03-ž	2-923	975	23	23	17	585871	579307	18
VVT	Autobusai	1G	1	Stotis–Kalvarijų g.–Santariškės	1G	04	2-1681	507	10	10	10	585989	579305	10
VVT	Autobusai	1G	1	Stotis–Kalvarijų g.–Santariškės	1G	05-ž	2-500	799	23	12	10	585800	579306	12
VVT	Autobusai	1G	1	Stotis–Kalvarijų g.–Santariškės	1G	05-ž	2-2743	977	23	10	7	586069	579306	7
VVT	Autobusai	1G	1	Stotis–Kalvarijų g.–Santariškės	1G	06	2-848	796	22	22	20	585906	579309	21
VVT	Autobusai	1G	1	Stotis–Kalvarijų g.–Santariškės	1G	07	2-2774	973	23	23	17	585792	579304	21
VVT	Autobusai	1G	1	Stotis–Kalvarijų g.–Santariškės	1G	08	2-515	934	23	23	21	585830	579308	22
VVT	Autobusai	1G	1	Stotis–Kalvarijų g.–Santariškės	1G	09	2-1353	937	10	10	10	586007	579310	10
VVT	Autobusai	2G	2	Santariškės–Laisvės pr.–Stotis	2G	01-ž	2-1899	765	19	19	8	585814	579337	16
VVT	Autobusai	2G	2	Santariškės–Laisvės pr.–Stotis	2G	02	2-543	723	10	10	5	586018	579335	10
VVT	Autobusai	2G	2	Santariškės–Laisvės pr.–Stotis	2G	03	2-246	752	19	19	8	585894	579336	19
VVT	Autobusai	2G	2	Santariškės–Laisvės pr.–Stotis	2G	04	2-1085	974	10	10	9	586014	579338	10
VVT	Autobusai	2G	2	Santariškės–Laisvės pr.–Stotis	2G	05-ž	2-690	758	20	20	7	585782	579339	14
VVT	Autobusai	2G	2	Santariškės–Laisvės pr.–Stotis	2G	06	2-132	501	10	10	4	586030	579340	9
VVT	Autobusai	2G	2	Santariškės–Laisvės pr.–Stotis	2G	07-ž	2-2977	781	20	20	9	585781	579341	19
VVT	Autobusai	2G	2	Santariškės–Laisvės pr.–Stotis	2G	08	2-383	939	17	17	10	585848	579342	15
VVT	Autobusai	2G	2	Santariškės–Laisvės pr.–Stotis	2G	09	2-227	956	18	18	10	585966	579343	17
VVT	Autobusai	3G	3	Fabijoniškės–Centras–Oro uostas	3G	01-ž	2-3149	742	20	20	10	585957	579369	14
VVT	Autobusai	3G	3	Fabijoniškės–Centras–Oro uostas	3G	02	2-2173	472	10	10	8	586023	579372	9
VVT	Autobusai	3G	3	Fabijoniškės–Centras–Oro uostas	3G	03	2-256	4012	21	12	9	585850	579370	11
VVT	Autobusai	3G	3	Fabijoniškės–Centras–Oro uostas	3G	04	2-10600	4010	10	10	7	586046	579371	9
VVT	Autobusai	3G	3	Fabijoniškės–Centras–Oro uostas	3G	05-ž	2-1853	744	20	14	11	586055	579373	12
VVT	Autobusai	3G	3	Fabijoniškės–Centras–Oro uostas	3G	05-ž	2-239	703	20	6	1	585805	579373	5
