VehicleID	MaxDelay	AvgDelay	MinDelay	PointsTotal	Points15	Percent15	Points16-30	Percent16-30	Points30	Percent30
---------	--------	--------	--------	-----------	--------	---------	-----------	------------	--------	---------
2-10001	75	10	4	2941	2750	93.505608	184	6.2563753	7	0.2380143
2-10002	113	11	4	2454	2268	92.42054	156	6.3569679	30	1.2224939
2-1011	78	10	4	1908	1799	94.287209	104	5.4507337	5	0.2620545
2-1022	56	11	4	3610	3353	92.88089	252	6.9806089	5	0.13850415
2-10339	25	10	1	2816	2665	94.637779	151	5.362216	0	0
2-10343	31	10	4	1358	1259	92.709869	98	7.2164946	1	7.3637702E-2
2-10345	25	10	4	1315	1222	92.927757	93	7.0722432	0	0
2-10348	80	11	4	3062	2844	92.88047	207	6.7602873	11	0.35924232
2-10356	29	11	3	2932	2721	92.803551	211	7.1964531	0	0
2-10358	22	10	0	1697	1609	94.814377	88	5.1856217	0	0
2-10359	51	10	4	2786	2628	94.328781	156	5.5994258	2	7.1787506E-2
2-10363	54	11	4	3257	2796	85.845871	456	14.000614	5	0.1535155
2-10370	30	10	1	2018	1886	93.45887	132	6.5411301	0	0
2-10375	277	11	4	3075	2872	93.398376	184	5.9837399	19	0.61788619
2-10376	72	11	4	2903	2693	92.766106	201	6.9238715	9	0.31002411
2-10380	54	10	2	1521	1412	92.833664	108	7.1005917	1	6.5746225E-2
2-10383	128	11	4	1429	1271	88.943314	136	9.5171452	22	1.5395381
2-10384	182	11	3	1825	1670	91.506851	140	7.6712327	15	0.82191777
2-10393	272	11	4	3438	3183	92.582901	245	7.126236	10	0.29086679
2-10403	1632	389	2	1621	625	38.556446	70	4.3183217	926	57.125229
2-10418	78	10	3	3320	3080	92.77108	232	6.9879518	8	0.24096386
2-10423	102	11	2	3815	3515	92.136307	287	7.5229354	13	0.34076014
2-10440	64	10	0	2892	2755	95.262794	136	4.7026281	1	3.4578148E-2
2-10454	28	10	4	3505	3313	94.52211	192	5.4778891	0	0
2-10482	2375	287	4	3421	1497	43.759136	246	7.1908803	1678	49.049984
2-10486	108	11	4	2528	2324	91.930374	177	7.0015826	27	1.068038
2-10489	79	10	3	4181	3994	95.52739	176	4.2095194	11	0.26309496
2-10490	234	11	4	582	519	89.175262	58	9.9656363	5	0.85910654
