VehicleID	MaxDelay	AvgDelay	MinDelay	PointsTotal	Points15	Percent15	Points16-30	Percent16-30	Points30	Percent30
---------	--------	--------	--------	-----------	--------	---------	-----------	------------	--------	---------
2-10001	167	11	1	2756	2512	91.146591	190	6.8940492	54	1.9593613
2-10002	78	11	4	3313	3069	92.635071	226	6.8216114	18	0.54331422
2-10005	56	10	3	1539	1434	93.177391	95	6.1728396	10	0.64977258
2-1011	106	11	2	1884	1703	90.392776	150	7.9617834	31	1.6454352
2-1022	87	11	3	1715	1580	92.128281	113	6.5889211	22	1.2827989
2-10336	141	11	4	3318	2992	90.174805	253	7.6250753	73	2.2001204
2-10343	273	13	4	1129	1026	90.876884	88	7.7945085	15	1.3286095
2-10348	140	11	4	3207	2953	92.079826	226	7.0470848	28	0.87309015
2-10356	73	11	4	3010	2742	91.096344	249	8.2724247	19	0.63122928
2-10359	20	11	5	583	541	92.795883	42	7.2041168	0	0
2-10370	104	11	4	3533	3259	92.244553	252	7.1327486	22	0.62270027
2-10375	868	19	4	3288	2952	89.781021	239	7.2688565	97	2.9501216
2-10376	62	11	4	455	425	93.406593	27	5.9340658	3	0.65934068
2-10383	32	12	5	108	86	79.629631	21	19.444445	1	0.92592591
2-10384	151	11	3	1824	1659	90.953949	126	6.9078946	39	2.1381578
2-10393	75	11	4	3214	2936	91.350342	263	8.18295	15	0.46670815
2-10398	68	11	4	3801	3558	93.606941	207	5.4459352	36	0.94711918
2-10403	1683	202	1	1766	906	51.30238	120	6.7950168	740	41.902603
2-10423	106	11	3	2496	2270	90.945511	183	7.3317304	43	1.7227564
2-10440	104	11	2	1854	1649	88.942825	185	9.978425	20	1.0787486
2-10454	100	11	4	3459	3128	90.430763	271	7.8346343	60	1.7346054
2-10482	57	11	4	1769	1652	93.386093	112	6.3312607	5	0.28264555
2-10486	858	22	3	3375	2736	81.066666	336	9.955555	303	8.9777775
2-10488	135	11	3	1542	1419	92.023346	104	6.7444878	19	1.2321661
2-10560	1765	500	3	2263	607	26.822802	96	4.2421565	1560	68.935043
2-10567	234	12	3	1599	1450	90.681679	118	7.3796124	31	1.9387116
2-10570	21	12	7	43	35	81.395348	8	18.60465	0	0
2-10577	201	12	4	2848	2570	90.238762	231	8.1109552	47	1.6502808
2-10580	90	11	4	2586	2387	92.304718	177	6.8445473	22	0.85073477
2-10581	95	11	2	1573	1398	88.874763	148	9.4087725	27	1.7164654
