VehicleID	MaxDelay	AvgDelay	MinDelay	PointsTotal	Points15	Percent15	Points16-30	Percent16-30	Points30	Percent30
---------	--------	--------	--------	-----------	--------	---------	-----------	------------	--------	---------
2-10001	275	12	4	2864	2581	90.118713	261	9.1131287	22	0.76815647
2-10002	186	11	4	3301	3035	91.941833	247	7.4825807	19	0.57558316
2-10339	122	11	3	3623	3334	92.023186	250	6.9003592	39	1.076456
2-10343	108	11	4	1877	1722	91.742142	144	7.6718168	11	0.58604157
2-10348	192	11	5	2506	2298	91.699921	187	7.462091	21	0.83798885
2-10356	52	10	4	1754	1645	93.785629	106	6.0433292	3	0.17103763
2-10358	85	11	4	4015	3667	91.332504	336	8.368618	12	0.29887921
2-10359	26	11	4	1651	1514	91.701996	137	8.2980013	0	0
2-10363	33	11	4	3537	3157	89.256432	379	10.715296	1	2.8272547E-2
2-10369	231	72	15	8	2	25	2	25	4	50
2-10375	87	11	4	3492	3219	92.182129	260	7.44559	13	0.3722795
2-10380	27	11	4	3233	2912	90.071144	321	9.9288578	0	0
2-10393	80	11	3	3558	3259	91.596397	290	8.1506462	9	0.25295109
2-10418	88	10	4	2926	2721	92.993851	195	6.6643877	10	0.3417635
2-10423	56	10	4	1699	1568	92.289581	127	7.4749851	4	0.2354326
2-10454	289	12	4	3210	2784	86.728973	398	12.398754	28	0.8722741
2-10486	101	11	4	1514	1403	92.668427	105	6.9352708	6	0.39630118
2-10492	32	11	3	1675	1550	92.537315	124	7.4029846	1	5.9701491E-2
2-10580	26	11	4	3048	2782	91.272964	266	8.7270346	0	0
2-10584	73	11	4	3831	3528	92.090836	299	7.8047504	4	0.10441138
2-10594	886	28	1	1561	1292	82.767456	175	11.210762	94	6.021781
2-10600	182	11	4	1625	1505	92.615387	106	6.523077	14	0.86153847
2-10604	101	11	4	3182	2914	91.577621	259	8.139535	9	0.282841
2-10636	101	10	4	3248	3042	93.657639	200	6.1576357	6	0.18472907
2-10642	39	10	1	2301	2111	91.742722	189	8.2138205	1	4.3459363E-2
2-10646	79	11	4	3207	2908	90.676651	294	9.1674461	5	0.15590896
2-10681	99	11	0	3349	2998	89.519264	342	10.212004	9	0.26873696
2-10682	74	10	3	3015	2808	93.134323	203	6.7330017	4	0.13266999
2-10700	844	125	4	96	55	57.291668	9	9.375	32	33.333336
2-1085	83	11	4	3448	3189	92.488396	238	6.9025526	21	0.60904872
2-11704	18	16	15	3	1	33.333336	2	66.666672	0	0
2-11705	33	10	3	3412	3160	92.614304	250	7.3270812	2	5.8616646E-2
2-1236	200	11	4	1577	1468	93.088142	99	6.2777424	10	0.6341154
2-1254	106	11	1	3145	2903	92.305252	236	7.5039744	6	0.19077902
2-132	82	10	4	2149	2023	94.13681	119	5.5374594	7	0.32573289
2-1341	76	10	4	3681	3439	93.425697	238	6.4656348	4	0.10866612
2-1347	82	11	3	2040	1793	87.892159	243	11.911765	4	0.19607845
2-1353	12	12	12	1	1	100	0	0	0	0
2-1361	74	11	4	1739	1616	92.926964	108	6.2104659	15	0.86256468
2-1375	98	11	4	3489	3164	90.685013	312	8.9423904	13	0.3725996
2-1379	51	11	4	1497	1383	92.384766	111	7.4148297	3	0.2004008
2-1395	98	11	2	3067	2673	87.153572	387	12.618193	7	0.22823605
2-143	28	10	4	2083	1947	93.470955	136	6.5290442	0	0
2-1431	82	11	4	3302	2912	88.188972	376	11.387038	14	0.42398545
2-1444	91	11	4	1569	1434	91.395798	132	8.413002	3	0.19120459
2-1447	24	10	4	1670	1534	91.856293	136	8.143713	0	0
2-1476	71	10	4	1607	1490	92.719353	115	7.1561918	2	0.12445551
2-1495	323	12	4	3285	2983	90.806702	271	8.2496195	31	0.94368339
2-1610	120	11	4	3151	2899	92.002541	228	7.2357984	24	0.76166296
