VehicleID	MaxDelay	AvgDelay	MinDelay	PointsTotal	Points15	Percent15	Points16-30	Percent16-30	Points30	Percent30
---------	--------	--------	--------	-----------	--------	---------	-----------	------------	--------	---------
00745	187	7	3	3184	3161	99.277641	3	9.4221108E-2	20	0.62814069
00749	156	7	2	1566	1552	99.106003	3	0.19157088	11	0.70242655
00774	142	6	1	1425	1414	99.228073	2	0.14035088	9	0.63157898
00779	167	6	2	3001	2976	99.166939	5	0.16661114	20	0.66644454
07030	209	7	2	2767	2735	98.843513	2	7.2280444E-2	30	1.0842067
07293	185	7	2	640	629	98.28125	1	0.15625	10	1.5625
07480	176	7	2	2909	2881	99.037468	1	3.4376074E-2	27	0.92815405
07510	175	6	1	2794	2770	99.141014	1	0.03579098	23	0.8231926
07927	176	7	1	3560	3529	99.129211	2	5.6179777E-2	29	0.81460673
09989	177	7	2	3053	3030	99.246643	3	9.8264009E-2	20	0.65509337
2-10001	98	11	4	2974	2765	92.972427	200	6.7249498	9	0.30262274
2-10002	69	10	2	2836	2670	94.14669	162	5.7122707	4	0.14104372
2-10005	87	11	2	1710	1568	91.695908	134	7.8362575	8	0.46783626
2-1011	52	10	4	1676	1597	95.2864	63	3.7589498	16	0.95465398
2-1022	76	10	4	3337	3108	93.13755	220	6.5927482	9	0.26970333
2-10336	75	11	4	3070	2853	92.931595	210	6.8403907	7	0.22801302
2-10339	186	11	4	3297	2973	90.17289	285	8.6442213	39	1.1828935
2-10343	83	11	4	1138	1043	91.652023	87	7.6449914	8	0.70298773
2-10345	27	11	4	688	606	88.081398	82	11.918604	0	0
2-10348	24	10	4	1919	1771	92.287651	148	7.7123499	0	0
2-10356	87	11	3	3059	2838	92.775414	206	6.7342267	15	0.49035633
2-10359	73	10	4	2540	2378	93.622047	154	6.0629921	8	0.31496063
2-10369	370	36	3	2034	999	49.115044	300	14.749263	735	36.135693
2-10370	70	10	3	3440	3241	94.215118	191	5.5523252	8	0.23255813
2-10375	59	10	3	3213	3021	94.024277	188	5.8512292	4	0.12449424
2-10380	74	10	4	3479	3262	93.762573	208	5.9787297	9	0.25869504
2-10383	1287	844	49	6	0	0	0	0	6	100
2-10384	186	11	4	1801	1613	89.561356	169	9.3836756	19	1.0549694
2-10393	71	11	4	2976	2732	91.801079	230	7.7284946	14	0.47043014
2-10398	832	25	4	4140	3717	89.782608	262	6.3285022	161	3.8888891
2-10403	1651	236	3	3106	1382	44.494526	178	5.7308435	1546	49.774628
2-10454	78	11	4	3275	2907	88.763359	353	10.778626	15	0.45801526
2-10486	57	10	4	3523	3346	94.975868	171	4.8538179	6	0.17030939
2-10488	2521	93	1	1572	1384	88.04071	48	3.0534351	140	8.9058523
2-10560	76	11	4	1848	1703	92.153679	139	7.5216451	6	0.32467532
