VehicleID	MaxDelay	AvgDelay	MinDelay	PointsTotal	Points15	Percent15	Points16-30	Percent16-30	Points30	Percent30
---------	--------	--------	--------	-----------	--------	---------	-----------	------------	--------	---------
2-10001	6	6	6	1	1	100	0	0	0	0
2-10005	16279	327	-5	3122	3029	97.021141	29	0.92889172	64	2.049968
2-1011	21	5	-6	1632	1614	98.897057	18	1.1029412	0	0
2-10336	57	5	-6	2949	2905	98.507973	38	1.2885724	6	0.2034588
2-10339	16300	45	-9	3666	3569	97.354065	59	1.6093836	38	1.0365521
2-10345	72	5	-5	2994	2971	99.231796	19	0.63460255	4	0.13360053
2-10348	57	5	-5	2697	2654	98.405632	38	1.408973	5	0.18539117
2-10358	79	5	-5	3705	3668	99.00135	30	0.80971664	7	0.18893388
2-10363	1484	34	-6	3062	2873	93.82756	32	1.0450685	157	5.127368
2-10369	225	27	-6	1234	726	58.833061	113	9.1572123	395	32.009724
2-10370	26	5	-6	3140	3106	98.917198	34	1.0828025	0	0
2-10375	38	5	-6	1986	1966	98.99295	17	0.85599196	3	0.15105741
2-10380	16281	373	-5	3612	3479	96.317825	43	1.1904762	90	2.4916942
2-10384	16287	382	-5	2963	2845	96.017548	32	1.0799866	86	2.9024637
2-10393	798	10	-8	2854	2738	95.935532	75	2.6278908	41	1.4365803
2-10403	83	6	-8	3560	3509	98.567413	34	0.95505619	17	0.4775281
2-10423	95	6	-5	2873	2819	98.12043	43	1.4966933	11	0.38287506
2-10440	824	6	-5	3229	3186	98.66832	35	1.0839269	8	0.24775472
2-10454	78	5	-9	3210	3165	98.598129	37	1.152648	8	0.24922118
2-10482	75	6	-5	3100	3051	98.419357	40	1.2903225	9	0.29032257
2-10490	513	29	-5	227	161	70.92511	17	7.488987	49	21.585903
2-10492	74	7	-7	277	270	97.472923	4	1.4440433	3	1.0830325
2-10560	16142	10	-9	3312	3195	96.467392	113	3.4118359	4	0.12077294
2-10567	30	6	-5	1699	1668	98.175392	31	1.8246027	0	0
2-10570	68	5	-7	3073	3023	98.372925	45	1.4643672	5	0.16270745
2-10577	24	5	-9	3921	3882	99.005356	39	0.99464422	0	0
2-10581	67	5	-6	3960	3911	98.762627	42	1.0606061	7	0.17676768
2-10584	15512	10	-5	3756	3697	98.429176	48	1.2779553	11	0.29286474
2-10594	1955	304	-5	2790	1380	49.462364	97	3.4767025	1313	47.060932
2-10598	16149	21	-5	961	954	99.271591	6	0.62434959	1	0.10405828
2-10600	15909	17	-5	2836	2795	98.554298	36	1.2693936	5	0.17630465
2-10604	30	5	-5	1541	1523	98.831924	18	1.1680727	0	0
2-10611	53	6	-6	4011	3966	98.878082	39	0.9723261	6	0.14958863
2-10632	15815	11	-5	3082	3012	97.728745	67	2.173913	3	9.7339392E-2
2-10634	16288	423	-7	3529	3397	96.259567	35	0.99178237	97	2.7486541
2-10644	809	13	-5	3722	3608	96.937134	37	0.99408925	77	2.0687802
2-10646	66	6	-6	3720	3646	98.010757	58	1.5591397	16	0.43010753
2-10660	65	5	-6	3714	3679	99.057617	30	0.8077544	5	0.13462573
2-10671	62	5	-6	2814	2769	98.400856	39	1.3859274	6	0.21321963
2-10679	86	5	-6	3389	3339	98.524635	40	1.1802891	10	0.29507229
2-10681	73	5	-8	3201	3167	98.937836	23	0.71852547	11	0.34364262
2-10682	69	5	-8	2771	2748	99.169975	20	0.72176111	3	0.10826416
2-10684	23	6	-5	1315	1292	98.250946	23	1.7490495	0	0
2-10700	23695	11802	3	1236	12	0.97087377	1	8.0906153E-2	1223	98.948219
2-1085	15494	10	-5	3556	3526	99.156357	25	0.70303708	5	0.14060743
2-11475	63	5	-5	2957	2904	98.207642	47	1.5894487	6	0.20290834
2-11476	16287	84	-5	3049	2993	98.16333	26	0.85273862	30	0.98392916
