VehicleID	MaxDelay	AvgDelay	MinDelay	PointsTotal	Points15	Percent15	Points16-30	Percent16-30	Points30	Percent30
---------	--------	--------	--------	-----------	--------	---------	-----------	------------	--------	---------
2-10001	1731	41	4	3145	2837	90.20668	199	6.3275042	109	3.4658186
2-10002	1543	31	4	3123	2835	90.778099	209	6.6922827	79	2.529619
2-1011	26	10	4	932	890	95.493561	42	4.5064378	0	0
2-1022	287	13	4	2958	2666	90.128464	253	8.5530767	39	1.3184583
2-10336	1716	41	1	2822	2543	90.113396	172	6.0949678	107	3.7916369
2-10339	1618	34	1	3092	2792	90.297546	188	6.0802069	112	3.622251
2-10343	1560	149	2	654	516	78.899086	40	6.1162081	98	14.984709
2-10348	1720	42	4	2799	2556	91.318329	163	5.8235083	80	2.8581636
2-10369	478	49	5	687	334	48.617176	87	12.663754	266	38.719067
2-10370	1639	37	2	3754	3406	90.729889	218	5.8071389	130	3.4629729
2-10375	1508	39	4	3084	2784	90.272369	164	5.3177691	136	4.4098573
2-10376	1200	36	4	1753	1580	90.131203	103	5.8756418	70	3.9931548
2-10380	1571	40	3	3873	3420	88.303642	266	6.8680606	187	4.8282986
2-10383	1553	299	1	1657	585	35.304768	104	6.2764034	968	58.418827
2-10384	1724	38	4	2619	2376	90.721649	149	5.6891942	94	3.5891562
2-10393	755	19	4	3260	2976	91.288345	204	6.257669	80	2.4539876
2-10398	229	11	4	4060	3804	93.69458	212	5.2216749	44	1.0837438
2-10423	1742	47	4	3387	3004	88.692055	247	7.2925897	136	4.0153527
2-10454	1737	42	4	3657	3269	89.390213	273	7.4651351	115	3.1446543
2-10482	1566	56	4	1938	1688	87.100098	133	6.8627453	117	6.0371518
2-10486	4342	261	4	3597	2864	79.621902	175	4.8651652	558	15.512927
2-10488	1564	76	1	1780	1547	86.91011	87	4.8876405	146	8.2022476
2-10489	1537	51	4	3635	3265	89.821182	142	3.9064651	228	6.2723527
2-10490	52692	50073	48602	195	0	0	0	0	195	100
2-10560	3300	681	1	1708	316	18.501171	55	3.2201405	1337	78.278694
2-10563	963	21	4	3163	2873	90.83149	203	6.4179578	87	2.7505531
2-10567	1561	43	2	1861	1695	91.080063	98	5.265986	68	3.6539495
2-10584	1703	39	4	3877	3536	91.204544	211	5.4423523	130	3.3531082
2-10594	1913	353	2	3553	1117	31.438223	200	5.629046	2236	62.932735
2-10598	45	10	2	1134	1060	93.474426	71	6.261023	3	0.26455027
2-10600	1681	37	4	3018	2775	91.948311	149	4.9370446	94	3.1146455
2-10611	1541	72	1	1315	1130	85.931557	92	6.9961982	93	7.0722432
2-10629	1404	48	1	3121	2779	89.041969	159	5.094521	183	5.8635054
2-10634	1731	82	1	1883	1634	86.776421	98	5.2044611	151	8.0191183
2-10635	1568	34	4	3424	3141	91.734818	164	4.7897196	119	3.4754672
2-10642	1708	33	1	3351	3001	89.555359	256	7.6395111	94	2.8051329
2-10647	1563	77	1	1671	1327	79.413528	163	9.7546377	181	10.831838
2-10657	1727	45	2	3271	2881	88.077042	233	7.1232038	157	4.7997551
2-10660	1656	41	4	3086	2758	89.371353	207	6.7077122	121	3.9209332
2-10671	1684	77	3	1532	1332	86.945168	59	3.8511748	141	9.2036552
2-10679	1294	136	1	1754	713	40.64994	234	13.340935	807	46.009125
2-10681	1470	27	3	3317	3067	92.463074	154	4.6427498	96	2.8941815
2-10684	1720	98	4	1304	1109	85.046013	83	6.3650312	112	8.5889568
2-10685	1570	82	4	1351	1159	85.788307	70	5.1813474	122	9.0303478
2-10701	1570	26	2	3791	3546	93.537323	191	5.0382485	54	1.4244263
2-1085	1967	38	4	3877	3548	91.514053	252	6.4998708	77	1.9860717
2-112	1560	35	2	3342	3069	91.831238	155	4.6379414	118	3.5308197
2-11475	1554	34	4	3322	2976	89.584587	211	6.3515954	135	4.063817
2-11704	1653	82	1	1172	982	83.788391	91	7.7645049	99	8.4470987
2-11705	2044	54	4	3550	3107	87.521126	268	7.5492954	175	4.9295774
2-1192	1552	75	5	1329	1113	83.747177	87	6.5462751	129	9.7065468
2-1230	1557	54	4	3149	2564	81.422676	231	7.3356619	354	11.241664
2-1236	81	11	4	2400	2227	92.791664	156	6.5	17	0.70833337
2-1254	1549	17	4	3211	3000	93.428841	192	5.9794455	19	0.59171599
2-1328	1603	58	4	1880	1697	90.265961	84	4.4680853	99	5.2659574
2-1341	1567	39	1	3312	2986	90.157005	177	5.3442025	149	4.4987926
2-1345	1669	28	4	1871	1673	89.417419	114	6.0929985	84	4.4895778
2-1346	1122	45	4	1409	1270	90.13485	51	3.6195886	88	6.2455645
2-1347	1726	31	4	3211	2938	91.497978	228	7.1005917	45	1.4014326
2-1353	1543	33	1	3174	2901	91.398865	172	5.4190297	101	3.1821046
2-1361	1527	34	-1	3134	2802	89.406509	226	7.2112312	106	3.3822591
2-1370	1735	73	4	1389	1220	87.832977	63	4.5356369	106	7.6313896
2-1379	1725	23	1	3714	3472	93.484116	201	5.4119544	41	1.1039311
2-1381	1521	65	1	1428	1259	88.165268	62	4.3417368	107	7.4929976
2-1386	1783	44	3	3485	3158	90.616928	215	6.1692967	112	3.2137733
2-1395	1727	32	4	3578	3336	93.23645	189	5.2822804	53	1.4812744
2-143	1724	52	0	1995	1819	91.177948	108	5.4135337	68	3.4085214
2-1444	1387	62	4	1513	1262	83.410439	107	7.072042	144	9.5175152
2-1447	1699	41	4	3044	2553	83.869911	365	11.990801	126	4.1392903
2-149	1671	38	4	3245	2891	89.090904	251	7.7349768	103	3.1741138
2-1495	1733	26	4	3269	3013	92.168861	165	5.0474153	91	2.783726
2-1571	1553	33	3	3101	2794	90.099968	193	6.2237988	114	3.6762335
2-160	1529	60	4	1537	1349	87.768379	74	4.8145738	114	7.4170461
2-1610	1534	38	2	1780	1620	91.011238	99	5.5617976	61	3.4269664
2-1614	96	11	4	1611	1507	93.54438	100	6.2073245	4	0.248293
2-1622	1529	57	4	1467	1297	88.411728	80	5.4533062	90	6.1349692
2-1624	1569	118	4	1606	906	56.413448	193	12.017435	507	31.569115
2-1636	1735	29	3	3019	2700	89.433586	240	7.9496527	79	2.6167605
2-1663	1547	36	0	3266	3002	91.916718	164	5.0214329	100	3.0618494
2-1681	1424	73	3	1320	1128	85.454544	76	5.757576	116	8.787879
2-1694	1145	26	2	3112	2816	90.488434	184	5.9125962	112	3.5989716
2-1716	1595	53	4	2771	2470	89.137497	165	5.9545288	136	4.9079752
2-1723	1736	42	4	3269	2999	91.740593	178	5.4450903	92	2.8143163
2-17394	1206	26	4	3009	2716	90.262543	193	6.4140906	100	3.3233631
2-17405	241	11	1	1936	1806	93.285126	121	6.25	9	0.46487606
2-17440	1725	45	1	3120	2846	91.217949	164	5.2564101	110	3.5256412
2-17465	9833	959	0	2736	2095	76.57164	93	3.399123	548	20.02924
2-1747	51181	8247	2	2248	1637	72.820282	94	4.1814947	517	22.99822
2-17496	230	12	4	2756	2561	92.92453	157	5.6966619	38	1.3788098
2-17535	1541	53	4	2498	2268	90.792633	109	4.3634906	121	4.8438749
2-17536	20	10	4	331	314	94.864044	17	5.1359515	0	0
2-1768	1560	61	4	1497	1303	87.040749	75	5.0100198	119	7.9492316
2-1779	1611	63	4	1843	1581	85.78405	135	7.3250136	127	6.8909383
2-1782	330	18	0	646	577	89.318886	32	4.9535604	37	5.7275543
2-1801	109	11	4	734	678	92.370567	50	6.8119893	6	0.81743866
2-1803	1724	44	0	3704	3135	84.638229	396	10.691145	173	4.6706262
2-181	153	11	4	3581	3348	93.493439	221	6.1714606	12	0.33510193
2-1825	283	12	4	3746	3493	93.246132	205	5.4725041	48	1.2813668
2-1830	1704	29	4	1531	1409	92.031357	97	6.3357286	25	1.6329197
2-1840	852	139	4	3685	2297	62.333786	279	7.5712347	1109	30.094978
2-1842	1719	99	0	3881	2921	75.264107	242	6.2355065	718	18.500385
2-1846	1715	37	4	3542	3147	88.848106	275	7.7639751	120	3.3879166
2-1860	1723	47	4	3503	3184	90.893517	180	5.1384525	139	3.9680271
2-1863	400	16	4	1386	1281	92.42424	66	4.7619047	39	2.8138528
2-1874	1567	31	3	2488	2258	90.75563	153	6.1495175	77	3.0948553
2-188	1586	46	4	3815	3355	87.942329	287	7.5229354	173	4.5347314
2-189	18214	408	4	1436	1229	85.584953	116	8.0779943	91	6.3370476
2-1890	1525	34	1	2904	2653	91.35675	175	6.0261707	76	2.61708
2-1896	12	11	10	3	3	100	0	0	0	0
2-1899	1568	34	3	3189	2951	92.536842	130	4.0765128	108	3.3866417
2-1914	251	12	1	3700	3404	92	234	6.3243241	62	1.6756756
2-1918	1569	41	4	3307	2989	90.384033	191	5.7756276	127	3.8403387
2-193	784	20	4	2563	2324	90.674988	148	5.7744832	91	3.5505269
2-1939	1714	45	2	3019	2535	83.968201	391	12.951308	93	3.0804901
2-195	1711	19	4	3151	2949	93.589333	177	5.6172643	25	0.79339892
2-1951	1715	39	4	3114	2813	90.333977	234	7.5144506	67	2.1515734
2-1970	229	12	4	3497	3217	91.993134	244	6.9774094	36	1.0294538
2-1990	1708	80	4	1473	1316	89.341476	71	4.8200951	86	5.8384252
2-1991	165	12	4	1515	1333	87.986794	143	9.4389439	39	2.5742574
2-200	30	10	3	1818	1707	93.894394	111	6.1056108	0	0
2-2014	1814	23	4	3828	3537	92.398117	245	6.400209	46	1.201672
2-2015	750	17	4	3218	2979	92.573029	175	5.4381604	64	1.9888129
2-2021	1696	43	3	3020	2706	89.602646	188	6.2251658	126	4.1721854
2-2025	1552	35	1	4500	4114	91.422226	221	4.9111114	165	3.6666665
2-2026	1556	44	4	3593	3135	87.252991	269	7.4867802	189	5.2602282
2-203	1293	51	3	1698	1479	87.10247	103	6.0659599	116	6.8315663
2-2030	195	11	0	3953	3693	93.422714	234	5.9195547	26	0.65772831
2-2034	1554	38	4	3797	3472	91.440613	165	4.3455358	160	4.2138534
2-2044	18	11	5	10	8	80	2	20	0	0
2-2049	21987	48	1	1148	1098	95.6446	46	4.006969	4	0.34843206
2-2075	1728	39	4	3994	3638	91.086632	243	6.0841265	113	2.8292439
2-2120	2048	89	1	1506	1307	86.786186	106	7.0385127	93	6.1752992
2-215	1648	68	5	1433	1238	86.392181	97	6.7690163	98	6.8388
2-2163	1554	66	4	1409	1210	85.876503	77	5.4648685	122	8.6586227
2-2172	1720	18	0	3519	3247	92.270531	228	6.4791136	44	1.2503552
2-2173	1501	69	4	1408	1203	85.440346	84	5.965909	121	8.59375
2-2198	1718	31	0	3094	2757	89.107948	244	7.8862319	93	3.0058177
2-2224	10323	5074	5	1119	118	10.54513	12	1.0723861	989	88.382484
2-224	1596	147	4	3024	1627	53.802906	339	11.210318	1058	34.986774
2-2268	1724	36	4	2823	2586	91.604675	169	5.9865394	68	2.4087851
2-227	1710	16	2	2995	2783	92.921539	179	5.9766278	33	1.1018363
2-2285	20196	326	4	1167	893	76.520988	163	13.967438	111	9.5115681
2-2288	1714	23	4	3479	3249	93.388901	196	5.6338029	34	0.9772923
2-2294	2573	88	4	3216	2806	87.251244	188	5.8457708	222	6.9029851
2-2295	1059	44	4	1337	1120	83.76963	116	8.6761408	101	7.5542254
2-2296	188	11	1	867	810	93.425606	46	5.3056517	11	1.2687428
2-2298	2573	175	4	1307	1020	78.041313	67	5.1262436	220	16.832441
2-230	1699	44	4	1562	1374	87.964149	99	6.338028	89	5.6978235
2-2310	1550	64	4	1213	1032	85.078316	81	6.677659	100	8.2440224
2-2320	12	9	7	5	5	100	0	0	0	0
2-2368	1561	17	4	3411	3200	93.814125	188	5.51158	23	0.67428905
2-2373	58	11	5	1859	1703	91.608391	152	8.1764393	4	0.21516944
2-2381	1727	141	4	3128	1957	62.563938	346	11.06138	825	26.37468
2-2384	1650	68	4	1613	1405	87.104774	98	6.0756354	110	6.819591
