VehicleID	MaxDelay	AvgDelay	MinDelay	PointsTotal	Points15	Percent15	Points16-30	Percent16-30	Points30	Percent30
---------	--------	--------	--------	-----------	--------	---------	-----------	------------	--------	---------
2-10001	96	11	4	2463	2230	90.539993	225	9.1352005	8	0.32480717
2-10002	13440	1374	1	3162	2367	74.857689	162	5.1233397	633	20.018976
2-1011	30	10	3	1976	1889	95.597168	87	4.4028339	0	0
2-1022	68	11	3	3235	2948	91.128281	279	8.6244202	8	0.2472952
2-10336	183	11	3	2782	2493	89.611794	281	10.100647	8	0.28756291
2-10339	46	10	4	2695	2524	93.654922	169	6.2708721	2	7.4211501E-2
2-10343	76	11	1	1580	1426	90.253159	148	9.3670893	6	0.37974682
2-10345	105	12	4	1438	1239	86.161331	167	11.613352	32	2.2253129
2-10348	18	18	18	1	0	0	1	100	0	0
2-10356	280	12	4	3070	2802	91.270355	239	7.7850161	29	0.94462538
2-10358	32	10	3	3694	3436	93.015701	257	6.9572277	1	2.7070925E-2
2-10359	257	11	4	3499	3160	90.311516	324	9.2597885	15	0.42869392
2-10363	54	10	4	3318	3079	92.796867	236	7.1127186	3	9.0415917E-2
2-10370	151	11	1	3279	3018	92.04026	246	7.5022879	15	0.45745653
2-10375	99	11	4	1493	1380	92.431351	104	6.9658408	9	0.60281312
2-10376	27	11	4	2987	2726	91.262138	261	8.7378645	0	0
2-10380	51	10	4	1660	1566	94.337349	93	5.6024098	1	6.0240965E-2
2-10384	25	11	4	1958	1753	89.530136	205	10.469868	0	0
2-10393	77	11	4	3168	2900	91.540405	253	7.9861112	15	0.47348487
2-10418	30	10	4	3383	3116	92.107597	267	7.8924031	0	0
2-10423	153	11	1	3869	3500	90.462646	338	8.7361078	31	0.80124068
2-10440	29	11	0	2547	2302	90.380844	245	9.6191597	0	0
2-10454	27	10	2	3159	2895	91.642921	264	8.3570747	0	0
2-10486	76	10	4	4333	4021	92.799446	303	6.9928451	9	0.20770828
2-10492	186	11	4	3008	2742	91.156921	253	8.4109049	13	0.43218085
2-10563	95	10	4	2755	2561	92.95826	190	6.8965516	4	0.14519055
2-10567	33	11	3	1748	1591	91.018311	155	8.8672771	2	0.11441647
2-10570	25	11	4	1481	1353	91.357193	128	8.6428089	0	0
2-10577	79	11	3	3096	2869	92.667961	216	6.9767447	11	0.35529718
