VehicleID	MaxDelay	AvgDelay	MinDelay	PointsTotal	Points15	Percent15	Points16-30	Percent16-30	Points30	Percent30
---------	--------	--------	--------	-----------	--------	---------	-----------	------------	--------	---------
2-10001	95	11	4	2909	2648	91.027847	244	8.3877621	17	0.58439326
2-1011	35	10	4	1922	1842	95.837669	79	4.1103015	1	0.05202914
2-1022	63	11	4	1001	931	93.006989	65	6.4935064	5	0.49950051
2-10336	291	12	4	2704	2477	91.605034	194	7.1745558	33	1.2204143
2-10339	79	11	2	3182	2913	91.546196	243	7.6367064	26	0.81709611
2-10343	73	11	3	1152	1064	92.361107	83	7.2048612	5	0.43402779
2-10348	175	11	4	2855	2593	90.82312	242	8.4763575	20	0.7005254
2-10356	64	11	3	3109	2876	92.50563	217	6.9797359	16	0.51463491
2-10359	129	10	4	3733	3479	93.195816	235	6.2952051	19	0.50897402
2-10370	77	10	2	3308	3066	92.684402	225	6.801693	17	0.5139057
2-10375	99	11	4	3254	2956	90.842041	279	8.5740623	19	0.58389676
2-10376	74	11	4	3056	2831	92.637428	218	7.1335077	7	0.2290576
2-10380	100	11	4	3232	2871	88.830444	319	9.8700495	42	1.299505
2-10383	1884	240	4	1813	864	47.655819	138	7.6116934	811	44.732487
2-10384	144	11	4	1781	1621	91.016281	135	7.5800114	25	1.4037058
2-10393	103	11	4	3358	3063	91.215012	262	7.8022628	33	0.98272789
2-10398	36	10	4	3884	3672	94.54171	211	5.4325438	1	2.5746655E-2
2-10403	914	69	4	1337	961	71.877335	148	11.069558	228	17.053104
2-10423	42	10	2	2861	2659	92.939529	193	6.7458925	9	0.31457531
2-10440	232	14	6	111	92	82.882881	17	15.315315	2	1.8018018
2-10454	99	11	3	3075	2843	92.455284	216	7.0243902	16	0.52032524
2-10486	996	17	4	3348	2792	83.393074	373	11.14098	183	5.4659495
2-10488	87	10	4	1224	1168	95.424835	55	4.493464	1	8.1699349E-2
2-10560	2752	778	2	3441	553	16.07091	74	2.1505377	2814	81.778549
2-10563	37	10	2	1095	1014	92.602745	74	6.7579908	7	0.63926941
2-10567	72	11	4	1604	1482	92.394012	113	7.0448875	9	0.56109726
2-10570	28	22	17	29	0	0	29	100	0	0
2-10577	3278	102	4	3686	3203	86.896362	251	6.8095498	232	6.294086
2-10580	108	10	4	1759	1648	93.689598	93	5.2870946	18	1.0233086
2-10584	108	11	3	3726	3377	90.633385	306	8.2125607	43	1.1540526
2-10594	75	11	4	3132	2792	89.144318	333	10.632184	7	0.22349936
2-10598	700	48	4	1510	1219	80.728477	128	8.4768209	163	10.794703
2-10600	74	11	4	2682	2370	88.36689	293	10.924683	19	0.70842654
2-10604	57	11	2	1047	977	93.314232	66	6.3037248	4	0.38204393
2-10632	166	13	4	1380	1203	87.173912	135	9.782609	42	3.0434783
2-10634	280	12	4	2042	1887	92.409401	126	6.1704211	29	1.4201763
2-10636	101	11	4	1593	1428	89.642181	150	9.4161959	15	0.94161958
2-10642	61	10	4	2858	2659	93.037086	191	6.6829948	8	0.27991602
2-10647	32	10	2	1576	1492	94.670052	83	5.2664971	1	6.3451774E-2
2-10671	279	11	4	3841	3539	92.137459	272	7.0814891	30	0.78104663
