VehicleID	MaxDelay	AvgDelay	MinDelay	PointsTotal	Points15	Percent15	Points16-30	Percent16-30	Points30	Percent30
---------	--------	--------	--------	-----------	--------	---------	-----------	------------	--------	---------
2-10001	77	11	4	3046	2820	92.580429	219	7.1897573	7	0.2298096
2-10002	77	10	1	3568	3314	92.881165	242	6.7825108	12	0.33632287
2-10005	71	10	2	1129	1067	94.508415	61	5.4030118	1	8.8573955E-2
2-1011	107	10	4	3317	3097	93.3675	203	6.119988	17	0.51251125
2-10336	68	10	4	2916	2748	94.238678	165	5.6584363	3	0.10288066
2-10339	1461	41	2	2916	2553	87.551437	184	6.3100138	179	6.138546
2-10343	78	10	1	1125	1039	92.355553	79	7.022222	7	0.62222219
2-10348	56	10	4	701	668	95.292435	30	4.2796006	3	0.42796004
2-10359	19	19	19	1	0	0	1	100	0	0
2-10369	200	29	4	1901	1006	52.919518	301	15.833771	594	31.246714
2-10370	100	11	4	3529	3273	92.745819	251	7.1124964	5	0.14168319
2-10376	77	10	4	1450	1363	94	83	5.7241383	4	0.27586207
2-10380	274	11	4	2535	2347	92.583832	167	6.5877714	21	0.8284024
2-10384	68	10	4	1783	1662	93.213684	115	6.4498038	6	0.33651149
2-10393	86	10	4	2742	2546	92.851929	184	6.7104301	12	0.43763676
2-10398	73	10	3	4193	3932	93.775337	257	6.1292629	4	9.5397085E-2
2-10403	1494	213	4	1637	778	47.525963	151	9.2241907	708	43.249847
2-10423	80	11	4	3263	2999	91.909286	251	7.6923079	13	0.39840639
2-10440	78	10	2	2471	2292	92.755966	169	6.8393364	10	0.40469444
2-10454	103	11	4	3532	3174	89.864098	327	9.2582111	31	0.87768966
2-10482	33	10	3	1296	1208	93.209877	87	6.7129626	1	7.7160493E-2
2-10486	200	19	3	3856	2959	76.737556	425	11.021784	472	12.240664
2-10488	72	11	4	1692	1561	92.257683	128	7.565012	3	0.17730495
2-10489	68	10	4	3996	3780	94.594589	210	5.2552552	6	0.15015015
2-10560	1763	324	4	1636	573	35.024448	80	4.8899755	983	60.085575
2-10563	81	10	2	1500	1421	94.733337	73	4.8666668	6	0.40000001
2-10567	39	10	4	3577	3349	93.625946	226	6.3181438	2	5.5912778E-2
2-10570	55	11	4	2853	2642	92.604271	207	7.2555208	4	0.1402033
2-10577	78	11	4	3425	3165	92.40876	254	7.4160585	6	0.17518249
2-10581	923	36	3	1463	1117	76.349968	191	13.055367	155	10.594668
2-10584	76	10	4	3352	3163	94.361572	174	5.1909308	15	0.44749403
2-10594	30	10	4	3619	3333	92.097267	286	7.9027357	0	0
2-10598	850	19	4	3588	3144	87.62542	325	9.057971	119	3.3166111
2-10600	104	11	4	2849	2606	91.470688	219	7.6869078	24	0.84240085
2-10604	278	11	4	2643	2475	93.643585	152	5.7510405	16	0.60537267
