VehicleID	MaxDelay	AvgDelay	MinDelay	PointsTotal	Points15	Percent15	Points16-30	Percent16-30	Points30	Percent30
---------	--------	--------	--------	-----------	--------	---------	-----------	------------	--------	---------
2-10001	20	10	2	1162	1098	94.492256	64	5.5077453	0	0
2-10002	99	11	4	3262	3011	92.305336	244	7.4800739	7	0.21459228
2-10005	37	11	4	498	449	90.160645	48	9.6385536	1	0.20080321
2-1011	269	13	4	1711	1561	91.2332	126	7.3641143	24	1.4026885
2-10348	271	12	4	1685	1548	91.869438	110	6.5281897	27	1.6023738
2-10370	81	10	4	3277	3037	92.676231	228	6.957583	12	0.36618859
2-10380	69	10	2	1704	1604	94.131454	93	5.4577465	7	0.4107981
2-10384	23	7	2	101	100	99.009903	1	0.99009901	0	0
2-10393	36	10	4	3527	3284	93.110291	242	6.8613553	1	2.8352708E-2
2-10398	68	10	3	3917	3697	94.383453	215	5.4888945	5	0.12764871
2-10403	1406	220	4	1560	697	44.679485	158	10.128205	705	45.192307
2-10423	807	17	4	3201	2952	92.221184	190	5.9356451	59	1.843174
2-10440	1385	177	5	87	57	65.517242	8	9.1954021	22	25.287357
2-10454	73	11	4	3450	3214	93.159416	217	6.2898555	19	0.55072469
2-10486	58	11	4	2705	2491	92.088722	210	7.7634015	4	0.14787431
2-10488	105	11	4	1423	1342	94.3078	66	4.6380887	15	1.054111
2-10563	40	8	2	133	127	95.488724	5	3.7593982	1	0.75187969
2-10577	74	10	2	3083	2912	94.453453	159	5.1573143	12	0.38923126
2-10580	209	11	4	3505	3167	90.356636	328	9.3580599	10	0.28530672
2-10584	76	11	4	3352	3107	92.690933	232	6.9212408	13	0.38782817
2-10594	886	36	4	3642	3133	86.024162	260	7.1389346	249	6.8369031
2-10598	2276	100	4	1688	1353	80.154022	153	9.0639811	182	10.781991
2-10604	26	10	4	1366	1278	93.557831	88	6.4421668	0	0
2-10636	4501	443	4	1451	1091	75.189522	100	6.891799	260	17.918676
2-10642	61	10	3	2957	2763	93.439301	187	6.323977	7	0.23672642
2-10644	78	11	4	2912	2706	92.925819	187	6.4217033	19	0.65247256
2-10671	22	10	4	1633	1544	94.549904	89	5.4500918	0	0
2-10681	37	10	4	1155	1068	92.467537	86	7.4458876	1	0.08658009
2-10682	77	11	3	2803	2540	90.617195	255	9.0973959	8	0.2854085
2-10700	1924	307	5	726	308	42.424244	66	9.090909	352	48.484848
2-1085	270	11	4	3252	3072	94.464943	157	4.8277984	23	0.70725709
2-11476	1384	29	4	2977	2732	91.770241	173	5.8112192	72	2.4185421
2-1192	76	10	4	1570	1463	93.184715	101	6.4331212	6	0.38216561
2-1222	97	11	4	1502	1393	92.743011	97	6.458056	12	0.79893482
2-1254	78	11	4	3151	2734	86.766106	407	12.916535	10	0.31735957
2-132	1514	13	1	2964	2717	91.666672	214	7.2199731	33	1.1133603
2-1341	101	10	4	1724	1632	94.663574	73	4.2343388	19	1.1020882
2-1353	76	10	2	3054	2829	92.632614	208	6.8107405	17	0.55664706
2-1361	38	11	3	3109	2824	90.833069	282	9.0704403	3	9.6494049E-2
2-1386	65	11	4	1509	1377	91.252487	128	8.482439	4	0.26507622
2-1387	3960	945	4	1939	225	11.603919	50	2.5786488	1664	85.817429
2-1395	199	11	4	3055	2789	91.292961	243	7.9541736	23	0.75286418
2-1447	143	10	2	3350	3118	93.074623	221	6.5970154	11	0.3283582
2-1610	80	10	4	3353	3154	94.065018	190	5.6665673	9	0.26841635
2-1614	59	11	4	1508	1367	90.649864	137	9.0848808	4	0.26525199
2-1618	70	12	2	2853	2355	82.544693	491	17.209955	7	0.24535577
2-1622	68	11	4	1428	1283	89.84594	137	9.5938377	8	0.56022412
2-1663	279	11	1	3667	3404	92.827919	238	6.4903193	25	0.6817562
2-1681	917	20	4	2856	2591	90.721291	192	6.7226896	73	2.5560224
2-1685	109	11	4	3454	3183	92.154022	238	6.8905616	33	0.95541406
2-1716	54	11	3	2278	2120	93.064095	153	6.7164183	5	0.21949078
2-1723	80	10	4	3099	2942	94.933853	148	4.7757344	9	0.29041627
2-17405	80	11	4	3040	2808	92.368423	221	7.2697372	11	0.3618421
2-17440	281	12	3	3037	2716	89.430359	299	9.8452415	22	0.72439909
2-1747	80	10	3	1859	1746	93.921463	109	5.8633676	4	0.21516944
2-17496	81	10	4	2830	2631	92.968193	196	6.9257951	3	0.10600707
2-17536	319	12	4	3348	3062	91.457588	255	7.616487	31	0.92592591
2-1779	889	19	4	3394	3085	90.895699	233	6.865056	76	2.2392457
2-1801	203	18	4	3800	3037	79.921051	350	9.2105265	413	10.868422
2-1825	40	10	2	3212	3007	93.617683	204	6.3511834	1	3.1133249E-2
2-1840	1683	230	4	3434	1479	43.069305	249	7.251019	1706	49.679672
2-1846	48	10	4	3090	2957	95.695793	127	4.1100321	6	0.19417477
2-1863	23	10	4	324	299	92.283951	25	7.7160492	0	0
2-1874	89	10	4	3637	3410	93.758598	219	6.0214462	8	0.21996151
2-188	75	11	4	3394	3122	91.985855	258	7.6016502	14	0.41249263
2-1890	77	10	4	2455	2297	93.564156	151	6.150713	7	0.28513238
2-1896	76	11	4	2606	2428	93.169609	173	6.638526	5	0.19186494
2-1899	71	11	4	1904	1786	93.802521	114	5.9873948	4	0.21008405
2-1914	76	11	4	1597	1460	91.421417	132	8.2654972	5	0.31308705
2-1918	70	10	4	2507	2349	93.697647	150	5.9832468	8	0.31910652
2-193	70	10	4	3179	2983	93.834534	190	5.9767222	6	0.1887386
2-1939	31	10	4	1518	1429	94.137024	88	5.7971015	1	6.5876156E-2
2-195	59	10	4	3311	3082	93.083664	226	6.8257322	3	9.0607069E-2
2-1951	60	10	4	3302	3081	93.307083	214	6.4809203	7	0.21199273
2-1970	129	11	4	3627	3270	90.157158	294	8.1058722	63	1.7369727
2-1990	71	10	4	1665	1565	93.993988	95	5.7057056	5	0.3003003
2-1991	989	76	4	2000	1264	63.200005	220	11	516	25.799999
2-200	70	10	4	2939	2775	94.419876	159	5.4100032	5	0.17012589
2-2014	57694	14624	4	1644	1065	64.781021	94	5.7177615	485	29.501217
2-2015	65	10	4	1618	1506	93.077873	108	6.6749072	4	0.24721879
2-2026	273	33	4	3397	1770	52.104801	521	15.337062	1106	32.55814
2-203	552	11	4	1396	1265	90.616051	129	9.2406874	2	0.14326648
2-2030	277	11	2	3587	3349	93.364929	213	5.9381099	25	0.69696128
2-2034	22	10	4	3190	2968	93.040756	222	6.9592476	0	0
2-2049	52	10	4	2234	2082	93.19606	147	6.5801253	5	0.22381379
2-2054	98	11	2	3061	2732	89.251877	295	9.6373739	34	1.1107481
