VehicleID	MaxDelay	AvgDelay	MinDelay	PointsTotal	Points15	Percent15	Points16-30	Percent16-30	Points30	Percent30
---------	--------	--------	--------	-----------	--------	---------	-----------	------------	--------	---------
2-10001	87	10	4	3151	2943	93.398926	196	6.2202477	12	0.38083148
2-10002	59	10	4	2343	2210	94.323517	117	4.993598	16	0.68288517
2-10005	52	11	5	403	353	87.593056	48	11.91067	2	0.4962779
2-1011	62	11	4	3627	3333	91.894127	270	7.4441686	24	0.66170388
2-1022	77	11	4	1898	1736	91.464699	155	8.1664915	7	0.36880928
2-10345	94	11	4	2722	2409	88.501099	296	10.874357	17	0.62454075
2-10348	76	11	4	1662	1530	92.057762	121	7.2803845	11	0.66185319
2-10359	18	12	6	55	48	87.272728	7	12.727272	0	0
2-10370	60	10	4	3431	3192	93.034103	232	6.7618771	7	0.20402215
2-10380	79	10	4	3378	3135	92.806396	236	6.9863825	7	0.20722321
2-10383	48	10	5	1792	1663	92.801338	127	7.0870533	2	0.11160715
2-10384	110	11	4	1773	1635	92.216583	114	6.4297805	24	1.3536379
2-10393	80	10	4	3147	2939	93.390533	194	6.1646008	14	0.44486812
2-10398	851	72	4	2109	1708	80.986252	105	4.9786625	296	14.035088
2-10403	727	29	1	941	770	81.827843	121	12.858661	50	5.3134961
2-10423	16	16	16	1	0	0	1	100	0	0
2-10440	107	10	4	1821	1720	94.453598	94	5.1619987	7	0.38440418
2-10454	74	10	3	3199	2966	92.716476	222	6.9396691	11	0.34385744
2-10482	706	27	5	1436	1261	87.81337	99	6.8941503	76	5.292479
2-10486	92	11	4	2779	2566	92.335373	200	7.1968331	13	0.46779415
2-10488	34	10	4	1736	1639	94.412437	96	5.529954	1	5.7603687E-2
2-10577	277	11	4	3568	3367	94.366592	184	5.1569505	17	0.47645742
2-10580	105	10	3	3959	3697	93.382172	241	6.0873961	21	0.53043693
2-10581	853	39	4	1279	1045	81.704453	145	11.336983	89	6.9585614
2-10584	275	11	4	3351	3116	92.987167	215	6.4159951	20	0.59683675
2-10594	76	10	4	3285	3053	92.937592	216	6.5753422	16	0.48706242
2-10598	2627	293	4	1753	917	52.310326	104	5.9326868	732	41.756989
2-10600	69	11	4	2200	1986	90.272728	209	9.5	5	0.22727272
2-10611	73	11	1	2553	2340	91.656876	205	8.0297689	8	0.31335685
2-10632	119	11	4	1992	1800	90.361443	170	8.5341368	22	1.1044177
2-10634	76	10	4	553	522	94.394211	28	5.0632911	3	0.54249549
2-10636	77	11	4	3575	3310	92.58741	257	7.1888113	8	0.22377624
2-10644	105	11	4	2960	2754	93.040535	191	6.4527025	15	0.50675672
2-10647	170	14	6	150	105	70	42	28	3	2
2-10657	100	11	3	1885	1724	91.458885	142	7.5331559	19	1.0079576
2-10671	164	11	3	3521	3253	92.388527	232	6.5890369	36	1.0224369
