VehicleID	MaxDelay	AvgDelay	MinDelay	PointsTotal	Points15	Percent15	Points16-30	Percent16-30	Points30	Percent30
---------	--------	--------	--------	-----------	--------	---------	-----------	------------	--------	---------
2-10001	54	10	4	2995	2820	94.156929	173	5.7762938	2	6.6777967E-2
2-10002	75	10	4	3087	2878	93.229675	205	6.6407518	4	0.12957564
2-1011	33	10	4	1772	1695	95.654625	75	4.2325058	2	0.11286682
2-1022	78	10	4	2965	2742	92.47892	214	7.2175374	9	0.3035413
2-10339	28	10	4	3104	2940	94.716492	164	5.283505	0	0
2-10359	35	10	4	1760	1644	93.409088	115	6.5340905	1	0.05681818
2-10370	177	10	2	3129	2967	94.822624	155	4.9536595	7	0.22371365
2-10375	72	11	4	3400	3029	89.088234	365	10.735294	6	0.17647059
2-10380	52	11	4	2365	2182	92.262154	175	7.3995771	8	0.3382664
2-10383	1356	232	4	1597	780	48.841579	65	4.0701313	752	47.088287
2-10393	1389	33	4	1993	1806	90.617165	102	5.1179128	85	4.2649274
2-10398	846	24	3	4025	3651	90.708076	216	5.3664594	158	3.9254658
2-10423	79	11	3	3742	3496	93.42598	231	6.1731696	15	0.40085515
2-10454	29	10	4	1599	1517	94.871796	82	5.1282053	0	0
2-10482	705	23	4	3376	3021	89.484596	232	6.8720379	123	3.6433649
2-10486	81	10	4	3704	3484	94.060478	209	5.6425486	11	0.29697624
2-10560	939	129	3	1598	1050	65.707138	125	7.822278	423	26.470589
2-10577	270	11	3	3514	3246	92.373367	238	6.7729087	30	0.85372794
2-10580	110	11	3	2231	2062	92.424927	157	7.0372028	12	0.53787541
2-10581	840	106	2	277	184	66.425995	19	6.8592057	74	26.714802
2-10584	78	10	3	3356	3149	93.831947	193	5.7508936	14	0.41716328
2-10594	96	10	4	3219	3042	94.501404	166	5.1568809	11	0.34172103
2-10598	1069	196	4	1513	738	48.777264	138	9.1209517	637	42.101784
2-10611	32	11	4	3183	2952	92.742691	230	7.2258873	1	0.0314169
2-10634	54	11	4	1527	1392	91.159134	131	8.5789127	4	0.26195154
2-10644	29	10	4	2800	2611	93.25	189	6.7500005	0	0
2-10657	127	11	4	1527	1377	90.176811	142	9.2992802	8	0.52390307
2-10671	70	10	4	2949	2746	93.11631	197	6.6802306	6	0.2034588
2-10679	201	38	6	88	45	51.136364	11	12.5	32	36.363636
2-10681	92	11	4	2910	2692	92.508591	209	7.1821303	9	0.30927834
2-10682	125	11	4	2706	2371	87.620102	317	11.714708	18	0.66518849
2-1074	77	10	4	2773	2595	93.580963	169	6.0944824	9	0.32455823
2-1085	179	11	2	3843	3594	93.520691	220	5.7246943	29	0.75461876
2-11476	99	11	4	1780	1625	91.292137	141	7.9213486	14	0.78651679
2-11705	582	15	3	2268	2104	92.768959	130	5.7319221	34	1.4991182
2-1192	60	11	4	2104	1932	91.825096	167	7.9372621	5	0.23764257
2-1222	275	11	4	3025	2799	92.528931	201	6.644628	25	0.82644624
2-1236	81	10	4	1403	1319	94.012825	80	5.7020674	4	0.28510335
2-1254	65	11	4	3240	2846	87.839508	388	11.975308	6	0.18518518
2-132	72	11	4	1609	1491	92.666252	114	7.085146	4	0.24860162
2-1341	77	10	4	3585	3347	93.361229	235	6.5550909	3	8.3682008E-2
2-1353	21	10	4	3359	3190	94.968742	169	5.0312595	0	0
2-1361	32	10	4	3329	3134	94.14238	194	5.8275757	1	0.03003905
2-1386	23	10	4	1585	1491	94.069405	94	5.9305992	0	0
2-1395	36563	8498	3	3256	2034	62.469284	170	5.2211304	1052	32.309582
2-143	8	8	8	1	1	100	0	0	0	0
2-1447	81	10	4	1653	1543	93.345436	105	6.352087	5	0.30248034
2-1476	61	10	4	1537	1409	91.672089	125	8.1327257	3	0.19518542
2-149	97	11	4	1596	1409	88.283211	170	10.651629	17	1.0651629
2-1610	36	10	2	3874	3679	94.966438	194	5.0077438	1	2.5813112E-2
2-1614	31	10	4	1527	1452	95.088409	74	4.8461037	1	6.5487884E-2
2-1622	77	10	4	1657	1554	93.783943	93	5.6125531	10	0.60350031
2-1681	99	11	4	1763	1653	93.760635	90	5.1049347	20	1.1344299
2-1716	71	10	4	2359	2196	93.090286	159	6.7401438	4	0.16956337
2-1723	80	11	4	2891	2680	92.701492	205	7.0909715	6	0.20754065
2-17405	71	10	4	3541	3305	93.33522	231	6.523581	5	0.14120306
2-17440	80	11	4	3068	2852	92.959579	202	6.5840936	14	0.45632333
2-17536	105	11	4	3083	2853	92.539734	222	7.2007785	8	0.25948751
2-1779	21	10	2	3195	3009	94.178406	186	5.8215961	0	0
2-1801	185	17	4	1282	979	76.365051	202	15.756631	101	7.8783154
2-1802	303	11	4	3351	3023	90.211876	314	9.3703375	14	0.4177857
2-181	109	11	4	2593	2399	92.518318	178	6.8646355	16	0.61704588
2-1825	81	10	3	3472	3273	94.268433	185	5.328341	14	0.40322578
2-1830	837	26	3	1794	1636	91.192863	104	5.7971015	54	3.0100334
2-1840	2115	352	4	2014	836	41.509434	123	6.1072493	1055	52.383316
2-1842	30	10	4	1684	1602	95.130638	82	4.8693585	0	0
2-1846	65	11	4	3941	3679	93.351944	250	6.3435674	12	0.30449122
2-1853	73	11	3	3652	3359	91.976997	282	7.7217965	11	0.3012048
2-1863	34	10	4	3185	2971	93.281006	211	6.6248035	3	9.4191521E-2
2-1874	24	10	3	896	855	95.42411	41	4.5758929	0	0
2-188	101	10	4	3230	3008	93.126938	206	6.3777089	16	0.49535605
2-1890	304	11	4	3455	3240	93.77713	181	5.2387843	34	0.98408109
2-1896	76	11	4	3272	3049	93.184593	210	6.4180927	13	0.3973105
2-1914	61	11	4	1945	1739	89.408737	201	10.33419	5	0.25706941
2-1918	57	10	3	3048	2880	94.48819	162	5.3149605	6	0.19685039
2-193	70	10	3	3399	3170	93.262726	222	6.5313325	7	0.20594291
2-1939	22	10	4	3194	3005	94.082657	189	5.917345	0	0
2-195	80	10	4	4054	3799	93.709915	245	6.0434141	10	0.24666996
2-1951	61	11	4	1789	1656	92.565681	123	6.8753495	10	0.55897146
2-1970	296	11	2	2083	1968	94.479111	104	4.9927988	11	0.52808452
2-1990	80	10	4	3600	3395	94.305557	195	5.4166665	10	0.27777779
2-200	76	10	4	2968	2793	94.103775	167	5.6266847	8	0.26954177
2-2014	72	10	4	2033	1922	94.540092	107	5.2631578	4	0.19675356
2-2015	101	10	2	3534	3237	91.595924	294	8.3191853	3	8.4889643E-2
2-2026	314	37	4	1053	527	50.047482	174	16.524216	352	33.428299
2-203	65	10	4	3302	3079	93.246521	213	6.4506359	10	0.30284676
2-2030	1280	20	4	3627	3401	93.768951	184	5.0730629	42	1.1579818
2-2034	115	11	4	3494	3255	93.159698	232	6.6399546	7	0.20034343
2-2044	28	10	4	3695	3481	94.208389	214	5.7916102	0	0
2-2054	84	11	2	3319	3055	92.045799	250	7.5323896	14	0.42181379
2-2094	32	10	3	1388	1321	95.172913	66	4.755043	1	7.2046109E-2
2-2120	49	10	2	2814	2644	93.958778	168	5.970149	2	7.1073204E-2
2-2224	408	11	4	3230	2984	92.383904	225	6.9659443	21	0.65015483
2-2268	15	9	6	3	3	100	0	0	0	0
2-227	74	10	3	3089	2878	93.169312	198	6.4098411	13	0.42084819
2-2288	31	10	4	2255	2108	93.481155	146	6.4745007	1	0.0443459
2-230	73	10	4	1604	1494	93.142143	106	6.6084785	4	0.24937657
2-2320	79	10	3	3142	2940	93.570969	195	6.2062378	7	0.22278804
2-2380	805	31	4	3499	2915	83.309517	255	7.2877965	329	9.4026861
2-2381	63	11	4	2896	2669	92.161598	221	7.6312156	6	0.20718232
2-2384	70	10	4	3176	2976	93.702766	196	6.1712847	4	0.12594458
2-2389	59	10	4	3211	3018	93.98941	189	5.8860168	4	0.12457179
2-239	65	10	2	1478	1400	94.722595	72	4.8714476	6	0.405954
2-2396	30	10	3	3452	3252	94.206253	200	5.7937427	0	0
2-2398	87	10	3	1424	1320	92.696632	100	7.0224719	4	0.28089887
2-2417	73	10	2	3366	3141	93.315506	218	6.4765296	7	0.20796198
2-2431	118	10	4	3010	2851	94.717613	155	5.1495018	4	0.13289036
2-246	59	10	4	3317	3107	93.668976	207	6.2405787	3	9.0443172E-2
2-247	1388	34	4	2984	2761	92.52681	125	4.1890082	98	3.2841823
2-2499	67	10	4	1901	1788	94.055763	107	5.6286163	6	0.31562334
2-2509	40	11	3	1700	1543	90.764709	152	8.9411764	5	0.29411766
2-252	1377	135	4	4049	2584	63.81823	245	6.0508771	1220	30.130896
2-2529	56	10	2	3127	2952	94.40358	164	5.2446437	11	0.35177484
2-256	181	12	3	2991	2632	87.997322	300	10.03009	59	1.9725845
2-2568	71	10	2	3538	3302	93.329567	230	6.5008478	6	0.16958733
2-2573	271	11	3	3104	2872	92.525772	208	6.7010307	24	0.77319586
2-2587	40	10	4	3305	3064	92.708015	239	7.2314672	2	6.0514372E-2
2-2589	52	10	4	3446	3214	93.267555	228	6.6163669	4	0.11607661
2-2598	1120	121	4	1838	1206	65.614799	156	8.4874859	476	25.897715
2-262	848	71	3	1620	1281	79.074074	95	5.8641973	244	15.061728
2-2676	57	10	4	3413	3215	94.198647	195	5.7134485	3	8.7899208E-2
2-2706	22	10	2	2171	2083	95.946571	88	4.0534315	0	0
2-2713	82	10	2	3618	3440	95.080154	169	4.6710892	9	0.24875621
2-2735	34	10	4	3166	3010	95.072647	154	4.864182	2	6.3171193E-2
2-2743	81	11	4	1635	1502	91.865448	126	7.7064223	7	0.42813456
2-2749	93	10	1	3035	2821	92.948929	207	6.8204284	7	0.2306425
2-2761	846	40	4	3240	2756	85.061729	236	7.2839508	248	7.6543212
2-2774	36	10	4	1629	1520	93.308777	108	6.6298342	1	6.1387353E-2
2-2783	815	20	4	3233	2905	89.854622	227	7.0213423	101	3.1240335
2-2791	101	11	4	3470	3237	93.285301	206	5.9365997	27	0.77809799
2-280	59	11	4	1872	1722	91.987183	142	7.5854702	8	0.42735046
2-2821	1557	176	4	1838	1090	59.303593	139	7.5625682	609	33.133842
2-2833	93	10	2	1970	1858	94.31472	98	4.9746194	14	0.71065992
2-2837	89	10	4	4056	3847	94.847145	201	4.9556212	8	0.19723865
2-2849	13	8	5	11	11	100	0	0	0	0
2-2853	102	11	4	3151	2935	93.145027	209	6.6328154	7	0.2221517
2-2858	1869	314	4	1811	937	51.739372	87	4.8039756	787	43.456654
2-2859	31	10	4	2485	2338	94.084511	146	5.8752513	1	4.0241446E-2
2-2863	74	11	4	1722	1595	92.624855	126	7.3170729	1	5.8072008E-2
2-2875	67	10	4	3372	3142	93.179123	227	6.7319098	3	8.8967972E-2
2-2898	108	11	4	3361	3128	93.067535	217	6.4564118	16	0.4760488
2-2923	80	11	4	1334	1247	93.478264	85	6.3718138	2	0.14992504
2-2934	52435	14835	4	2239	1409	62.929882	109	4.8682446	721	32.201878
2-2940	69	10	4	3076	2859	92.945389	213	6.9245772	4	0.13003901
2-2942	23	10	4	2327	2175	93.467987	152	6.5320158	0	0
2-2956	75	11	1	3105	2753	88.663445	347	11.175524	5	0.16103059
2-296	101	11	4	3267	2973	91.000923	277	8.4787264	17	0.52035505
2-2963	560	11	2	2429	2282	93.948128	137	5.6401811	10	0.41169208
2-2967	41	11	2	3226	2863	88.747673	352	10.911345	11	0.34097955
2-2970	3995	485	5	1447	348	24.049757	179	12.370421	920	63.579823
2-2977	108	11	4	1678	1514	90.226456	144	8.581645	20	1.1918951
2-298	105	11	4	1477	1366	92.484764	102	6.9058905	9	0.60934329
2-2984	66	10	4	3328	3102	93.209137	221	6.640625	5	0.15024039
2-2994	57	10	4	1535	1432	93.289902	97	6.3192182	6	0.39087948
2-3003	80	11	4	3289	3035	92.27729	244	7.4186683	10	0.30404377
2-3058	93	11	3	2197	1926	87.665001	250	11.379153	21	0.95584887
2-3061	72	10	4	2833	2595	91.599014	233	8.2244968	5	0.17649135
2-3065	81	11	3	2956	2761	93.403252	192	6.4952641	3	0.1014885
2-3068	94	11	4	2214	2073	93.631432	128	5.7813911	13	0.58717251
2-3070	54	11	4	2069	1890	91.348473	175	8.4581928	4	0.19333011
2-3098	58	10	4	3320	3103	93.46386	209	6.2951813	8	0.24096386
2-3103	37	10	4	1732	1603	92.551964	124	7.1593533	5	0.28868359
2-3130	111	11	4	1797	1703	94.769058	82	4.5631609	12	0.66777962
