VehicleID	MaxDelay	AvgDelay	MinDelay	PointsTotal	Points15	Percent15	Points16-30	Percent16-30	Points30	Percent30
---------	--------	--------	--------	-----------	--------	---------	-----------	------------	--------	---------
2-10001	108	11	0	2901	2604	89.762154	271	9.3416061	26	0.89624262
2-1011	32	10	3	1914	1780	92.998955	133	6.9487982	1	5.2246604E-2
2-10336	80	11	4	3100	2833	91.3871	255	8.2258072	12	0.38709676
2-10339	1772	186	1	4038	2626	65.032196	244	6.0425954	1168	28.925211
2-10343	78	11	1	1338	1193	89.162926	138	10.313901	7	0.52316892
2-10348	97	11	4	2924	2675	91.484268	236	8.0711355	13	0.44459644
2-10358	103	11	4	3634	3296	90.698952	314	8.6406164	24	0.6604293
2-10359	77	11	4	2956	2684	90.798378	262	8.8633289	10	0.33829498
2-10363	35	11	0	3904	3406	87.243858	496	12.704918	2	5.1229507E-2
2-10369	321	36	3	2814	1380	49.040512	436	15.493959	998	35.46553
2-10370	108	11	4	3293	3021	91.740051	246	7.4703918	26	0.78955358
2-10375	278	12	4	2943	2648	89.976212	269	9.1403332	26	0.88345224
2-10376	271	11	1	3002	2767	92.171883	225	7.4950032	10	0.33311126
2-10380	181	12	1	3423	3078	89.92112	279	8.1507454	66	1.9281331
2-10393	151	11	4	3424	3120	91.121498	273	7.9731307	31	0.90537381
2-10403	1753	348	4	1765	565	32.01133	103	5.8356943	1097	62.152977
2-10418	67	11	4	3254	2998	92.132759	247	7.5906572	9	0.27658266
2-10423	79	11	0	2757	2394	86.833511	358	12.985128	5	0.18135655
2-10440	30	11	4	3179	2917	91.758415	262	8.2415857	0	0
2-10454	87	11	3	2962	2549	86.056725	396	13.369346	17	0.57393652
2-10482	2373	694	5	1887	261	13.831478	65	3.4446211	1561	82.7239
2-10486	82	11	4	4088	3766	92.123291	312	7.6320939	10	0.24461839
2-10490	849	18	4	2710	2215	81.734314	357	13.173431	138	5.0922508
2-10492	152	11	4	3435	3112	90.596794	284	8.2678308	39	1.1353712
2-10560	1113	184	3	1701	910	53.49794	133	7.8189297	658	38.683128
2-10563	44	10	0	2751	2504	91.021446	242	8.7968016	5	0.1817521
2-10567	40	11	4	1927	1746	90.607162	177	9.1852617	4	0.20757656
2-10570	84	11	4	2995	2750	91.819695	234	7.8130217	11	0.36727878
2-10580	77	11	4	692	626	90.462425	62	8.9595375	4	0.57803464
2-10584	79	10	4	3504	3283	93.692924	212	6.0502281	9	0.25684932
