VehicleID	MaxDelay	AvgDelay	MinDelay	PointsTotal	Points15	Percent15	Points16-30	Percent16-30	Points30	Percent30
---------	--------	--------	--------	-----------	--------	---------	-----------	------------	--------	---------
2-10005	383	27	-6	3131	2256	72.053658	173	5.5253911	702	22.420952
2-1011	80	5	-6	2462	2433	98.82209	23	0.93419981	6	0.2437043
2-10336	19	5	-9	3262	3240	99.325569	22	0.67443281	0	0
2-10343	264	6	-6	3702	3636	98.217178	40	1.080497	26	0.70232308
2-10345	91	5	-7	3630	3582	98.677689	38	1.046832	10	0.27548209
2-10348	49	5	-6	2467	2422	98.175926	40	1.6214024	5	0.2026753
2-10358	71	5	-6	3973	3942	99.219734	26	0.65441734	5	0.12584949
2-10363	27	5	-5	1748	1734	99.199089	14	0.80091536	0	0
2-10375	38	6	-6	2992	2910	97.259361	80	2.6737967	2	6.6844918E-2
2-10383	114	6	-6	3290	3231	98.206688	46	1.3981763	13	0.3951368
2-10384	79	5	-8	3696	3649	98.728355	39	1.0551949	8	0.21645021
2-10403	52	5	-8	3543	3497	98.701668	42	1.1854361	4	0.11289867
2-10482	69	6	-6	3158	3116	98.670044	32	1.0132996	10	0.31665611
2-10486	16	6	-2	175	174	99.428574	1	0.57142854	0	0
2-10492	66	5	-6	1625	1599	98.400002	21	1.2923076	5	0.30769232
2-10563	55	5	-5	2435	2394	98.316223	39	1.6016427	2	8.2135528E-2
2-10570	83	5	-7	4286	4200	97.993469	63	1.469902	23	0.53663093
2-10577	75	5	-9	3805	3756	98.712219	40	1.0512483	9	0.23653089
2-10580	89	5	-6	1738	1718	98.849258	14	0.80552363	6	0.34522441
2-10581	666	11	-8	3194	3022	94.614906	107	3.3500314	65	2.0350657
2-10604	245	6	-7	3099	3039	98.063889	30	0.96805423	30	0.96805423
2-10611	92	5	-5	1594	1561	97.929733	18	1.1292347	15	0.94102883
2-10632	271	6	-6	3003	2958	98.501495	28	0.93240094	17	0.56610054
2-10634	29	5	-6	3608	3581	99.251663	27	0.74833703	0	0
2-10636	24	5	-7	3037	3010	99.11097	27	0.88903522	0	0
2-10642	103	6	-6	4085	4040	98.898407	36	0.88127291	9	0.22031823
2-10644	21	5	-7	3459	3437	99.363976	22	0.63602197	0	0
2-10646	72	6	-6	2014	1985	98.560074	22	1.0923536	7	0.34756702
2-10657	29	5	-6	3218	3192	99.192047	26	0.80795521	0	0
2-10679	75	5	-6	3491	3449	98.796906	36	1.0312232	6	0.17187053
2-10681	16	8	5	20	19	95	1	5	0	0
2-10682	26	5	-5	2938	2899	98.672569	39	1.3274336	0	0
2-10700	75	5	-5	3289	3228	98.145332	44	1.3377926	17	0.51687443
2-1074	176	5	-7	3436	3377	98.282883	42	1.2223516	17	0.49476135
2-1085	532	12	-6	3124	3033	97.087067	23	0.73623562	68	2.1766965
2-112	94	6	-5	4079	3979	97.548416	94	2.3044863	6	0.14709488
2-1137	97	6	-7	3557	3485	97.975822	48	1.3494518	24	0.67472589
2-11476	273	6	-6	3001	2941	98.000664	41	1.3662113	19	0.63312232
2-1222	79	5	-6	3429	3369	98.250214	50	1.4581511	10	0.29163021
2-1250	96	6	-6	3066	3017	98.401825	41	1.3372473	8	0.26092631
2-1299	77	5	-7	3238	3212	99.197037	20	0.61766523	6	0.18529958
2-132	76	15	-4	83	69	83.13253	0	0	14	16.86747
2-1328	23	5	-6	3386	3352	98.995865	34	1.0041347	0	0
2-1345	25	5	-6	2930	2902	99.044373	28	0.95563138	0	0
2-1346	273	7	-6	3298	3201	97.058823	56	1.6979989	41	1.2431777
2-1347	16	10	-1	37	36	97.297302	1	2.7027028	0	0
2-1353	16	8	1	117	116	99.145302	1	0.85470092	0	0
2-1370	77	5	-5	2291	2259	98.603233	26	1.1348757	6	0.26189438
2-1375	25	5	-6	3105	3076	99.066025	29	0.93397748	0	0
2-1379	69	5	-8	3075	3037	98.764229	34	1.1056911	4	0.13008131
2-1381	78	6	-7	3285	3233	98.417053	41	1.2480974	11	0.33485541
2-1386	76	5	-5	3617	3573	98.783524	35	0.96765274	9	0.24882498
2-1387	18	12	7	2	1	50	1	50	0	0
2-1395	54	5	-6	2914	2857	98.043922	52	1.7844888	5	0.17158546
2-1431	1860	149	-8	2896	2041	70.476517	118	4.0745859	737	25.448895
2-1447	31	5	-5	1795	1774	98.830086	20	1.1142061	1	5.5710308E-2
2-1495	125	6	-6	3913	3852	98.441093	38	0.97112191	23	0.58778429
2-1538	70	6	-6	3737	3663	98.019806	51	1.3647311	23	0.61546695
2-1571	73	5	-7	3143	3096	98.504616	40	1.2726694	7	0.22271715
2-1624	765	19	-9	1764	1672	94.784584	19	1.0770974	73	4.1383224
2-1656	29	5	-4	137	136	99.270073	1	0.729927	0	0
2-1681	85	52	44	69	0	0	0	0	69	100
2-1685	273	7	-5	3840	3724	96.979164	65	1.6927084	51	1.328125
2-17135	220	8	-7	3688	3516	95.33622	61	1.654013	111	3.0097613
2-17140	146	8	-5	785	742	94.522293	11	1.401274	32	4.0764332
2-17147	183	9	-7	3577	3351	93.681854	47	1.3139502	179	5.0041938
2-17154	207	10	-6	3225	2945	91.317825	61	1.8914729	219	6.7906976
2-17160	107	6	-5	1106	1080	97.649185	14	1.2658228	12	1.084991
2-17164	48	6	-5	384	373	97.135422	5	1.3020833	6	1.5625
2-17171	398	13	-5	3114	2842	91.265259	53	1.7019911	219	7.0327549
2-17182	224	9	-6	2445	2304	94.233131	40	1.6359918	101	4.1308794
2-17183	216	10	-7	3630	3370	92.837463	61	1.6804408	199	5.4820938
2-17188	321	10	-6	3450	3195	92.608696	53	1.5362319	202	5.8550725
2-17201	151	7	-6	3412	3274	95.955452	39	1.1430246	99	2.9015241
2-17203	284	6	-6	4095	3973	97.02076	63	1.5384616	59	1.4407815
2-17209	68	4	-6	2201	2185	99.273056	8	0.36347115	8	0.36347115
2-17220	862	67	-6	2332	1875	80.403091	34	1.457976	423	18.138937
2-17405	282	8	-6	1283	1248	97.272018	12	0.93530786	23	1.7926733
2-17465	79	5	-5	1559	1540	98.781273	14	0.89801157	5	0.32071841
2-17468	83	5	-6	3346	3298	98.565453	35	1.0460252	13	0.38852361
2-17495	76	6	-6	2892	2751	95.124481	134	4.633472	7	0.24204704
2-17563	78	6	-6	3000	2918	97.26667	72	2.4000001	10	0.33333334
2-17985	139	6	-6	1864	1814	97.317596	26	1.3948498	24	1.2875537
2-17986	299	9	-6	3763	3533	93.887856	70	1.8602179	160	4.2519269
2-17991	184	9	-7	3884	3603	92.76519	86	2.2142122	195	5.020597
2-18009	221	10	-5	2384	2213	92.827187	46	1.9295301	125	5.2432885
2-18014	150	8	-6	2495	2347	94.06813	38	1.5230461	110	4.4088178
2-18017	73	5	-7	3560	3526	99.044945	22	0.6179775	12	0.33707866
2-18023	186	9	-6	3686	3408	92.457947	77	2.0889854	201	5.4530659
2-18029	179	7	-7	3831	3643	95.092667	59	1.5400679	129	3.3672671
2-1803	61	5	-5	3015	2980	98.839142	28	0.9286899	7	0.23217247
2-18036	216	8	-6	1674	1576	94.14576	23	1.3739545	75	4.4802866
2-18041	224	8	-6	3789	3595	94.879913	69	1.821061	125	3.2990236
2-18053	148	7	-6	847	804	94.923256	17	2.0070839	26	3.0696576
2-181	30	5	-6	3639	3596	98.818359	43	1.1816432	0	0
2-1816	100	6	-6	3419	3348	97.92337	61	1.7841473	10	0.29248318
2-1825	83	10	-1	73	61	83.561638	11	15.068494	1	1.369863
2-1846	16	5	-5	708	706	99.717514	2	0.28248587	0	0
2-1874	35	6	-4	1582	1553	98.166878	28	1.7699115	1	6.3211128E-2
2-1918	23	6	-5	1673	1655	98.924088	18	1.0759115	0	0
2-192	268	7	-5	2723	2637	96.841721	66	2.4237974	20	0.73448402
2-1939	76	5	-6	2708	2675	98.781387	25	0.92319053	8	0.29542097
2-1946	96	6	-6	3200	3159	98.71875	34	1.0625	7	0.21875
2-195	80	5	-5	1749	1731	98.97084	16	0.91480845	2	0.11435106
2-1991	71	5	-6	3731	3698	99.115524	25	0.67006165	8	0.21441972
2-2025	274	6	-6	3722	3662	98.387962	38	1.0209565	22	0.59108007
2-2026	45	1	-6	100	99	99	0	0	1	1
2-2030	-1	-1	-1	1	1	100	0	0	0	0
2-2054	27	5	-7	3421	3383	98.889214	38	1.1107863	0	0
2-2075	90	6	-7	3674	3605	98.121933	57	1.5514426	12	0.32661948
2-2121	55	5	-7	3954	3905	98.76075	46	1.1633788	3	7.5872533E-2
2-215	77	6	-6	3146	3096	98.410675	40	1.2714559	10	0.31786397
2-2163	18	18	18	1	0	0	1	100	0	0
2-2182	73	5	-6	3688	3653	99.050972	28	0.75921911	7	0.18980478
2-227	79	5	-9	4335	4249	98.016151	77	1.7762399	9	0.20761245
2-2294	262	6	-6	3245	3181	98.027733	46	1.4175655	18	0.55469954
2-2296	27	6	-6	3254	3186	97.910271	68	2.0897357	0	0
2-2298	58	5	-6	3513	3476	98.94677	34	0.96783376	3	8.5397094E-2
2-230	28	5	-6	1758	1741	99.03299	17	0.96700799	0	0
2-2373	288	7	-6	3534	3471	98.217323	41	1.1601585	22	0.62252402
2-2384	74	6	-6	1458	1439	98.696846	17	1.1659807	2	0.1371742
2-239	78	5	-5	1676	1649	98.389023	26	1.5513127	1	5.9665874E-2
2-2413	81	5	-7	3452	3402	98.551567	40	1.1587486	10	0.28968716
2-2449	72	5	-5	3637	3609	99.230133	25	0.68737972	3	8.2485564E-2
2-245	12	2	-10	94	94	100	0	0	0	0
2-2457	26	6	-6	3155	3098	98.193344	57	1.8066561	0	0
2-2463	25	5	-6	4154	4122	99.22966	32	0.77034181	0	0
2-2479	69	6	-5	1621	1601	98.766197	19	1.1721159	1	6.1690312E-2
2-2487	100	7	-8	3282	3077	93.753807	172	5.2407069	33	1.0054845
2-2509	125	6	-5	1598	1564	97.872337	20	1.2515645	14	0.87609518
2-2529	74	5	-5	2888	2868	99.30748	16	0.55401659	4	0.13850415
2-2568	22	5	-6	3494	3473	99.398972	21	0.60103035	0	0
2-2569	172	6	-6	2928	2883	98.463112	29	0.99043715	16	0.54644805
2-2585	62	5	-6	2985	2948	98.760468	31	1.0385261	6	0.20100503
2-2598	850	21	-7	3382	3107	91.868713	96	2.838557	179	5.2927265
2-2601	180	5	-6	4092	4031	98.509285	43	1.050831	18	0.4398827
2-2614	305	6	-6	3529	3469	98.299805	36	1.0201191	24	0.68007934
2-26322	161	8	-6	3590	3339	93.008354	79	2.200557	172	4.7910862
2-26485	192	5	-6	1420	1405	98.943665	8	0.56338024	7	0.49295774
2-26496	180	5	-7	3378	3329	98.549438	18	0.53285968	31	0.91770279
2-26505	162	8	-6	3549	3373	95.040855	43	1.2116089	133	3.7475343
2-26516	222	8	-8	3518	3348	95.167709	44	1.2507106	126	3.5815806
2-26533	91	4	-6	1968	1945	98.831299	18	0.91463411	5	0.25406504
2-26535	216	9	-6	3133	2929	93.48867	59	1.8831792	145	4.6281519
2-26538	208	6	-6	1533	1473	96.086105	21	1.369863	39	2.5440314
2-26547	151	7	-7	3387	3240	95.659874	51	1.5057573	96	2.8343666
2-26555	1780	45	-7	1706	1641	96.189919	13	0.76201642	52	3.0480657
2-26568	863	16	-6	3610	3360	93.074791	53	1.4681441	197	5.4570637
2-26611	72	5	-7	3659	3619	98.906799	23	0.62858707	17	0.46460783
2-26614	160	9	-6	1686	1588	94.187424	30	1.7793593	68	4.0332146
2-26624	506	8	-7	2916	2800	96.02195	43	1.4746227	73	2.5034294
2-26636	201	8	-6	3880	3710	95.618561	35	0.90206182	135	3.4793813
2-2664	74	5	-6	1612	1599	99.19355	12	0.74441689	1	6.2034737E-2
2-26650	146	8	-6	3748	3525	94.050163	50	1.3340448	173	4.6157951
2-26651	57	5	-6	2853	2831	99.228882	16	0.56081319	6	0.21030493
2-26665	144	8	-7	1459	1385	94.928032	16	1.0966415	58	3.9753253
2-26669	221	8	-6	3805	3603	94.691193	44	1.1563733	158	4.152431
2-26671	211	12	-6	3317	2976	89.71962	78	2.3515224	263	7.9288511
2-26674	40	4	-5	692	689	99.566475	2	0.28901732	1	0.14450866
2-26675	227	9	-5	3380	3186	94.260353	41	1.2130177	153	4.5266271
2-26678	271	8	-8	3310	3111	93.987915	76	2.2960725	123	3.716012
2-26682	146	9	-7	1673	1569	93.783623	21	1.2552302	83	4.9611473
2-26685	37	4	-7	3158	3138	99.366692	15	0.47498414	5	0.15832806
2-26693	149	6	-6	3303	3188	96.518311	37	1.1201937	78	2.3614895
2-26698	216	8	-6	3235	3061	94.62133	53	1.6383307	121	3.74034
2-26704	219	10	-7	1753	1619	92.355957	26	1.4831717	108	6.1608672
2-26712	212	10	-5	1429	1331	93.142059	23	1.6095171	75	5.2484255
2-26715	61648	124	-6	1070	1005	93.925232	18	1.682243	47	4.3925233
2-2676	799	13	-5	2611	2544	97.433929	19	0.72769052	48	1.8383762
2-26906	144	7	-6	2933	2848	97.101944	42	1.431981	43	1.4660757
2-2712	81	6	-6	2768	2688	97.109825	61	2.2037573	19	0.68641615
2-2726	64	5	-6	3713	3670	98.841904	39	1.0503635	4	0.1077296
2-2745	77	5	-6	3855	3818	99.040207	32	0.83009076	5	0.12970169
2-2749	880	22	-5	1485	1403	94.478111	15	1.010101	67	4.5117846
2-2783	1003	25	-6	1763	1667	94.554733	15	0.85082251	81	4.5944409
2-2818	78	6	-6	3432	3385	98.630539	41	1.1946386	6	0.17482518
2-2821	39	5	-6	3463	3424	98.87381	37	1.0684377	2	5.7753392E-2
2-283	53	5	-6	3911	3856	98.593712	52	1.3295832	3	7.6706722E-2
2-2840	53	6	-6	3116	3073	98.620026	40	1.283697	3	9.6277282E-2
2-2858	29	5	-6	3233	3189	98.639038	44	1.360965	0	0
2-2863	20	6	-6	1133	1119	98.764343	14	1.2356576	0	0
2-2870	153	6	-5	3250	3108	95.630768	101	3.1076922	41	1.2615385
2-2875	93	5	-6	2455	2419	98.533607	20	0.81466401	16	0.65173113
2-293	90	5	-5	2425	2380	98.144325	35	1.4432991	10	0.41237116
2-2956	853	45	-5	1644	1430	86.982964	65	3.9537714	149	9.0632601
2-2972	81	5	-6	3402	3356	98.647858	34	0.99941212	12	0.35273367
2-2984	78	5	-6	1564	1543	98.657288	15	0.95907927	6	0.38363174
2-2986	75	5	-6	4080	4016	98.431374	52	1.2745098	12	0.29411766
2-2994	74	5	-8	3105	3065	98.711754	32	1.0305958	8	0.25764894
2-2996	4336	227	-5	1573	1364	86.713287	8	0.50858229	201	12.778131
2-3003	74	5	-6	3572	3537	99.020157	24	0.67189252	11	0.30795074
2-3028	72	6	-8	3309	3225	97.461472	76	2.2967665	8	0.24176489
2-3049	79	6	-5	3561	3509	98.539734	32	0.898624	20	0.56163996
2-3061	47	5	-5	3190	3130	98.119125	56	1.7554859	4	0.12539186
2-3063	177	6	-6	3564	3481	97.671158	60	1.6835017	23	0.64534235
2-3065	14	14	14	1	1	100	0	0	0	0
2-3098	5	5	5	1	1	100	0	0	0	0
2-31	23	5	-6	685	679	99.124084	6	0.87591243	0	0
2-3130	32	5	-5	3652	3606	98.740417	45	1.2322015	1	2.7382258E-2
2-3131	436	56	-7	3706	1545	41.689152	361	9.7409611	1800	48.569889
2-3140	73	5	-6	3158	3123	98.891708	28	0.88663709	7	0.22165927
2-3141	128	6	-7	3457	3323	96.12381	81	2.3430719	53	1.5331212
2-3149	13	7	2	20	20	100	0	0	0	0
2-3159	76	5	-5	3800	3770	99.210526	23	0.60526311	7	0.18421052
2-3168	79	6	-6	1571	1548	98.535965	17	1.0821133	6	0.38192236
