VehicleID	MaxDelay	AvgDelay	MinDelay	PointsTotal	Points15	Percent15	Points16-30	Percent16-30	Points30	Percent30
---------	--------	--------	--------	-----------	--------	---------	-----------	------------	--------	---------
2-10001	141	11	4	2871	2632	91.675377	220	7.6628351	19	0.66179031
2-10002	272	11	2	3406	3160	92.777451	216	6.3417501	30	0.88079858
2-10005	33	10	2	1809	1698	93.864014	110	6.0807076	1	5.5279158E-2
2-1011	76	10	4	1605	1506	93.831779	92	5.7320871	7	0.43613705
2-1022	887	19	4	3520	3172	90.113632	252	7.159091	96	2.7272727
2-10336	4150	228	1	2035	1678	82.457001	142	6.9778867	215	10.56511
2-10339	103	10	4	3403	3187	93.652657	193	5.6714664	23	0.67587423
2-10343	68	11	4	1125	1018	90.488884	101	8.9777775	6	0.5333333
2-10345	44	11	4	1358	1236	91.016205	117	8.6156111	5	0.3681885
2-10348	43	11	4	3157	2913	92.271141	235	7.4437761	9	0.28508076
2-10356	97	11	4	3071	2810	91.501144	242	7.8801689	19	0.61869097
2-10359	302	12	4	3508	3206	91.391106	256	7.2976055	46	1.3112885
2-10369	198	34	4	1792	870	48.549107	266	14.84375	656	36.607143
2-10370	197	11	4	4096	3778	92.236328	288	7.03125	30	0.73242188
2-10375	61	11	5	570	522	91.578949	46	8.0701752	2	0.3508772
2-10376	29	10	4	1397	1303	93.271294	94	6.7287045	0	0
2-10380	105	11	4	3511	3237	92.195961	241	6.864141	33	0.93990314
2-10383	896	35	4	1538	1293	84.070221	165	10.728218	80	5.2015605
2-10384	69947	21069	8434	1060	0	0	0	0	1060	100
2-10393	93	10	4	3338	3119	93.439186	211	6.3211498	8	0.23966448
2-10398	845	29	4	4098	3620	88.335777	257	6.2713518	221	5.3928742
2-10423	80	10	4	3309	3086	93.260803	201	6.0743427	22	0.66485345
2-10440	47	11	4	3085	2860	92.706642	218	7.0664501	7	0.22690438
2-10454	109	11	4	3503	3109	88.752495	351	10.019982	43	1.2275193
2-10482	149	11	4	2308	2093	90.684578	158	6.8457537	57	2.4696708
2-10486	104	11	4	3352	3116	92.959427	221	6.5930791	15	0.44749403
2-10488	34	10	4	1902	1775	93.322823	126	6.6246057	1	5.2576233E-2
2-10560	1680	283	2	2080	906	43.557693	106	5.0961537	1068	51.346153
2-10563	195	11	4	1677	1554	92.665474	104	6.2015505	19	1.1329756
2-10567	154	11	4	1835	1703	92.806541	120	6.5395093	12	0.65395099
2-10570	69	10	4	3090	2884	93.333336	195	6.3106799	11	0.35598707
