VehicleID	MaxDelay	AvgDelay	MinDelay	PointsTotal	Points15	Percent15	Points16-30	Percent16-30	Points30	Percent30
---------	--------	--------	--------	-----------	--------	---------	-----------	------------	--------	---------
2-10001	65	11	3	1673	1530	91.452477	141	8.4279737	2	0.11954573
2-10002	29	10	4	1612	1501	93.114143	111	6.8858566	0	0
2-10339	744	17	4	3124	2839	90.877083	218	6.9782333	67	2.1446862
2-10356	27	10	3	1800	1669	92.722229	131	7.2777777	0	0
2-10358	79	11	3	3502	3228	92.175903	260	7.4243293	14	0.39977157
2-10359	323	11	3	2959	2734	92.39608	221	7.468739	4	0.1351808
2-10363	1148	26	4	3408	2965	87.001175	340	9.9765253	103	3.0223005
2-10370	1062	23	4	3425	3109	90.773727	249	7.2700729	67	1.9562043
2-10375	1023	19	0	3262	2895	88.749237	306	9.3807478	61	1.8700185
2-10380	435	13	4	3155	2904	92.044373	208	6.5927105	43	1.362916
2-10418	201	11	4	3108	2830	91.055336	252	8.1081076	26	0.83655083
2-10423	359	12	4	3442	3132	90.993607	270	7.8442769	40	1.162115
2-10440	971	23	4	2845	2565	90.158173	202	7.1001759	78	2.741652
2-10454	69	11	5	1864	1710	91.738197	151	8.1008587	3	0.16094421
2-10486	163	11	4	3162	2927	92.567993	222	7.0208731	13	0.41113222
2-10492	27	10	4	1716	1605	93.531471	111	6.4685316	0	0
2-10577	1048	23	4	3546	3063	86.379021	400	11.280316	83	2.3406653
2-10580	31	11	4	1540	1358	88.181816	181	11.753247	1	6.4935066E-2
2-10584	1110	24	4	3473	3143	90.498123	244	7.0256262	86	2.4762454
2-10594	1030	94	4	3399	2391	70.344223	285	8.384819	723	21.270962
2-10600	30	11	4	1601	1419	88.632111	182	11.367895	0	0
2-10604	21	10	4	1352	1277	94.45266	75	5.5473371	0	0
2-10636	827	20	2	3222	2934	91.061455	221	6.8590937	67	2.0794537
2-10642	1023	24	2	3417	3039	88.937668	279	8.1650572	99	2.8972783
2-10646	1128	24	4	3993	3606	90.308037	290	7.2627096	97	2.4292512
2-10671	1052	53	4	3340	2738	81.976051	264	7.9041915	338	10.119761
2-10682	282	12	4	2868	2559	89.225945	291	10.146443	18	0.62761509
2-1085	1035	21	4	3821	3454	90.39518	282	7.3802671	85	2.2245486
2-11475	1124	21	4	2860	2599	90.874123	193	6.7482514	68	2.3776224
2-11476	91	10	-1	1612	1494	92.679901	106	6.5756822	12	0.74441689
