VehicleID	MaxDelay	AvgDelay	MinDelay	PointsTotal	Points15	Percent15	Points16-30	Percent16-30	Points30	Percent30
---------	--------	--------	--------	-----------	--------	---------	-----------	------------	--------	---------
2-10001	48781	9902	-5	1889	1464	77.50132	19	1.0058231	406	21.492853
2-10002	47732	12936	-5	1162	820	70.567986	10	0.86058515	332	28.57143
2-10005	48484	9535	-6	2015	1584	78.61042	12	0.59553355	419	20.794044
2-10339	48783	9583	-9	2361	1836	77.763657	20	0.84709871	505	21.389242
2-10348	48774	10121	-9	1824	1415	77.576759	7	0.38377193	402	22.039473
2-10356	12	7	5	15	15	100	0	0	0	0
2-10359	48790	10332	-4	1829	1398	76.435211	17	0.92946959	414	22.635321
2-10363	48767	10034	-5	2269	1758	77.479065	17	0.74922878	494	21.771706
2-10370	47565	45275	43135	318	0	0	0	0	318	100
2-10375	48787	6175	-6	1930	1646	85.284973	17	0.88082904	267	13.834196
2-10376	48747	9697	-5	2294	1742	75.937233	39	1.7000873	513	22.362686
2-10380	48774	9531	-5	2223	1698	76.38327	41	1.8443545	484	21.772381
2-10384	48770	9696	-5	2192	1714	78.193436	14	0.63868612	464	21.167883
2-10393	48773	10177	-6	2228	1724	77.378815	11	0.49371636	493	22.127468
2-10403	48783	9898	-6	2507	1949	77.742317	17	0.6781013	541	21.579576
2-10423	48782	9158	-5	1973	1568	79.472885	13	0.65889508	392	19.868221
2-10440	48776	9556	-6	2277	1785	78.392616	19	0.83443129	473	20.772947
2-10454	48782	9714	-5	2642	2046	77.441338	23	0.87055254	573	21.688116
2-10486	48783	10542	-6	2487	1897	76.276634	17	0.68355447	573	23.039808
2-10490	48787	14598	-4	1429	928	64.940521	41	2.8691392	460	32.190342
2-10492	48775	10053	-6	2339	1804	77.126984	16	0.684053	519	22.188969
2-10563	49034	10783	-5	1933	1464	75.737198	17	0.87946194	452	23.383341
2-10567	47430	14000	-5	1158	788	68.048355	13	1.1226251	357	30.829016
2-10570	48776	10287	-6	1957	1495	76.392433	10	0.51098621	452	23.096577
2-10577	48758	10280	-8	2133	1629	76.371307	21	0.98452884	483	22.644163
2-10581	48780	10248	-5	1777	1361	76.58976	18	1.0129431	398	22.397299
2-10584	48773	8788	-5	2532	2016	79.620857	23	0.90837282	493	19.470774
2-10594	49927	10390	-6	2100	1136	54.095238	44	2.0952382	920	43.809525
2-10598	48756	16583	-6	1313	830	63.214016	7	0.53313023	476	36.252857
2-10600	48427	9365	-5	1815	1429	78.73278	16	0.88154274	370	20.385675
2-10604	48789	16514	-5	1282	808	63.026524	14	1.0920438	460	35.881435
2-10611	48762	10775	-7	1906	1447	75.918159	8	0.41972715	451	23.662121
2-10632	48781	9466	-5	2031	1602	78.877403	6	0.29542097	423	20.827179
2-10634	48779	9754	-5	2364	1816	76.818947	16	0.67681897	532	22.50423
2-10636	48763	9222	-6	2098	1657	78.97998	18	0.85795999	423	20.16206
2-10642	48774	9229	-6	2371	1868	78.785324	22	0.92787856	481	20.286798
2-10644	48779	9599	-6	2325	1818	78.19355	17	0.73118281	490	21.075268
2-10646	48771	14969	-5	1596	1058	66.290726	17	1.0651629	521	32.644112
2-10660	48544	8595	-5	2216	1787	80.640793	14	0.63176894	415	18.727436
2-10671	48775	9349	-5	2176	1699	78.079048	23	1.0569853	454	20.863972
