VehicleID	MaxDelay	AvgDelay	MinDelay	PointsTotal	Points15	Percent15	Points16-30	Percent16-30	Points30	Percent30
---------	--------	--------	--------	-----------	--------	---------	-----------	------------	--------	---------
3-10353	64152	29399	-5	3274	920	28.100183	17	0.51924253	2337	71.380577
3-10388	64157	29376	-5	3279	817	24.916134	15	0.45745653	2447	74.626411
3-10389	62601	28536	-6	2998	887	29.58639	10	0.3335557	2101	70.080055
3-10399	64154	30880	-6	3526	770	21.837776	15	0.42541125	2741	77.736816
3-10589	64168	29157	-4	3183	682	21.426327	33	1.0367578	2468	77.536919
3-10593	64162	32228	-5	3162	543	17.172674	19	0.60088551	2600	82.22644
3-10605	62208	29047	-4	3300	736	22.30303	13	0.39393938	2551	77.303024
3-10625	64165	31005	-6	3450	774	22.434784	18	0.52173913	2658	77.04348
3-10631	64166	29729	-5	3285	850	25.875191	19	0.5783866	2416	73.546425
3-10643	64171	31847	-6	3043	739	24.285244	10	0.32862306	2294	75.386131
3-10651	62662	29445	-4	3446	798	23.157284	20	0.58038306	2628	76.262329
3-10652	64142	31053	-5	2636	678	25.720791	18	0.6828528	1940	73.596359
3-10687	64173	31111	-5	3301	797	24.144197	17	0.51499546	2487	75.340805
3-10689	64144	30195	-5	3238	813	25.108089	12	0.37059915	2413	74.521309
3-10694	64119	32278	-3	2946	590	20.027157	48	1.629328	2308	78.343513
3-10699	63532	30388	-5	3160	754	23.86076	26	0.82278484	2380	75.316452
3-11	63324	35469	-5	2649	330	12.457531	5	0.18875048	2314	87.353722
3-118	64161	30355	-5	3223	915	28.389698	17	0.52745885	2291	71.08284
3-125	64115	31229	-4	3251	849	26.115042	18	0.55367577	2384	73.331284
3-126	62596	29369	-5	3510	795	22.649572	16	0.45584044	2699	76.894585
3-1283	62159	28523	-4	3350	889	26.537313	35	1.0447761	2426	72.417908
3-129	63516	41010	-4	1763	324	18.377764	7	0.39705047	1432	81.225189
3-1296	63747	30055	-5	3459	893	25.81671	23	0.66493207	2543	73.518356
3-131	64174	41199	-9	1588	281	17.695213	5	0.31486148	1302	81.989929
3-140	39320	26228	15207	1249	0	0	0	0	1249	100
3-1423	63723	22448	-5	1371	822	59.956234	10	0.72939461	539	39.314369
3-1502	64072	45919	-4	1500	114	7.5999999	1	6.6666663E-2	1385	92.333336
3-1543	64159	31826	-5	3486	629	18.043604	22	0.63109577	2835	81.325302
3-1569	64156	39220	-5	1750	423	24.171429	8	0.45714286	1319	75.371429
3-1689	64173	31200	-6	2897	574	19.813601	9	0.3106662	2314	79.875732
3-1713	64163	31701	-5	3071	668	21.751871	9	0.29306415	2394	77.955063
3-1715	64166	31527	-5	2993	827	27.63114	25	0.83528233	2141	71.533577
3-1748	64170	31657	-8	3333	633	18.991899	50	1.50015	2650	79.50795
3-1776	64149	32030	-4	2473	387	15.649009	94	3.8010516	1992	80.549934
3-1808	64169	31994	-6	3289	620	18.850714	10	0.30404377	2659	80.845245
3-1824	64174	29777	-10	3273	817	24.961809	24	0.73327219	2432	74.304924
3-1848	69308	60389	51811	830	0	0	0	0	830	100
3-186	64143	29951	-6	3430	899	26.209911	9	0.26239067	2522	73.527702
3-1873	26748	19773	14062	630	0	0	0	0	630	100
3-1875	64169	30324	-6	3110	657	21.125402	16	0.51446944	2437	78.36013
3-1877	63314	32335	-6	3274	703	21.472206	21	0.64141721	2550	77.886375
3-1878	64096	32249	-5	3251	600	18.45586	11	0.33835742	2640	81.205788
3-1897	64143	37679	-6	1706	462	27.080891	10	0.58616644	1234	72.332939
3-1930	64147	44429	-4	1896	160	8.4388189	2	0.10548523	1734	91.455696
3-1949	64164	31395	-5	3321	675	20.325203	28	0.8431195	2618	78.83168
3-1985	64165	28698	-5	3677	1087	29.562143	10	0.27196082	2580	70.165894
3-2037	64171	41646	-5	1785	257	14.397759	2	0.11204483	1526	85.490196
3-2070	63523	30580	-4	3398	741	21.806946	15	0.44143614	2642	77.751617
3-2108	64167	31022	-5	2918	792	27.141878	12	0.41124058	2114	72.446884
3-2144	63911	30444	-5	2929	700	23.898941	10	0.34141344	2219	75.759644
3-2156	64147	29558	-5	3530	933	26.430595	13	0.36827195	2584	73.201134
3-229	64170	40601	-5	1734	334	19.261822	12	0.69204152	1388	80.046135
3-2341	64132	31517	-6	3372	752	22.301304	21	0.62277579	2599	77.07592
3-2357	64154	30545	-6	3118	852	27.325207	17	0.54522127	2249	72.12957
3-2359	63298	30132	-4	3229	886	27.438835	24	0.74326414	2319	71.817902
3-2428	64149	31169	-5	3361	785	23.356144	14	0.41654268	2562	76.22731
3-2450	64141	34362	-5	2821	407	14.427508	12	0.42538106	2402	85.14711
3-2453	64127	28954	-5	3454	917	26.548927	14	0.40532714	2523	73.045746
3-2459	64163	41368	-5	1739	326	18.746407	1	5.7504315E-2	1412	81.196091
3-2466	64153	30813	-5	3479	763	21.931591	21	0.60362172	2695	77.46479
3-2475	63998	30044	-4	3417	797	23.324554	11	0.32191983	2609	76.353523
3-2478	64169	30092	-6	3476	966	27.790564	25	0.71921748	2485	71.490219
3-2491	64123	32280	-6	3886	788	20.27792	17	0.43746781	3081	79.284615
3-2494	64171	31501	-5	3151	597	18.946365	7	0.2221517	2547	80.831482
3-2515	47524	44729	27500	294	0	0	0	0	294	100
3-2522	64161	29349	-6	3163	699	22.099274	20	0.63231111	2444	77.268417
3-2532	64143	40367	-4	1699	313	18.422602	4	0.2354326	1382	81.341965
3-2544	63180	32040	-6	3377	692	20.491562	12	0.35534498	2673	79.153099
3-2549	64173	39110	-4	1642	357	21.741777	12	0.73081607	1273	77.527405
3-2560	63923	41115	-3	1616	251	15.532178	2	0.12376238	1363	84.344063
3-2567	64153	32545	-6	2790	414	14.838709	8	0.28673834	2368	84.87455
3-2575	63668	31483	-6	2811	644	22.909996	10	0.35574529	2157	76.734253
3-2600	64146	33146	-5	3103	498	16.048985	6	0.19336127	2599	83.75766
3-2605	63904	33298	-6	1786	602	33.706608	6	0.33594626	1178	65.957443
3-2606	64170	45889	-3	1537	132	8.5881596	1	6.5061808E-2	1404	91.346779
3-2607	64157	42547	-7	1690	238	14.08284	2	0.1183432	1450	85.79882
3-2608	22	6	-5	540	530	98.148148	10	1.8518518	0	0
3-2620	62937	29768	-5	3314	848	25.588413	15	0.45262524	2451	73.958961
3-2621	64128	42535	-4	1719	169	9.8312969	1	5.8173358E-2	1549	90.110527
3-2624	42792	28918	12220	1351	0	0	0	0	1351	100
3-263	64150	30761	-5	3252	712	21.89422	29	0.89175886	2511	77.21402
3-2642	64175	43545	-3	1786	223	12.486003	7	0.39193729	1556	87.122055
3-2648	64160	40420	-5	1473	306	20.773932	4	0.27155465	1163	78.954514
3-2663	64171	29337	-4	3382	814	24.068598	27	0.79834414	2541	75.133057
3-2675	63746	31015	-6	3217	915	28.442648	19	0.59061235	2283	70.966736
3-2683	38669	38467	38194	5	0	0	0	0	5	100
3-2700	64172	29729	-5	3107	746	24.0103	15	0.48278081	2346	75.50692
3-2707	63959	31571	-6	3221	805	24.992237	17	0.52778643	2399	74.479973
3-2732	64172	30773	-5	3173	786	24.771509	11	0.34667507	2376	74.881813
3-2736	64171	42251	-8	1585	273	17.223974	7	0.44164038	1305	82.334389
3-2764	64153	39279	-4	1540	379	24.61039	5	0.32467532	1156	75.064934
3-2777	64166	28528	-5	3558	1015	28.527264	9	0.25295109	2534	71.219788
3-2801	64128	31062	-6	3318	819	24.683544	21	0.63291138	2478	74.683548
3-2825	64140	32187	-5	3408	789	23.151407	19	0.55751175	2600	76.291077
3-2854	64171	31443	-5	3424	712	20.794394	22	0.64252335	2690	78.56308
3-2871	25440	76	-4	404	357	88.366333	14	3.4653466	33	8.1683168
3-2882	64169	40694	-6	1442	300	20.804438	3	0.20804438	1139	78.987518
3-2935	64126	39881	-5	1673	372	22.235506	3	0.17931859	1298	77.585182
3-2955	62961	38572	10605	2753	0	0	0	0	2753	100
3-3009	62540	29938	-4	1885	476	25.251991	89	4.7214856	1320	70.02652
3-3066	64152	31188	-6	3039	667	21.948009	16	0.52648902	2356	77.525505
3-3071	64166	42510	-7	1646	255	15.492103	1	6.0753345E-2	1390	84.447144
3-3076	64027	30940	-6	3340	702	21.017963	10	0.29940122	2628	78.68264
3-3124	64122	30556	-6	3296	752	22.815535	22	0.6674757	2522	76.516991
3-3293	64171	41879	-3	1463	253	17.293232	1	6.8352699E-2	1209	82.638412
3-3297	64171	29526	-5	3683	911	24.73527	21	0.57018733	2751	74.694542
3-418	63864	30649	-5	3057	565	18.482172	11	0.3598299	2481	81.157997
3-437	64148	44804	-5	1660	148	8.9156628	0	0	1512	91.084335
3-62	64143	40468	-4	1706	377	22.098476	6	0.35169989	1323	77.549828
3-786	64147	30296	-5	3492	916	26.231388	13	0.3722795	2563	73.396339
3-802	64166	30091	-7	3373	754	22.353987	14	0.41506076	2605	77.230957
3-844	64160	39675	-5	1621	377	23.257248	4	0.24676125	1240	76.495987
3-859	64147	33611	-6	2981	611	20.496477	10	0.33545789	2360	79.16806
3-9995	64148	32730	-5	3069	519	16.911047	17	0.55392635	2533	82.535027

(114 rows affected)
