VehicleID	MaxDelay	AvgDelay	MinDelay	PointsTotal	Points15	Percent15	Points16-30	Percent16-30	Points30	Percent30
---------	--------	--------	--------	-----------	--------	---------	-----------	------------	--------	---------
00745	313	8	1	2908	2834	97.455292	7	0.24071527	67	2.3039889
00774	313	7	1	3365	3307	98.276375	19	0.56463599	39	1.1589895
00779	172	8	1	2756	2685	97.423805	17	0.61683601	54	1.9593613
07927	320	8	2	2034	1984	97.541794	10	0.49164206	40	1.9665682
2-10001	1390	29	4	3271	2939	89.850197	230	7.0314894	102	3.1183124
2-10002	172	10	4	3221	3027	93.977028	192	5.9608817	2	6.2092517E-2
2-10005	58	10	1	1860	1767	95	87	4.6774192	6	0.32258064
2-1011	36	10	2	1670	1576	94.371262	92	5.5089822	2	0.11976048
2-1022	49	10	4	1570	1494	95.159241	74	4.713376	2	0.12738854
2-10336	96	11	2	2643	2448	92.622017	178	6.7347713	17	0.6432085
2-10339	90	10	4	3782	3566	94.288734	198	5.2353253	18	0.47593868
2-10343	36	10	4	1245	1162	93.333336	82	6.5863452	1	0.08032129
2-10345	895	19	4	3134	2807	89.566055	259	8.2641993	68	2.1697512
2-10348	216	11	4	2790	2612	93.620071	164	5.8781362	14	0.50179213
2-10356	74	11	4	3172	2954	93.127365	206	6.4943256	12	0.3783102
2-10359	18	9	2	141	138	97.872337	3	2.1276596	0	0
2-10369	295	29	1	1800	1025	56.944443	279	15.5	496	27.555555
2-10370	68	10	4	3485	3270	93.830704	202	5.7962699	13	0.37302727
2-10375	278	11	4	3412	3181	93.229774	209	6.1254396	22	0.64478314
2-10376	72	11	4	1545	1433	92.750809	105	6.7961164	7	0.45307443
2-10380	113	11	2	3032	2811	92.711082	203	6.6952505	18	0.59366751
2-10383	852	156	4	1338	832	62.182362	87	6.5022426	419	31.315395
2-10384	77	11	4	2874	2672	92.971466	187	6.5066109	15	0.52192068
2-10393	103	11	4	3291	2976	90.428444	297	9.0246124	18	0.54694623
2-10398	859	44	4	4173	3528	84.543495	294	7.0452914	351	8.4112148
2-10403	1095	275	4	600	239	39.833336	35	5.8333335	326	54.333336
2-10423	77	10	2	3406	3205	94.098648	194	5.6958308	7	0.20551968
2-10454	45	10	3	3104	2923	94.168816	176	5.6701031	5	0.16108248
2-10482	705	45	4	891	756	84.848488	40	4.4893374	95	10.662177
2-10486	40	10	3	3490	3350	95.988533	138	3.9541547	2	5.7306588E-2
2-10488	696	23	4	1669	1515	90.772919	88	5.2726183	66	3.9544637
2-10490	25	10	3	823	777	94.41069	46	5.5893073	0	0
2-10560	80	11	4	1687	1583	93.835213	98	5.8091288	6	0.35566095
2-10563	60	10	2	1815	1754	96.639122	58	3.1955924	3	0.16528925
2-10567	74	11	4	1678	1538	91.656731	129	7.6877236	11	0.65554231
2-10577	45	10	4	3767	3558	94.45182	208	5.5216355	1	2.6546322E-2
2-10581	66	11	4	2963	2699	91.090111	250	8.4373941	14	0.47249407
2-10584	57	10	4	3906	3695	94.598053	203	5.1971326	8	0.20481311
2-10594	846	19	4	3411	3115	91.322197	207	6.0686016	89	2.6092055
2-10598	850	101	4	1622	1093	67.385941	121	7.4599257	408	25.154131
2-10600	68	10	2	3023	2769	91.597748	249	8.2368507	5	0.1653986
2-10611	42	10	4	1474	1391	94.369064	82	5.5630937	1	6.7842603E-2
2-10632	203	17	3	2126	1739	81.796799	189	8.8899345	198	9.3132648
2-10635	62	10	4	1632	1526	93.504898	100	6.1274509	6	0.36764705
2-10636	845	26	4	3593	2935	81.686607	285	7.9320898	373	10.381297
2-10642	38	10	4	964	902	93.568459	61	6.3278012	1	0.10373445
2-10644	72	11	3	3738	3420	91.492775	302	8.0791864	16	0.42803636
2-10657	98	11	4	3376	3138	92.950233	224	6.6350713	14	0.41469195
2-10671	71	10	4	2970	2783	93.703705	182	6.1279459	5	0.16835016
2-10679	276	35	2	1851	947	51.161533	266	14.37061	638	34.467854
2-10681	366	12	3	3050	2807	92.032784	204	6.6885247	39	1.2786884
2-10684	75	11	3	1765	1652	93.597733	100	5.6657224	13	0.73654389
2-10685	106	11	4	1422	1314	92.40506	103	7.2433195	5	0.35161743
2-10700	1022	148	3	2485	1553	62.494968	177	7.1227365	755	30.382294
2-10701	273	11	3	3899	3654	93.716339	225	5.7707105	20	0.51295203
2-1074	108	11	4	2988	2764	92.503342	213	7.1285143	11	0.36813921
2-1085	78	10	4	3260	3076	94.355827	174	5.3374233	10	0.30674845
2-1137	44	10	4	1498	1389	92.723633	107	7.1428576	2	0.13351135
2-11475	111	11	4	1712	1580	92.289719	119	6.9509344	13	0.75934583
2-11476	82	10	4	3349	3131	93.490593	209	6.2406688	9	0.26873696
2-11704	85	11	4	3098	2831	91.381538	260	8.3925114	7	0.22595222
2-11705	2589	87	4	3585	3173	88.507668	154	4.2956767	258	7.1966529
2-1192	100	11	4	1715	1548	90.26239	152	8.8629742	15	0.87463558
2-1222	44	10	4	728	688	94.505493	39	5.3571429	1	0.13736264
2-1230	95	11	4	1515	1369	90.363037	135	8.9108915	11	0.72607261
2-1236	133	11	4	3255	2921	89.738861	311	9.5545311	23	0.70660526
2-1254	31	10	4	2953	2775	93.972229	177	5.9939046	1	3.3863865E-2
2-132	55	10	4	1755	1663	94.757835	89	5.0712252	3	0.17094018
2-1328	57	10	4	1466	1360	92.76944	103	7.0259204	3	0.20463847
2-1341	51	10	4	3156	2985	94.581749	166	5.2598228	5	0.15842839
2-1345	72	10	2	1947	1811	93.014893	127	6.5228558	9	0.46224961
2-1346	46	10	4	1405	1306	92.953735	98	6.9750891	1	7.1174376E-2
2-1347	23	10	2	1150	1094	95.13044	56	4.8695655	0	0
2-1353	105	11	2	3681	3434	93.289864	222	6.0309696	25	0.67916328
2-1361	71	10	2	3762	3570	94.896332	185	4.9175968	7	0.18607125
2-1370	76	10	3	1848	1742	94.264069	102	5.5194807	4	0.21645021
2-1375	603	14	4	988	927	93.825912	47	4.7570848	14	1.417004
2-1379	32	10	4	1529	1474	96.402878	54	3.5317202	1	6.5402225E-2
2-1381	55	10	4	1389	1306	94.024483	79	5.6875448	4	0.28797695
2-1386	75	11	4	3621	3353	92.598732	257	7.097487	11	0.30378348
2-1395	108	11	4	3032	2762	91.094986	259	8.5422163	11	0.36279681
2-143	23	10	4	1455	1343	92.302406	112	7.6975942	0	0
2-1431	84	11	4	3398	3152	92.760452	230	6.7686877	16	0.47086519
2-1444	1190	259	3	3307	1246	37.677654	279	8.4366493	1782	53.885696
2-1447	74	11	4	2611	2423	92.79969	181	6.93221	7	0.26809654
2-1476	98	11	5	1476	1349	91.39566	112	7.5880756	15	1.0162601
2-149	97	11	4	3184	2824	88.693466	345	10.835427	15	0.47110552
2-1495	27	10	4	1507	1406	93.297943	101	6.7020574	0	0
2-1503	101	11	4	1757	1613	91.804214	135	7.6835513	9	0.51223677
2-1538	1396	88	4	747	618	82.730927	35	4.6854081	94	12.583669
2-1571	99	11	4	1499	1390	92.728485	103	6.8712473	6	0.40026686
2-160	56	11	4	2908	2694	92.640991	208	7.1526823	6	0.20632736
2-1610	443	12	4	2956	2740	92.692825	172	5.8186741	44	1.488498
2-1614	76	10	4	1476	1374	93.089432	95	6.4363146	7	0.47425473
2-1622	67	10	3	1688	1579	93.542656	105	6.2203789	4	0.23696683
2-1624	120	12	4	869	717	82.508629	126	14.499424	26	2.9919448
2-1636	82	11	4	1913	1720	89.911133	173	9.0433874	20	1.0454783
2-1653	74	10	4	1894	1773	93.611404	114	6.0190072	7	0.36958817
