mode	RunID	Tipas	Pavadinimas	planStartTime	startTime	ahead	aStop	aStopTime	behind	bStop	bStopTime	TripLine	Transport	Line	Run	GPSNum	planEndTime	endTime	irregularAllStops	irregularEndPoints
----	-----	-----	-----------	-------------	---------	-----	-----	---------	------	-----	---------	--------	---------	----	---	------	-----------	-------	-----------------	------------------
delay	683274	A>B	Stotis–Vikingų g.–Oro uostas	315	316	0.1	Aguonų st.	319.60001	1.8	Naujininkai	329.79999	1	Autobusai	1	01-Ž	2-2963	337	338	0	0
delay	683274	B>A	Oro uostas–Vikingų g.–Stotis	341	341	-3	Aguonų st.	355.20001	-0.1	Vikingų st.	343.89999	1	Autobusai	1	01-Ž	2-2963	360	356	0	1
delay	683274	A>B	Stotis–Vikingų g.–Oro uostas	365	368	-0.2	Prūsų st.	377.89999	2.9000001	Stotis	368.89999	1	Autobusai	1	01-Ž	2-2963	388	388	0	0
delay	683274	B>A	Oro uostas–Vikingų g.–Stotis	391	391	-2.2	„Sparta“	404.29999	-0.30000001	Vikingų st.	393.70001	1	Autobusai	1	01-Ž	2-2963	410	407	0	0
delay	683274	A>B	Stotis–Vikingų g.–Oro uostas	415	416	-0.5	Prūsų st.	427.5	1	Naujininkai	430	1	Autobusai	1	01-Ž	2-2963	438	438	0	0
delay	683274	B>A	Oro uostas–Vikingų g.–Stotis	443	443	-0.89999998	Aguonų st.	459.39999	0.40000001	Vikingų st.	446.39999	1	Autobusai	1	01-Ž	2-2963	462	460	0	0
delay	683274	A>B	Stotis–Vikingų g.–Oro uostas	476	478	0.60000002	Vikingų st.	496.70001	2.2	Stotis	479.20001	1	Autobusai	1	01-Ž	2-2963	499	499	0	0
delay	683274	B>A	Oro uostas–Vikingų g.–Stotis	504	505	0.69999999	Oro uostas	504.70001	1.4	Aguonų st.	521.59998	1	Autobusai	1	01-Ž	2-2963	522	522	0	0
delay	683274	A>B	Stotis–Vikingų g.–Oro uostas	556	556	-0.40000001	Prūsų st.	567.59998	0.5	Vikingų st.	575.59998	1	Autobusai	1	01-Ž	2-2963	578	578	0	0
delay	683274	B>A	Oro uostas–Vikingų g.–Stotis	587	588	0.2	Oro uostas	587.29999	2.2	Vikingų slėnis	593.29999	1	Autobusai	1	01-Ž	2-2963	605	605	0	0
delay	683274	A>B	Stotis–Vikingų g.–Oro uostas	627	629	-0.60000002	Prūsų st.	639.5	1.1	Stotis	629.09998	1	Autobusai	1	01-Ž	2-2963	650	650	0	0
delay	683274	B>A	Oro uostas–Vikingų g.–Stotis	655	656	0.80000001	Oro uostas	655.90002	1.2	Aguonų st.	673.40002	1	Autobusai	1	01-Ž	2-2963	674	674	0	0
delay	683274	A>B	Stotis–Vikingų g.–Oro uostas	679	679	-1.2	Prūsų st.	690.90002	0.30000001	Vikingų st.	699.40002	1	Autobusai	1	01-Ž	2-2963	702	702	0	0
delay	683274	B>A	Oro uostas–Vikingų g.–Stotis	707	708	-0.2	Oro uostas	706.79999	1.8	Prūsų st.	719.79999	1	Autobusai	1	01-Ž	2-2963	726	726	0	0
delay	683274	A>B	Stotis–Vikingų g.–Oro uostas	732	733	-2	Vikingų st.	750.09998	0.1	Stotis	733.09998	1	Autobusai	1	01-Ž	2-2963	755	753	0	0
delay	683274	B>A	Oro uostas–Vikingų g.–Stotis	760	760	-0.5	Vikingų st.	762.59998	0.40000001	Prūsų st.	771.29999	1	Autobusai	1	01-Ž	2-2963	779	778	0	0
delay	683274	A>B	Stotis–Vikingų g.–Oro uostas	784	785	-2.3	Prūsų st.	794.79999	-0.2	Stotis	784.79999	1	Autobusai	1	01-Ž	2-2963	807	805	0	0
delay	683274	B>A	Oro uostas–Vikingų g.–Stotis	812	812	0.30000001	Oro uostas	812.29999	3.0999999	Aguonų st.	832.29999	1	Autobusai	1	01-Ž	2-2963	831	833	1	0
delay	683274	A>B	Stotis–Vikingų g.–Oro uostas	841	843	-1.4	Prūsų st.	852.59998	0.5	Stotis	842.5	1	Autobusai	1	01-Ž	2-2963	864	864	0	0
delay	683274	B>A	Oro uostas–Vikingų g.–Stotis	869	870	1.1	Oro uostas	870.20001	3	Aguonų st.	889.20001	1	Autobusai	1	01-Ž	2-2963	888	890	0	0
delay	683274	A>B	Stotis–Vikingų g.–Oro uostas	906	907	0	Aguonų st.	912.29999	3.0999999	Vikingų st.	929.20001	1	Autobusai	1	01-Ž	2-2963	929	932	1	0
