mode	RunID	Tipas	Pavadinimas	planStartTime	startTime	ahead	aStop	aStopTime	behind	bStop	bStopTime	TripLine	Transport	Line	Run	GPSNum	planEndTime	endTime	irregularAllStops	irregularEndPoints
----	-----	-----	-----------	-------------	---------	-----	-----	---------	------	-----	---------	--------	---------	----	---	------	-----------	-------	-----------------	------------------
delay	688785	A>B	Stotis–Vikingų g.–Oro uostas	315	316	-0.89999998	Vikingų st.	334.89999	-0.2	Aguonų st.	319.10001	1	Autobusai	1	01-Ž	2-2963	337	335	0	0
delay	688785	B>A	Oro uostas–Vikingų g.–Stotis	341	342	-3	Aguonų st.	355.39999	0.80000001	Vikingų st.	344.79999	1	Autobusai	1	01-Ž	2-2963	360	356	0	1
delay	688785	A>B	Stotis–Vikingų g.–Oro uostas	365	366	-1.3	Vikingų st.	383.89999	0.89999998	Stotis	366.89999	1	Autobusai	1	01-Ž	2-2963	388	387	0	0
delay	688785	B>A	Oro uostas–Vikingų g.–Stotis	391	392	-1.1	Aguonų st.	407.20001	1.5	Vikingų st.	395.5	1	Autobusai	1	01-Ž	2-2963	410	408	0	0
delay	688785	A>B	Stotis–Vikingų g.–Oro uostas	415	415	-1.6	Prūsų st.	426.39999	0.30000001	Vikingų slėnis	434	1	Autobusai	1	01-Ž	2-2963	438	438	0	0
delay	688785	B>A	Oro uostas–Vikingų g.–Stotis	443	444	-1.6	„Sparta“	456.89999	0.80000001	Vikingų st.	446.79999	1	Autobusai	1	01-Ž	2-2963	462	460	0	0
delay	688785	A>B	Stotis–Vikingų g.–Oro uostas	476	476	-3	Vikingų slėnis	492.20001	0.80000001	Stotis	477.79999	1	Autobusai	1	01-Ž	2-2963	499	496	0	0
delay	688785	B>A	Oro uostas–Vikingų g.–Stotis	504	505	-0.40000001	Aguonų st.	520	1.4	Vikingų st.	507.39999	1	Autobusai	1	01-Ž	2-2963	522	521	0	0
delay	688785	A>B	Stotis–Vikingų g.–Oro uostas	556	558	-1.1	Prūsų st.	566.90002	2.2	Stotis	558.90002	1	Autobusai	1	01-Ž	2-2963	578	578	0	0
delay	688785	B>A	Oro uostas–Vikingų g.–Stotis	587	587	-0.30000001	Oro uostas	586.79999	1.8	Prūsų st.	598.70001	1	Autobusai	1	01-Ž	2-2963	605	604	0	0
delay	688785	A>B	Stotis–Vikingų g.–Oro uostas	627	628	-1.2	Prūsų st.	638.90002	0.1	Stotis	628.09998	1	Autobusai	1	01-Ž	2-2963	650	650	0	0
delay	688785	B>A	Oro uostas–Vikingų g.–Stotis	655	655	-2.2	„Sparta“	668.20001	0.40000001	Vikingų slėnis	660.40002	1	Autobusai	1	01-Ž	2-2963	674	671	0	0
delay	688785	A>B	Stotis–Vikingų g.–Oro uostas	679	678	-0.80000001	Prūsų st.	691.20001	0.40000001	Vikingų st.	699.59998	1	Autobusai	1	01-Ž	2-2963	702	702	0	0
delay	688785	B>A	Oro uostas–Vikingų g.–Stotis	707	708	-0.80000001	Aguonų st.	723.5	2.2	Vikingų slėnis	714.20001	1	Autobusai	1	01-Ž	2-2963	726	724	0	0
delay	688785	A>B	Stotis–Vikingų g.–Oro uostas	732	732	-1.8	Prūsų st.	743.20001	-0.1	Stotis	732.90002	1	Autobusai	1	01-Ž	2-2963	755	755	0	0
delay	688785	B>A	Oro uostas–Vikingų g.–Stotis	760	761	-2.2	Aguonų st.	775	0.40000001	Vikingų st.	763.40002	1	Autobusai	1	01-Ž	2-2963	779	776	0	0
delay	688785	A>B	Stotis–Vikingų g.–Oro uostas	784	784	-2.4000001	Prūsų st.	794.59998	-0.89999998	Stotis	784.09998	1	Autobusai	1	01-Ž	2-2963	807	805	0	0
delay	688785	B>A	Oro uostas–Vikingų g.–Stotis	812	811	-1.1	Vikingų st.	813.90002	1	Prūsų st.	824	1	Autobusai	1	01-Ž	2-2963	831	831	0	0
delay	688785	A>B	Stotis–Vikingų g.–Oro uostas	841	841	-0.89999998	Prūsų st.	853.09998	0.5	Vikingų st.	861.59998	1	Autobusai	1	01-Ž	2-2963	864	864	0	0
delay	688785	B>A	Oro uostas–Vikingų g.–Stotis	869	869	-0.40000001	Oro uostas	868.70001	1.7	Prūsų st.	881.70001	1	Autobusai	1	01-Ž	2-2963	888	888	0	0
delay	688785	A>B	Stotis–Vikingų g.–Oro uostas	906	905	-1.6	Prūsų st.	917.40002	-0.5	Vikingų st.	925.59998	1	Autobusai	1	01-Ž	2-2963	929	928	0	0
delay	688785	B>A	Oro uostas–Vikingų g.–Stotis	934	934	-0.1	Oro uostas	934	4	Prūsų st.	948.90002	1	Autobusai	1	01-Ž	2-2963	953	955	1	0
delay	688785	A>B	Stotis–Vikingų g.–Oro uostas	958	957	-0.40000001	Prūsų st.	970.59998	1.5	Vikingų st.	979.59998	1	Autobusai	1	01-Ž	2-2963	981	982	0	0
delay	688785	B>A	Oro uostas–Vikingų g.–Stotis	986	986	0.1	Oro uostas	986.29999	3.5	Prūsų st.	1000.4	1	Autobusai	1	01-Ž	2-2963	1005	1007	1	0
delay	688785	A>B	Stotis–Vikingų g.–Oro uostas	1011	1010	-0.89999998	Prūsų st.	1023.1	-0.30000001	Naujininkai	1024.7	1	Autobusai	1	01-Ž	2-2963	1034	1033	0	0
delay	688785	B>A	Oro uostas–Vikingų g.–Stotis	1039	1039	-0.30000001	Oro uostas	1038.8	2	Prūsų st.	1051.9	1	Autobusai	1	01-Ž	2-2963	1058	1058	0	0
