mode	RunID	Tipas	Pavadinimas	planStartTime	startTime	ahead	aStop	aStopTime	behind	bStop	bStopTime	TripLine	Transport	Line	Run	GPSNum	planEndTime	endTime	irregularAllStops	irregularEndPoints
----	-----	-----	-----------	-------------	---------	-----	-----	---------	------	-----	---------	--------	---------	----	---	------	-----------	-------	-----------------	------------------
delay	646573	A>B	Stotis–Vikingų g.–Oro uostas	315	315	-2.7	Vikingų slėnis	329.20001	-2.0999999	Naujininkai	325.10001	1	Autobusai	1	01-Ž	2-2963	337	333	0	1
delay	646573	B>A	Oro uostas–Vikingų g.–Stotis	341	343	-1.2	Aguonų st.	357.20001	2	Vikingų slėnis	348	1	Autobusai	1	01-Ž	2-2963	360	358	0	0
delay	646573	A>B	Stotis–Vikingų g.–Oro uostas	365	363	-1	Stotis	365.20001	0.80000001	Aguonų st.	371.89999	1	Autobusai	1	01-Ž	2-2963	388	387	0	0
delay	646573	B>A	Oro uostas–Vikingų g.–Stotis	391	393	1.7	Oro uostas	392.89999	3.4000001	Vikingų slėnis	399.39999	1	Autobusai	1	01-Ž	2-2963	410	410	1	0
delay	646573	A>B	Stotis–Vikingų g.–Oro uostas	415	415	-3.0999999	Prūsų st.	425	-1.2	Aguonų st.	419.89999	1	Autobusai	1	01-Ž	2-2963	438	436	1	0
delay	646573	B>A	Oro uostas–Vikingų g.–Stotis	443	443	0.2	Vikingų st.	446.20001	2.5	Prūsų st.	456.39999	1	Autobusai	1	01-Ž	2-2963	462	463	0	0
delay	646573	A>B	Stotis–Vikingų g.–Oro uostas	476	477	-0.30000001	Prūsų st.	488.70001	2.2	Vikingų st.	498.29999	1	Autobusai	1	01-Ž	2-2963	499	501	0	0
delay	646573	B>A	Oro uostas–Vikingų g.–Stotis	504	505	-0.2	„Sparta“	518.29999	1.5	Vikingų slėnis	509.5	1	Autobusai	1	01-Ž	2-2963	522	521	0	0
delay	646573	A>B	Stotis–Vikingų g.–Oro uostas	556	559	1.6	Prūsų st.	569.70001	3	Stotis	560.40002	1	Autobusai	1	01-Ž	2-2963	578	580	0	0
delay	646573	B>A	Oro uostas–Vikingų g.–Stotis	587	588	0.5	Oro uostas	587.5	3.5999999	Prūsų st.	600.59998	1	Autobusai	1	01-Ž	2-2963	605	606	1	0
delay	646573	A>B	Stotis–Vikingų g.–Oro uostas	627	628	-2.8	Prūsų st.	637.20001	-1.4	Aguonų st.	631.59998	1	Autobusai	1	01-Ž	2-2963	650	647	0	0
delay	646573	B>A	Oro uostas–Vikingų g.–Stotis	655	657	1.3	Oro uostas	656.5	2.3	Prūsų st.	668.20001	1	Autobusai	1	01-Ž	2-2963	674	675	0	0
delay	646573	A>B	Stotis–Vikingų g.–Oro uostas	679	680	-1.3	Prūsų st.	690.70001	0.69999999	Aguonų st.	685.79999	1	Autobusai	1	01-Ž	2-2963	702	701	0	0
delay	646573	B>A	Oro uostas–Vikingų g.–Stotis	707	708	0.30000001	„Sparta“	722.90002	1.2	Vikingų slėnis	713.20001	1	Autobusai	1	01-Ž	2-2963	726	726	0	0
delay	646573	A>B	Stotis–Vikingų g.–Oro uostas	732	734	0.2	Prūsų st.	745.29999	1.4	Aguonų st.	739.5	1	Autobusai	1	01-Ž	2-2963	755	756	0	0
delay	646573	B>A	Oro uostas–Vikingų g.–Stotis	760	761	0.69999999	Oro uostas	760.79999	2.9000001	Prūsų st.	773.79999	1	Autobusai	1	01-Ž	2-2963	779	780	0	0
delay	646573	A>B	Stotis–Vikingų g.–Oro uostas	784	785	-0.30000001	Prūsų st.	796.79999	1.4	Vikingų st.	805.5	1	Autobusai	1	01-Ž	2-2963	807	808	0	0
delay	646573	B>A	Oro uostas–Vikingų g.–Stotis	812	813	0.5	Vikingų st.	815.5	1.4	Aguonų st.	830.59998	1	Autobusai	1	01-Ž	2-2963	831	831	0	0
delay	646573	A>B	Stotis–Vikingų g.–Oro uostas	841	844	1	Prūsų st.	855	2.5	Stotis	844.5	1	Autobusai	1	01-Ž	2-2963	864	866	0	0
delay	646573	B>A	Oro uostas–Vikingų g.–Stotis	869	871	1.1	„Sparta“	885.40002	2.3	Prūsų st.	882.29999	1	Autobusai	1	01-Ž	2-2963	888	888	0	0
delay	646573	A>B	Stotis–Vikingų g.–Oro uostas	906	907	-0.2	Prūsų st.	918.90002	1.7	Stotis	908.70001	1	Autobusai	1	01-Ž	2-2963	929	930	0	0
delay	646573	B>A	Oro uostas–Vikingų g.–Stotis	934	935	-0.1	Aguonų st.	951.29999	1.2	Vikingų slėnis	940.20001	1	Autobusai	1	01-Ž	2-2963	953	952	0	0
missed	628359	A>B	Stotis–Vikingų g.–Oro uostas	958	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	Autobusai	1	01-Ž		981	NULL	NULL	NULL
delay	646573	B>A	Oro uostas–Vikingų g.–Stotis	986	987	0.2	Oro uostas	986.29999	2.3	Prūsų st.	999.29999	1	Autobusai	1	01-Ž	2-2963	1005	1006	0	0
delay	646573	A>B	Stotis–Vikingų g.–Oro uostas	1011	1011	-0.2	Aguonų st.	1017.1	11.6	Vikingų st.	1042.7	1	Autobusai	1	01-Ž	2-2963	1034	1046	1	1
delay	646573	B>A	Oro uostas–Vikingų g.–Stotis	1039	1047	8.1000004	Vikingų st.	1050.1	12.6	Prūsų st.	1062.6	1	Autobusai	1	01-Ž	2-2963	1058	1068	1	1
delay	646573	A>B	Stotis–Vikingų g.–Oro uostas	1096	1100	-1.6	Prūsų st.	1106.5	-0.60000002	Vikingų st.	1114.5	1	Autobusai	1	01-Ž	2-2963	1118	1117	0	1
delay	646573	B>A	Oro uostas–Vikingų g.–Stotis	1123	1124	-1.3	„Sparta“	1137.2	1.3	Vikingų slėnis	1129.3	1	Autobusai	1	01-Ž	2-2963	1142	1140	0	0
delay	646573	A>B	Stotis–Vikingų g.–Oro uostas	1148	1149	-2.2	Prūsų st.	1158.8	0.80000001	Stotis	1149.8	1	Autobusai	1	01-Ž	2-2963	1171	1169	0	0
delay	646573	B>A	Oro uostas–Vikingų g.–Stotis	1176	1177	0	Aguonų st.	1193.2	1.7	Vikingų slėnis	1182.7	1	Autobusai	1	01-Ž	2-2963	1195	1194	0	0
delay	646573	A>B	Stotis–Vikingų g.–Oro uostas	1200	1200	-0.80000001	Prūsų st.	1212.3	0.2	Naujininkai	1214.2	1	Autobusai	1	01-Ž	2-2963	1223	1223	0	0
delay	646573	B>A	Oro uostas–Vikingų g.–Stotis	1228	1228	-1.3	Aguonų st.	1244	0.40000001	Vikingų slėnis	1233.5	1	Autobusai	1	01-Ž	2-2963	1247	1245	0	0
delay	646573	A>B	Stotis–Vikingų g.–Oro uostas	1252	1254	-2.5999999	Prūsų st.	1262.4	2.2	Stotis	1255.2	1	Autobusai	1	01-Ž	2-2963	1275	1274	0	0
delay	646573	B>A	Oro uostas–Vikingų g.–Stotis	1280	1281	0.60000002	Oro uostas	1280.6	2.0999999	Prūsų st.	1293.1	1	Autobusai	1	01-Ž	2-2963	1299	1299	0	0
delay	646573	A>B	Stotis–Vikingų g.–Oro uostas	1304	1304	-2.8	Prūsų st.	1314.2	-1.2	Aguonų st.	1308.9	1	Autobusai	1	01-Ž	2-2963	1327	1326	0	0
delay	646573	B>A	Oro uostas–Vikingų g.–Stotis	1332	1334	-2	Aguonų st.	1347.3	1.9	Vikingų slėnis	1339	1	Autobusai	1	01-Ž	2-2963	1351	1348	0	0
delay	646627	A>B	Fabijoniškės–Baltupiai–Markučiai	325	326	0	Didlaukio st.	335.29999	2.4000001	Žalgirio st.	345.60001	10	Autobusai	10	01-Ž	2-1353	362	362	0	0
delay	646627	B>A	Markučiai–Baltupiai–Fabijoniškės	367	368	-1.8	Antano Jonyno st.	406.10001	1.7	Užupio st.	374	10	Autobusai	10	01-Ž	2-1353	409	407	0	0
delay	646627	A>B	Fabijoniškės–Baltupiai–Markučiai	418	419	-1.5	Karaliaus Mindaugo tiltas	454.10001	1.8	Žalgirio st.	443.10001	10	Autobusai	10	01-Ž	2-1353	468	466	0	0
delay	646627	B>A	Markučiai–Baltupiai–Fabijoniškės	474	474	0.40000001	Žaliasis tiltas	492.60001	3.0999999	Tauragnų st.	502.89999	10	Autobusai	10	01-Ž	2-1353	520	521	1	0
delay	646627	A>B	Fabijoniškės–Baltupiai–Markučiai	529	529	-0.69999999	Didlaukio st.	541.59998	1.3	Žalgirio st.	553.5	10	Autobusai	10	01-Ž	2-1353	577	576	0	0
delay	646627	B>A	Markučiai–Baltupiai–Fabijoniškės	582	583	-1.4	Antano Jonyno st.	623.5	1.5	Užupio st.	588.79999	10	Autobusai	10	01-Ž	2-1353	626	624	0	0
delay	646627	A>B	Fabijoniškės–Baltupiai–Markučiai	663	664	-1.6	Didlaukio st.	674.59998	2	Antano Jonyno st.	667.5	10	Autobusai	10	01-Ž	2-1353	709	709	0	0
delay	646627	B>A	Markučiai–Baltupiai–Fabijoniškės	715	716	-0.60000002	Antano Jonyno st.	757.40002	1.9	Užupio st.	722.29999	10	Autobusai	10	01-Ž	2-1353	759	758	0	0
delay	646627	A>B	Fabijoniškės–Baltupiai–Markučiai	771	771	-2.7	Didlaukio st.	781.59998	2.3	Užupio st.	812	10	Autobusai	10	01-Ž	2-1353	817	818	0	0
delay	646627	B>A	Markučiai–Baltupiai–Fabijoniškės	826	826	-1.5	Antano Jonyno st.	867.5	1.6	Baltupiai	859.40002	10	Autobusai	10	01-Ž	2-1353	870	868	0	0
delay	646627	A>B	Fabijoniškės–Baltupiai–Markučiai	880	880	-2.3	Karaliaus Mindaugo tiltas	913.90002	1.1	Antano Jonyno st.	883.59998	10	Autobusai	10	01-Ž	2-1353	928	925	0	0
missed	614743	B>A	Markučiai–Baltupiai–Fabijoniškės	935	NULL	NULL	NULL	NULL	NULL	NULL	NULL	10	Autobusai	10	01-Ž		980	NULL	NULL	NULL
delay	646627	A>B	Fabijoniškės–Baltupiai–Markučiai	996	996	-0.30000001	Kaimelio žiedas	996.79999	20.200001	Užupio st.	1056.8	10	Autobusai	10	01-Ž	2-1353	1044	1062	1	1
delay	646627	B>A	Markučiai–Baltupiai–Fabijoniškės	1049	1064	12.5	Karaliaus Mindaugo tiltas	1075.3	32.200001	Baltupiai	1119	10	Autobusai	10	01-Ž	2-1353	1099	1130	1	1
delay	646627	A>B	Fabijoniškės–Baltupiai–Markučiai	1129	1130	0.2	Didlaukio st.	1142.5	4.1999998	Antano Jonyno st.	1135.8	10	Autobusai	10	01-Ž	2-1353	1174	1174	1	0
delay	646627	B>A	Markučiai–Baltupiai–Fabijoniškės	1179	1179	-1.3	Žaliasis tiltas	1197	0.89999998	Tauragnų st.	1204.7	10	Autobusai	10	01-Ž	2-1353	1221	1220	0	0
delay	646627	A>B	Fabijoniškės–Baltupiai–Markučiai	1233	1233	-0.80000001	Jono Kazlausko st.	1246.4	1.5	Užupio st.	1268.1	10	Autobusai	10	01-Ž	2-1353	1274	1273	0	0
delay	646627	B>A	Markučiai–Baltupiai–Fabijoniškės	1281	1281	-1.6	Antano Jonyno st.	1317.3	1.1	Užupio st.	1287.4	10	Autobusai	10	01-Ž	2-1353	1320	1318	0	0
delay	646627	A>B	Fabijoniškės–Baltupiai–Markučiai	1330	1329	-2.5	Zarasų st.	1366.2	-0.1	Kaimelio st.	1331.6	10	Autobusai	10	01-Ž	2-1353	1371	1368	0	0
delay	646627	B>A	Markučiai–Baltupiai–Fabijoniškės	1382	1382	-2.3	Antano Jonyno st.	1417.6	0.89999998	Karaliaus Mindaugo tiltas	1395.7	10	Autobusai	10	01-Ž	2-1353	1421	1418	0	0
delay	646851	B>A	Markučiai–Baltupiai–Fabijoniškės	376	379	-2.5	Liudo Giros st.	413	3.2	Užupio st.	384.5	10	Autobusai	10	02	2-2858	418	415	1	1
