mode	RunID	Tipas	Pavadinimas	planStartTime	startTime	ahead	aStop	aStopTime	behind	bStop	bStopTime	TripLine	Transport	Line	Run	GPSNum	planEndTime	endTime	irregularAllStops	irregularEndPoints
----	-----	-----	-----------	-------------	---------	-----	-----	---------	------	-----	---------	--------	---------	----	---	------	-----------	-------	-----------------	------------------
delay	604893	A>B	Stotis–Vikingų g.–Oro uostas	324	323	-1.9	Aguonų st.	326.39999	1.8	Vikingų st.	337.20001	1	Autobusai	1	01-Ž	2-1846	339	340	0	0
delay	604893	B>A	Oro uostas–Vikingų g.–Stotis	344	345	0.60000002	Oro uostas	344.60001	2.0999999	Prūsų st.	353.79999	1	Autobusai	1	01-Ž	2-1846	359	361	0	0
delay	604893	A>B	Stotis–Vikingų g.–Oro uostas	365	366	-1.9	Prūsų st.	373.10001	2	Stotis	367.10001	1	Autobusai	1	01-Ž	2-1846	382	382	0	0
delay	604893	B>A	Oro uostas–Vikingų g.–Stotis	387	388	-1.5	Aguonų st.	399.5	1.2	Prūsų st.	395.89999	1	Autobusai	1	01-Ž	2-1846	404	403	0	0
delay	604893	A>B	Stotis–Vikingų g.–Oro uostas	415	415	-3	Prūsų st.	423	0.89999998	Vikingų st.	430.29999	1	Autobusai	1	01-Ž	2-1846	433	433	0	0
delay	604893	B>A	Oro uostas–Vikingų g.–Stotis	438	440	-0.1	Aguonų st.	451.89999	2.4000001	Vikingų st.	442.39999	1	Autobusai	1	01-Ž	2-1846	455	455	0	0
delay	604893	A>B	Stotis–Vikingų g.–Oro uostas	460	462	-2	Prūsų st.	469.10001	2.5	Stotis	462.60001	1	Autobusai	1	01-Ž	2-1846	478	479	0	0
delay	604893	B>A	Oro uostas–Vikingų g.–Stotis	483	485	1.3	Oro uostas	484.39999	3.4000001	„Sparta“	496.39999	1	Autobusai	1	01-Ž	2-1846	498	501	1	0
delay	604893	A>B	Stotis–Vikingų g.–Oro uostas	504	504	-1.1	Aguonų st.	507.10001	3.8	Vikingų st.	520.29999	1	Autobusai	1	01-Ž	2-1846	520	523	1	0
delay	604893	B>A	Oro uostas–Vikingų g.–Stotis	525	526	0.40000001	Oro uostas	525.5	1.9	Prūsų st.	534.59998	1	Autobusai	1	01-Ž	2-1846	540	542	0	0
delay	604893	A>B	Stotis–Vikingų g.–Oro uostas	578	580	1.5	Aguonų st.	583.79999	6.6999998	Vikingų st.	596.09998	1	Autobusai	1	01-Ž	2-1846	593	599	1	1
delay	604893	B>A	Oro uostas–Vikingų g.–Stotis	598	601	2.4000001	Oro uostas	600.40002	4	Aguonų st.	613.90002	1	Autobusai	1	01-Ž	2-1846	613	617	1	1
delay	604893	A>B	Stotis–Vikingų g.–Oro uostas	622	627	4.0999999	Aguonų st.	630.29999	8	Vikingų st.	641.40002	1	Autobusai	1	01-Ž	2-1846	637	645	1	1
delay	604893	B>A	Oro uostas–Vikingų g.–Stotis	642	649	6.5	Oro uostas	648.5	7.9000001	Prūsų st.	657.59998	1	Autobusai	1	01-Ž	2-1846	657	664	1	1
delay	604893	A>B	Stotis–Vikingų g.–Oro uostas	665	666	0.40000001	Aguonų st.	669.5	4.3000002	Vikingų st.	680.70001	1	Autobusai	1	01-Ž	2-1846	680	684	1	1
