RunID	GPSNum	GarNum	Tipas	Pavadinimas	planTripStartTime	tripStartTime	ahead	aheadStop	aheadStopTime	behind	behindStop	behindStopTime	ReisoMarsrutas	Transportas	Marsrutas	Pavadinimas
-----	------	------	-----	-----------	-----------------	-------------	-----	---------	-------------	------	----------	--------------	--------------	-----------	---------	-----------
655425	2-2963	720	B>A	Oro uostas–Vikingų g.–Stotis	986	985.44	0	Oro uostas	986.20001	4.6999998	Prūsų st.	1001.6	1	Autobusai	1	01-Ž
655425	2-2963	720	B>A	Oro uostas–Vikingų g.–Stotis	1039	1038.78	0	Oro uostas	1039.1	5.3000002	Aguonų st.	1061.5	1	Autobusai	1	01-Ž
655459	2-861	721	B>A	Markučiai–Baltupiai–Fabijoniškės	474	473.67999	-0.30000001	Markučiai	473.70001	4.5999999	Ateities st.	517.90002	10	Autobusai	10	01-Ž
655459	2-861	721	A>B	Fabijoniškės–Baltupiai–Markučiai	771	770.63	-1.3	Didlaukio st.	783	4.5999999	Užupio st.	814.20001	10	Autobusai	10	01-Ž
655459	2-861	721	A>B	Fabijoniškės–Baltupiai–Markučiai	880	880.63	0.40000001	Didlaukio st.	893.59998	4.6999998	Giedraičių st.	906.5	10	Autobusai	10	01-Ž
655459	2-861	721	A>B	Fabijoniškės–Baltupiai–Markučiai	1129	1128.84	-0.40000001	Didlaukio st.	1141.9	3.0999999	Užupio st.	1169.7	10	Autobusai	10	01-Ž
655700	2-1353	937	A>B	Fabijoniškės–Baltupiai–Markučiai	426	425.48999	-3.5999999	Žaliasis tiltas	454.5	0.69999999	Jono Kazlausko st.	441.89999	10	Autobusai	10	02
655700	2-1353	937	B>A	Markučiai–Baltupiai–Fabijoniškės	484	483.69	-0.89999998	Arkikatedra	495	3.9000001	Giedraičių st.	512.59998	10	Autobusai	10	02
655700	2-1353	937	A>B	Fabijoniškės–Baltupiai–Markučiai	1020	1019.79	-0.2	Kaimelio žiedas	1020.9	8.8999996	Užupio st.	1068.6	10	Autobusai	10	02
655700	2-1353	937	B>A	Markučiai–Baltupiai–Fabijoniškės	1072	1076.25	-0.5	Liudo Giros st.	1117.1	4.1999998	Paplaujos st.	1076.9	10	Autobusai	10	02
655575	2-10580	805	B>A	Markučiai–Baltupiai–Fabijoniškės	494	494.38	-3.4000001	Antano Jonyno st.	535.59998	1	Kalvarijų turgus	515.59998	10	Autobusai	10	03
655575	2-10580	805	A>B	Fabijoniškės–Baltupiai–Markučiai	572	571.72998	-3.9000001	Karaliaus Mindaugo tiltas	602.29999	-0.40000001	Kaimelio st.	573.29999	10	Autobusai	10	03
655575	2-10580	805	A>B	Fabijoniškės–Baltupiai–Markučiai	1009	1009.38	-0.5	Didlaukio st.	1021.8	7.5	Subačiaus st.	1060.1	10	Autobusai	10	03
655575	2-10580	805	A>B	Fabijoniškės–Baltupiai–Markučiai	1148	1148.5699	-0.60000002	Didlaukio st.	1160.6	3.5999999	Užupio st.	1188.2	10	Autobusai	10	03
655775	2-2818	833	A>B	Fabijoniškės–Baltupiai–Markučiai	408	408.35999	-3.5999999	Žaliasis tiltas	436.60001	0.80000001	Jono Kazlausko st.	424	10	Autobusai	10	04
