RunID	GPSNum	GarNum	Tipas	Pavadinimas	planTripStartTime	tripStartTime	ahead	aheadStop	aheadStopTime	behind	behindStop	behindStopTime	ReisoMarsrutas	Transportas	Marsrutas	Pavadinimas
-----	------	------	-----	-----------	-----------------	-------------	-----	---------	-------------	------	----------	--------------	--------------	-----------	---------	-----------
736449	3-2331	2620	B>A	Stotis–Žvėrynas–Karoliniškės	351	353.67999	2.4000001	Islandijos st.	363.70001	4	Pamėnkalnio st.	366.70001	1	Troleibusai	1	01
736449	3-2331	2620	A>B	Karoliniškės–Žvėrynas–Stotis	392	402.54001	10.3	Ugniagesių st.	405.29999	14.3	Vingriai	433.60001	1	Troleibusai	1	01
736449	3-2331	2620	B>A	Stotis–Žvėrynas–Karoliniškės	426	438.89001	12	Rūdninkų st.	441.60001	14.4	Pamėnkalnio st.	452.20001	1	Troleibusai	1	01
736449	3-2331	2620	A>B	Karoliniškės–Žvėrynas–Stotis	468	488.66	20.299999	Pamėnkalnio st.	512.40002	24.6	Trakų st.	520.90002	1	Troleibusai	1	01
736449	3-2331	2620	B>A	Stotis–Žvėrynas–Karoliniškės	505	528.96997	23.5	Stotis	528.59998	27.299999	Jokūbo Jasinskio st.	545.09998	1	Troleibusai	1	01
736449	3-2331	2620	A>B	Karoliniškės–Žvėrynas–Stotis	580	603.20001	23.299999	Žvėrynas	616.20001	25.200001	Trakų st.	631.79999	1	Troleibusai	1	01
736449	3-2331	2620	B>A	Stotis–Žvėrynas–Karoliniškės	614	639.53998	25.200001	Islandijos st.	649.5	27.5	Latvių st.	658	1	Troleibusai	1	01
736449	3-2331	2620	A>B	Karoliniškės–Žvėrynas–Stotis	667	683.59998	16.6	Jokūbo Jasinskio st.	704.09998	17.6	Trakų st.	711.20001	1	Troleibusai	1	01
736449	3-2331	2620	B>A	Stotis–Žvėrynas–Karoliniškės	701	720.16998	18.5	Rūdninkų st.	723.09998	21	Pamėnkalnio st.	733.79999	1	Troleibusai	1	01
736449	3-2331	2620	A>B	Karoliniškės–Žvėrynas–Stotis	749	765.16998	15.9	Teodoro Narbuto st.	775.40002	18	Trakų st.	793.59998	1	Troleibusai	1	01
736449	3-2331	2620	B>A	Stotis–Žvėrynas–Karoliniškės	783	802.09998	18.700001	Liubarto tiltas	816.09998	19.5	Atminties st.	833.40002	1	Troleibusai	1	01
736449	3-2331	2620	A>B	Karoliniškės–Žvėrynas–Stotis	827	846.65997	18.9	Jokūbo Jasinskio st.	866.40002	20.1	Laisvės prospektas	854.59998	1	Troleibusai	1	01
736449	3-2331	2620	B>A	Stotis–Žvėrynas–Karoliniškės	861	882.40002	20.799999	Islandijos st.	892.09998	22.299999	Pamėnkalnio st.	895.09998	1	Troleibusai	1	01
736449	3-2331	2620	A>B	Karoliniškės–Žvėrynas–Stotis	901	929.65997	27.700001	Gėlių st.	958.90002	29.299999	Kęstučio st.	947.09998	1	Troleibusai	1	01
736449	3-2331	2620	B>A	Stotis–Žvėrynas–Karoliniškės	935	963.06	26.9	Islandijos st.	972.29999	28.4	Latvių st.	979.79999	1	Troleibusai	1	01
736449	3-2331	2620	A>B	Karoliniškės–Žvėrynas–Stotis	981	1012.41	31.5	Atminties st.	1014	35.099998	Trakų st.	1042.7	1	Troleibusai	1	01
736449	3-2331	2620	B>A	Stotis–Žvėrynas–Karoliniškės	1015	1049.5699	35.099998	Rūdninkų st.	1053.6	40	Ugniagesių st.	1088.2	1	Troleibusai	1	01
736449	3-2331	2620	A>B	Karoliniškės–Žvėrynas–Stotis	1092	1125.71	33.299999	Ugniagesių st.	1128.3	35.099998	Trakų st.	1153.7	1	Troleibusai	1	01
736449	3-2331	2620	B>A	Stotis–Žvėrynas–Karoliniškės	1126	1160.6	32.700001	Atminties st.	1190.6	34.700001	Pamėnkalnio st.	1173.4	1	Troleibusai	1	01
736449	3-2331	2620	A>B	Karoliniškės–Žvėrynas–Stotis	1176	1205.76	28.200001	Pamėnkalnio st.	1225.6	29.799999	Pasakų parkas	1206.1	1	Troleibusai	1	01
736449	3-2331	2620	B>A	Stotis–Žvėrynas–Karoliniškės	1209	1238.91	29.4	Rūdninkų st.	1242	31.299999	Latvių st.	1256.7	1	Troleibusai	1	01
736589	3-1715	2697	A>B	Karoliniškės–Žvėrynas–Stotis	432	432.63	0.5	Atminties st.	434.10001	7	Pamėnkalnio st.	462.39999	1	Troleibusai	1	02Ž
736589	3-1715	2697	B>A	Stotis–Žvėrynas–Karoliniškės	469	472.38	2.8	Stotis	472	7.4000001	Pamėnkalnio st.	488.10001	1	Troleibusai	1	02Ž
