RunID	GPSNum	GarNum	Tipas	Pavadinimas	planTripStartTime	tripStartTime	ahead	aheadStop	aheadStopTime	behind	behindStop	behindStopTime	ReisoMarsrutas	Transportas	Marsrutas	Pavadinimas
-----	------	------	-----	-----------	-----------------	-------------	-----	---------	-------------	------	----------	--------------	--------------	-----------	---------	-----------
749844	3-263	2665	A>B	Karoliniškės–Žvėrynas–Stotis	392	401.39999	7.5999999	Centro poliklinika	423.70001	9.6000004	Pasakų parkas	401.89999	1	Troleibusai	1	01
749844	3-263	2665	B>A	Stotis–Žvėrynas–Karoliniškės	426	434.95001	8	Islandijos st.	444.39999	10.4	Sietyno st.	461.60001	1	Troleibusai	1	01
749844	3-263	2665	A>B	Karoliniškės–Žvėrynas–Stotis	468	487.85999	18.6	Liubarto tiltas	505.89999	21.6	Trakų st.	517.90002	1	Troleibusai	1	01
749844	3-263	2665	B>A	Stotis–Žvėrynas–Karoliniškės	505	525.21002	19.700001	Atminties st.	556.70001	22	Latvių st.	543.5	1	Troleibusai	1	01
749844	3-263	2665	A>B	Karoliniškės–Žvėrynas–Stotis	580	602.97998	22.1	Gėlių st.	632.29999	23.5	Latvių st.	618.90002	1	Troleibusai	1	01
749844	3-263	2665	B>A	Stotis–Žvėrynas–Karoliniškės	614	639.40997	25	Trakų st.	645.20001	27.1	Pamėnkalnio st.	652.90002	1	Troleibusai	1	01
749844	3-263	2665	A>B	Karoliniškės–Žvėrynas–Stotis	667	682.92999	14.6	Gėlių st.	711.70001	16.4	Laisvės prospektas	690.90002	1	Troleibusai	1	01
749844	3-263	2665	B>A	Stotis–Žvėrynas–Karoliniškės	701	718.96997	17.799999	Stotis	718.90002	19.5	Latvių st.	737	1	Troleibusai	1	01
749844	3-263	2665	A>B	Karoliniškės–Žvėrynas–Stotis	749	765.89001	16.5	Karoliniškių poliklinika	769.90002	17.9	Liubarto tiltas	785	1	Troleibusai	1	01
749844	3-263	2665	B>A	Stotis–Žvėrynas–Karoliniškės	783	802.48999	18.4	Islandijos st.	811.70001	20.200001	Atminties st.	834.09998	1	Troleibusai	1	01
749844	3-263	2665	A>B	Karoliniškės–Žvėrynas–Stotis	827	846.53998	18.9	Jokūbo Jasinskio st.	866.29999	19.799999	Pasakų parkas	847	1	Troleibusai	1	01
749844	3-263	2665	B>A	Stotis–Žvėrynas–Karoliniškės	861	882.28998	20.9	Rūdninkų st.	885.5	23.200001	Latvių st.	900.70001	1	Troleibusai	1	01
749844	3-263	2665	A>B	Karoliniškės–Žvėrynas–Stotis	901	926.72998	25.200001	Gėlių st.	956.29999	26.5	Liubarto tiltas	945.5	1	Troleibusai	1	01
749844	3-263	2665	B>A	Stotis–Žvėrynas–Karoliniškės	935	961.62	25.9	Rūdninkų st.	964.40002	29	Latvių st.	980.5	1	Troleibusai	1	01
749844	3-263	2665	A>B	Karoliniškės–Žvėrynas–Stotis	981	1011.59	30.5	Žvėrynas	1024.4	31.9	Pamėnkalnio st.	1035.2	1	Troleibusai	1	01
749844	3-263	2665	B>A	Stotis–Žvėrynas–Karoliniškės	1015	1049.98	32.799999	Liubarto tiltas	1063.2	43.799999	Teodoro Narbuto st.	1083.5	1	Troleibusai	1	01
749844	3-263	2665	A>B	Karoliniškės–Žvėrynas–Stotis	1092	1124.59	32.599998	Atminties st.	1126.3	34.299999	Trakų st.	1152.9	1	Troleibusai	1	01
749844	3-263	2665	B>A	Stotis–Žvėrynas–Karoliniškės	1126	1160.7	32.599998	Atminties st.	1190.6	33.799999	Latvių st.	1177.2	1	Troleibusai	1	01
749844	3-263	2665	A>B	Karoliniškės–Žvėrynas–Stotis	1176	1204.45	28.299999	Karoliniškių poliklinika	1208.7	30.200001	Liubarto tiltas	1223.3	1	Troleibusai	1	01
749844	3-263	2665	B>A	Stotis–Žvėrynas–Karoliniškės	1209	1239.72	30.299999	Rūdninkų st.	1242.9	31.299999	Pamėnkalnio st.	1252.1	1	Troleibusai	1	01
749993	3-10605	2713	A>B	Karoliniškės–Žvėrynas–Stotis	703	698.97998	-4.0999999	Gėlių st.	729.09998	-2.5999999	Liubarto tiltas	718.5	1	Troleibusai	1	02Ž
749993	3-10605	2713	A>B	Karoliniškės–Žvėrynas–Stotis	856	861.63	5.8000002	Atminties st.	863.40002	7.5999999	Liubarto tiltas	881.70001	1	Troleibusai	1	02Ž
749993	3-10605	2713	B>A	Stotis–Žvėrynas–Karoliniškės	890	897.15002	6.6999998	Rūdninkų st.	900.40002	8.6999998	Jokūbo Jasinskio st.	911.5	1	Troleibusai	1	02Ž
749993	3-10605	2713	A>B	Karoliniškės–Žvėrynas–Stotis	937	941.71997	4.5	Jokūbo Jasinskio st.	962	6	Trakų st.	969.5	1	Troleibusai	1	02Ž
749993	3-10605	2713	B>A	Stotis–Žvėrynas–Karoliniškės	971	977.25	6.1999998	Stotis	977.20001	54.5	Teodoro Narbuto st.	1051	1	Troleibusai	1	02Ž
750026	3-2515	2484	B>A	Stotis–Žvėrynas–Karoliniškės	1143	1146.9399	3.8	Stotis	1146.9	5.0999999	Latvių st.	1165.6	1	Troleibusai	1	02Ž
750026	3-2515	2484	A>B	Karoliniškės–Žvėrynas–Stotis	1216	1219.83	3.8	Atminties st.	1221.3	5.0999999	Liubarto tiltas	1238.1	1	Troleibusai	1	02Ž
750026	3-2515	2484	B>A	Stotis–Žvėrynas–Karoliniškės	1249	1254.36	4.8000002	Rūdninkų st.	1257.4	8.3999996	Latvių st.	1273.9	1	Troleibusai	1	02Ž
750026	3-2515	2484	A>B	Karoliniškės–Žvėrynas–Stotis	1292	1296.6801	3.9000001	Centro poliklinika	1320	5.3000002	Liubarto tiltas	1314.3	1	Troleibusai	1	02Ž
750026	3-2515	2484	B>A	Stotis–Žvėrynas–Karoliniškės	1325	1330.99	5.4000001	Islandijos st.	1340.8	6.6999998	Latvių st.	1348.2	1	Troleibusai	1	02Ž
750026	3-2515	2484	A>B	Karoliniškės–Žvėrynas–Stotis	1367	1374.6899	6.9000001	Karoliniškių poliklinika	1378.3	8	Trakų st.	1400.6	1	Troleibusai	1	02Ž
750026	3-2515	2484	B>A	Stotis–Žvėrynas–Karoliniškės	1400	1408.33	7.3000002	Teodoro Narbuto st.	1429.6	8.5	Trakų st.	1414.6	1	Troleibusai	1	02Ž
749852	3-164	2510	B>A	Stotis–Žvėrynas–Karoliniškės	334	335.57999	1.3	Stotis	335.39999	4	Atminties st.	368.89999	1	Troleibusai	1	03
749852	3-164	2510	B>A	Stotis–Žvėrynas–Karoliniškės	409	411.57999	1.3	Islandijos st.	420.60001	4	Atminties st.	444.89999	1	Troleibusai	1	03
749852	3-164	2510	A>B	Karoliniškės–Žvėrynas–Stotis	457	460.85001	3.8	Atminties st.	462.39999	10.1	Vingriai	496.5	1	Troleibusai	1	03
749852	3-164	2510	B>A	Stotis–Žvėrynas–Karoliniškės	494	501.87	3.9000001	Atminties st.	530	7.5	Stotis	501.5	1	Troleibusai	1	03
749852	3-164	2510	A>B	Karoliniškės–Žvėrynas–Stotis	570	575.96002	6	Atminties st.	577.5	6.9000001	Liubarto tiltas	595	1	Troleibusai	1	03
749852	3-164	2510	B>A	Stotis–Žvėrynas–Karoliniškės	604	612.03998	7.8000002	Stotis	612	10.7	Ugniagesių st.	644.40002	1	Troleibusai	1	03
749852	3-164	2510	A>B	Karoliniškės–Žvėrynas–Stotis	650	655.88	6	Atminties st.	657.5	7.5999999	Liubarto tiltas	675.59998	1	Troleibusai	1	03
749852	3-164	2510	B>A	Stotis–Žvėrynas–Karoliniškės	684	692.38	8.1999998	Rūdninkų st.	695.90002	10.1	Latvių st.	710.5	1	Troleibusai	1	03
749852	3-164	2510	A>B	Karoliniškės–Žvėrynas–Stotis	732	739.98999	8.1000004	Atminties st.	741.59998	10.1	Liubarto tiltas	760.09998	1	Troleibusai	1	03
