RunID	GPSNum	GarNum	Tipas	Pavadinimas	planTripStartTime	tripStartTime	ahead	aheadStop	aheadStopTime	behind	behindStop	behindStopTime	ReisoMarsrutas	Transportas	Marsrutas	Pavadinimas
-----	------	------	-----	-----------	-----------------	-------------	-----	---------	-------------	------	----------	--------------	--------------	-----------	---------	-----------
578387	2-1939	963	A>B	Stotis–Vikingų g.–Oro uostas	504	503	-0.80000001	Aguonų st.	507.29999	3.9000001	Vikingų st.	520.40002	1	Autobusai	1	01-Ž
578387	2-1939	963	A>B	Stotis–Vikingų g.–Oro uostas	578	577	-1.3	Aguonų st.	581	3.8	Vikingų st.	593.20001	1	Autobusai	1	01-Ž
578387	2-1939	963	A>B	Stotis–Vikingų g.–Oro uostas	622	621	-1.7	Aguonų st.	624.5	3.0999999	Vikingų st.	636.5	1	Autobusai	1	01-Ž
578387	2-1939	963	A>B	Stotis–Vikingų g.–Oro uostas	665	664	-1.3	Aguonų st.	667.90002	3.3	Vikingų st.	679.79999	1	Autobusai	1	01-Ž
578387	2-1939	963	B>A	Oro uostas–Vikingų g.–Stotis	685	685	-0.2	Oro uostas	684.90002	3.2	Prūsų st.	695.90002	1	Autobusai	1	01-Ž
578387	2-1939	963	A>B	Stotis–Vikingų g.–Oro uostas	706	704	-1.8	„Sparta“	710.40002	3.4000001	Vikingų st.	720.79999	1	Autobusai	1	01-Ž
578387	2-1939	963	B>A	Oro uostas–Vikingų g.–Stotis	726	727	0.30000001	Oro uostas	726.40002	3.4000001	Prūsų st.	737.09998	1	Autobusai	1	01-Ž
578387	2-1939	963	B>A	Oro uostas–Vikingų g.–Stotis	767	768	0.30000001	Oro uostas	767.40002	3.9000001	Prūsų st.	778.5	1	Autobusai	1	01-Ž
578387	2-1939	963	B>A	Oro uostas–Vikingų g.–Stotis	807	808	0.5	Oro uostas	807.5	3.9000001	Aguonų st.	822.79999	1	Autobusai	1	01-Ž
578387	2-1939	963	A>B	Stotis–Vikingų g.–Oro uostas	830	829	-0.89999998	Aguonų st.	833.29999	3.9000001	Vikingų st.	845.29999	1	Autobusai	1	01-Ž
578387	2-1939	963	B>A	Oro uostas–Vikingų g.–Stotis	855	856	0	Oro uostas	855	5.3000002	Prūsų st.	868	1	Autobusai	1	01-Ž
578387	2-1939	963	B>A	Oro uostas–Vikingų g.–Stotis	899	901	1.1	Aguonų st.	914.09998	3.5	Prūsų st.	910.20001	1	Autobusai	1	01-Ž
578387	2-1939	963	B>A	Oro uostas–Vikingų g.–Stotis	943	944	1.2	Oro uostas	944.20001	4.4000001	Prūsų st.	955.09998	1	Autobusai	1	01-Ž
578387	2-1939	963	A>B	Stotis–Vikingų g.–Oro uostas	969	968	-4.1999998	Prūsų st.	975.90002	0.1	Vikingų st.	983.5	1	Autobusai	1	01-Ž
578387	2-1939	963	B>A	Oro uostas–Vikingų g.–Stotis	991	993	1.8	Oro uostas	992.79999	3.9000001	Prūsų st.	1002.5	1	Autobusai	1	01-Ž
