RunID	GPSNum	GarNum	Tipas	Pavadinimas	planTripStartTime	tripStartTime	ahead	aheadStop	aheadStopTime	behind	behindStop	behindStopTime	ReisoMarsrutas	Transportas	Marsrutas	Pavadinimas
-----	------	------	-----	-----------	-----------------	-------------	-----	---------	-------------	------	----------	--------------	--------------	-----------	---------	-----------
769581	3-263	2665	B>A	Stotis–Žvėrynas–Karoliniškės	425	427.54999	2.5999999	Stotis	427.79999	3.5	Sėlių st.	444.5	1	Troleibusai	1	01
769581	3-263	2665	A>B	Karoliniškės–Žvėrynas–Stotis	463	467.17999	3.9000001	Centro poliklinika	489.29999	4.9000001	Liubarto tiltas	483.89999	1	Troleibusai	1	01
769581	3-263	2665	B>A	Stotis–Žvėrynas–Karoliniškės	494	499.84	5.6999998	Pamėnkalnio st.	511.29999	7.9000001	Atminties st.	529.29999	1	Troleibusai	1	01
769581	3-263	2665	A>B	Karoliniškės–Žvėrynas–Stotis	569	572.33002	1.5	Laisvės prospektas	578.90002	3.0999999	Atminties st.	573.5	1	Troleibusai	1	01
769581	3-263	2665	B>A	Stotis–Žvėrynas–Karoliniškės	602	604.97998	2.5999999	Stotis	604.70001	4.3000002	Reformatų st.	612.20001	1	Troleibusai	1	01
769581	3-263	2665	A>B	Karoliniškės–Žvėrynas–Stotis	639	644.59003	4.9000001	Gėlių st.	672.5	6.0999999	Liubarto tiltas	662.5	1	Troleibusai	1	01
769592	3-10605	2713	B>A	Stotis–Žvėrynas–Karoliniškės	446	446.75	0.60000002	Stotis	446.70001	3.3	Teodoro Narbuto st.	468.60001	1	Troleibusai	1	02Ž
769592	3-10605	2713	A>B	Karoliniškės–Žvėrynas–Stotis	555	558.45001	3.5999999	Laisvės prospektas	567	5.1999998	Liubarto tiltas	577.59998	1	Troleibusai	1	02Ž
769592	3-10605	2713	B>A	Stotis–Žvėrynas–Karoliniškės	588	592.14001	4.0999999	Stotis	592.29999	8.1000004	Atminties st.	623.5	1	Troleibusai	1	02Ž
769546	3-2466	2667	B>A	Stotis–Žvėrynas–Karoliniškės	540	542.53003	2.5999999	Stotis	542.79999	6	Ugniagesių st.	571.70001	1	Troleibusai	1	03
